,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,Round 3 test set,WindType,OperatorSet,UnblindingStage,Notes,Satellite,Team,UncertaintyTypeManual,WindSpeedLow,WindSpeedHigh,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,cr_scfh_mean300,cr_scfh_mean600,cr_scfh_mean900,TestLocation,Wind_MPS_mean30,Wind_MPS_mean60,Wind_MPS_mean90,Wind_MPS_mean300,Wind_MPS_mean600,Wind_MPS_mean900,Wind_dir_mean30,Wind_dir_mean60,Wind_dir_mean90,Wind_dir_mean300,Wind_dir_mean600,Wind_dir_mean900,Wind_MPS_sd30,Wind_MPS_sd60,Wind_MPS_sd90,Wind_MPS_sd300,Wind_MPS_sd600,Wind_MPS_sd900,Wind_dir_sd30,Wind_dir_sd60,Wind_dir_sd90,Wind_dir_sd300,Wind_dir_sd600,Wind_dir_sd900,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeDevelopTime,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90,cr_kgh_CH4_mean300,cr_kgh_CH4_lower300,cr_kgh_CH4_upper300,cr_kgh_CH4_mean600,cr_kgh_CH4_lower600,cr_kgh_CH4_upper600,cr_kgh_CH4_mean900,cr_kgh_CH4_lower900,cr_kgh_CH4_upper900,FlowError_kgh,FlowError_percent,WindError_mps,WindError_percent,datetime_UTC,Altitude (feet)
0,0,2.0,,,33931.0,,2021-11-03 17:42:31+00:00,,,,Methane,,190.71072878085621,,,,2.6285952,,,,,2021-11-03 17:42:33+00:00,1.0,HRRR,Bridger,1,,,,,,,11292.2,4.0,308188.0,11292.2,False,,11255.703333333333,11215.711666666668,11198.532222222222,8652.823,5507.5355,5680.227444444444,AZ,3.7023333333333337,3.573,3.4016666666666664,2.9348,2.7705166666666665,2.7705166666666665,28.566666666666666,32.016666666666666,33.13333333333333,43.08,38.86,36.333333333333336,0.3605807894870892,0.3672818157810231,0.6193876098502046,0.5916246211135079,0.5960108622909795,0.5960108622909795,5.430966976409234,5.658327196854894,6.928527576767155,10.648233794538086,17.436181751081936,18.928822829328713,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,887.3599999999997,True,3.933333333333334,True,TP,1.0,203.1589140633208,189.1705875840382,217.1026906447524,202.42151907256164,188.65293191564442,216.45127310064981,201.99436376202485,187.9435691374121,216.30284398232723,156.20582477153923,144.34751929899244,168.12838346062048,99.3564950240638,89.60538771085285,109.29687048557508,102.53086553925287,92.59244334459855,112.43977747329467,-11.710790291705422,-5.785348487335221,-0.30620480000000017,-10.433583208395808,,
1,114,118.0,,,33931.0,,2021-11-03 17:42:31+00:00,,,,Methane,,165.82802323257133,,,,2.2843744,,,,,2021-11-03 17:42:33+00:00,1.0,NAM12,Bridger,1,,,,,,,11292.2,4.0,308188.0,11292.2,False,,11255.703333333333,11215.711666666668,11198.532222222222,8652.823,5507.5355,5680.227444444444,AZ,3.7023333333333337,3.573,3.4016666666666664,2.9348,2.7705166666666665,2.7705166666666665,28.566666666666666,32.016666666666666,33.13333333333333,43.08,38.86,36.333333333333336,0.3605807894870892,0.3672818157810231,0.6193876098502046,0.5916246211135079,0.5960108622909795,0.5960108622909795,5.430966976409234,5.658327196854894,6.928527576767155,10.648233794538086,17.436181751081936,18.928822829328713,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,887.3599999999997,True,3.933333333333334,True,TP,1.0,203.0334938086443,188.70148781180683,216.8492463633845,202.41491224705814,188.27858927467432,216.7382748742904,202.04425988240652,188.11637824698457,216.0504876667866,156.18056753026968,144.28018914061323,168.22500919889222,99.35554257077546,89.57112519113139,109.23605046673259,102.50491795884322,92.4474149817932,112.62330421738623,-36.586889014486815,-18.075194464837935,-0.6504256000000002,-22.16251874062969,,
2,228,234.0,,,33931.0,,2021-11-03 17:42:31+00:00,,,,Methane,,242.36548729946742,,,,3.3393888,,,,,2021-11-03 17:42:33+00:00,1.0,Sonic,Bridger,2,,,,,,,11292.2,4.0,308188.0,11292.2,False,,11255.703333333333,11215.711666666668,11198.532222222222,8652.823,5507.5355,5680.227444444444,AZ,3.7023333333333337,3.573,3.4016666666666664,2.9348,2.7705166666666665,2.7705166666666665,28.566666666666666,32.016666666666666,33.13333333333333,43.08,38.86,36.333333333333336,0.3605807894870892,0.3672818157810231,0.6193876098502046,0.5916246211135079,0.5960108622909795,0.5960108622909795,5.430966976409234,5.658327196854894,6.928527576767155,10.648233794538086,17.436181751081936,18.928822829328713,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,887.3599999999997,True,3.933333333333334,True,TP,1.0,203.12570111605572,188.93454496181315,217.2087301328377,202.43101697346506,188.60365253750152,216.7078930253158,202.07556316726283,187.83279841509236,216.08792316717646,156.18615378165418,144.11408980216694,168.21480982338335,99.34736550798644,89.41365525073428,109.29838718089952,102.4606063695175,92.49224779091759,112.47382282018152,39.934470326002355,19.727446378060247,0.40458879999999997,13.785907046476762,,
3,342,350.0,,,33931.0,,2021-11-03 17:42:31+00:00,,,,Methane,,212.40043718589118,,,,2.928112,,,,,2021-11-03 17:42:33+00:00,1.0,Sonic,Bridger,3,,,,,,,11292.2,4.0,308188.0,11292.2,False,,11255.703333333333,11215.711666666668,11198.532222222222,8652.823,5507.5355,5680.227444444444,AZ,3.7023333333333337,3.573,3.4016666666666664,2.9348,2.7705166666666665,2.7705166666666665,28.566666666666666,32.016666666666666,33.13333333333333,43.08,38.86,36.333333333333336,0.3605807894870892,0.3672818157810231,0.6193876098502046,0.5916246211135079,0.5960108622909795,0.5960108622909795,5.430966976409234,5.658327196854894,6.928527576767155,10.648233794538086,17.436181751081936,18.928822829328713,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,887.3599999999997,True,3.933333333333334,True,TP,1.0,203.11506789424,189.0230673346919,217.22945774848043,202.3911702158332,188.3317540002938,216.43008030851186,202.0557860505811,188.0843806549421,216.07699123884277,156.11756363520473,144.11322947210397,167.9205406526406,99.34591156290854,89.497398791861,109.21121887479194,102.44459942377905,92.51234760644385,112.49225441778835,10.009266970057979,4.945505754714465,-0.006688000000000027,-0.22788605697151515,,
4,1,3.0,,,33931.0,,2021-11-03 17:46:24+00:00,,,,Methane,,202.33021542641066,,,,2.6509471999999996,,,,,2021-11-03 17:46:39+00:00,1.0,HRRR,Bridger,1,,,,,,,11270.2,4.0,308188.0,11270.2,False,,11243.043333333333,11234.973333333333,11236.434444444445,11232.053,9087.887166666666,7312.0618888888885,AZ,3.7023333333333337,3.573,3.4016666666666664,2.9348,2.7705166666666665,2.7705166666666665,28.566666666666666,32.016666666666666,33.13333333333333,43.08,38.86,36.333333333333336,0.3605807894870892,0.3672818157810231,0.6193876098502046,0.5916246211135079,0.5960108622909795,0.5960108622909795,5.430966976409234,5.658327196854894,6.928527576767155,10.648233794538086,17.436181751081936,18.928822829328713,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,1812.3199999999993,True,8.033333333333335,True,TP,1.0,202.9991862300862,188.87370711118754,217.0390230572774,202.69165628872082,188.88626257045414,216.7195178556112,202.77442087794853,188.58061398910542,216.89628795676865,202.5769388987435,188.29574994548557,216.77851809610823,163.91443601734693,151.3788626731653,176.05010213633943,131.95844542642925,121.08262766703994,143.08365143067664,-0.36144086231016104,-0.17832054309887949,-0.28385280000000046,-9.67196401799102,,
5,115,119.0,,,33931.0,,2021-11-03 17:46:24+00:00,,,,Methane,,177.14521429059917,,,,2.3201376000000002,,,,,2021-11-03 17:46:39+00:00,1.0,NAM12,Bridger,1,,,,,,,11270.2,4.0,308188.0,11270.2,False,,11243.043333333333,11234.973333333333,11236.434444444445,11232.053,9087.887166666666,7312.0618888888885,AZ,3.7023333333333337,3.573,3.4016666666666664,2.9348,2.7705166666666665,2.7705166666666665,28.566666666666666,32.016666666666666,33.13333333333333,43.08,38.86,36.333333333333336,0.3605807894870892,0.3672818157810231,0.6193876098502046,0.5916246211135079,0.5960108622909795,0.5960108622909795,5.430966976409234,5.658327196854894,6.928527576767155,10.648233794538086,17.436181751081936,18.928822829328713,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,1812.3199999999993,True,8.033333333333335,True,TP,1.0,202.8515115445226,188.59155184318297,216.9789647198311,202.83978222564653,188.80354352087824,216.83674676362165,202.77613910545298,188.88510073316888,216.68179602861352,202.81662944126822,188.7019091253586,216.65834641672708,163.96836271848838,151.41784552845309,176.2201120255878,131.77444261591586,120.6949874171127,142.6149602704106,-25.69456793504736,-12.667420391165557,-0.6146623999999998,-20.943928035982005,,
6,229,235.0,,,33931.0,,2021-11-03 17:46:24+00:00,,,,Methane,,255.55313230531615,,,,3.3438592000000003,,,,,2021-11-03 17:46:39+00:00,1.0,Sonic,Bridger,2,,,,,,,11270.2,4.0,308188.0,11270.2,False,,11243.043333333333,11234.973333333333,11236.434444444445,11232.053,9087.887166666666,7312.0618888888885,AZ,3.7023333333333337,3.573,3.4016666666666664,2.9348,2.7705166666666665,2.7705166666666665,28.566666666666666,32.016666666666666,33.13333333333333,43.08,38.86,36.333333333333336,0.3605807894870892,0.3672818157810231,0.6193876098502046,0.5916246211135079,0.5960108622909795,0.5960108622909795,5.430966976409234,5.658327196854894,6.928527576767155,10.648233794538086,17.436181751081936,18.928822829328713,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,1812.3199999999993,True,8.033333333333335,True,TP,1.0,202.92581366802617,188.73801577078623,216.98446599439296,202.8067106104811,188.80510102825923,216.76941854373206,202.78859790259077,188.65486846685636,216.8794601627077,202.7431646940006,188.82860970251005,217.0601031847971,163.91535405624006,151.52976980616927,176.31232525304387,131.97601381383262,120.93382257209964,142.95219920743386,52.74642169483505,26.008223069177426,0.4090592000000002,13.938230884557726,,
7,343,351.0,,,33931.0,,2021-11-03 17:46:24+00:00,,,,Methane,,224.73787585182137,,,,2.9415232,,,,,2021-11-03 17:46:39+00:00,1.0,Sonic,Bridger,3,,,,,,,11270.2,4.0,308188.0,11270.2,False,,11243.043333333333,11234.973333333333,11236.434444444445,11232.053,9087.887166666666,7312.0618888888885,AZ,3.7023333333333337,3.573,3.4016666666666664,2.9348,2.7705166666666665,2.7705166666666665,28.566666666666666,32.016666666666666,33.13333333333333,43.08,38.86,36.333333333333336,0.3605807894870892,0.3672818157810231,0.6193876098502046,0.5916246211135079,0.5960108622909795,0.5960108622909795,5.430966976409234,5.658327196854894,6.928527576767155,10.648233794538086,17.436181751081936,18.928822829328713,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,1812.3199999999993,True,8.033333333333335,True,TP,1.0,202.89363368351133,189.00135857654342,216.90569967125415,202.5983004580688,188.524642713647,216.7052710072651,202.95720627260746,188.73859364619574,217.18757591180093,202.65125358228218,188.39762189390615,216.72001010070318,163.99894824532385,151.56206186612033,176.4988083736571,132.01833692786866,120.84515600065163,142.9866297905223,22.13957539375258,10.927818912446774,0.006723199999999707,0.22908545727135435,,
8,2,4.0,,,33931.0,,2021-11-03 17:50:38+00:00,,,,Methane,,265.77450185856003,,,,2.704592,,,,,2021-11-03 17:50:41+00:00,1.0,HRRR,Bridger,1,,,,,,,11170.4,4.0,308188.0,11170.4,False,,11234.736666666668,11247.925,11247.691111111111,11252.908333333333,11234.616333333333,9196.861,AZ,3.423,3.1361666666666665,2.9715555555555557,3.0510666666666664,2.919633333333333,2.919633333333333,47.9,38.46666666666667,36.733333333333334,38.42666666666667,38.49166666666667,36.82888888888889,0.3349333438575359,0.4911628942627626,0.47936032074381896,0.698572023341103,0.6355263081647399,0.6355263081647399,5.87425710636919,15.085593831299459,52.000388935451284,36.20618152781334,29.802464809756664,24.92528655354427,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,2648.894999999999,True,12.066666666666666,True,TP,1.0,202.65566015435718,188.6881414034371,216.7610090913917,202.9442409257825,189.16880884519267,216.85571337354665,203.02118533992737,189.0111722116402,216.92389523990815,202.9698464369049,189.0886182595727,216.9465691923156,202.80905508580128,188.5197862759278,216.92396539828985,165.94045637798038,153.86724427437872,178.48943905983276,62.83026093277752,30.959371227368205,-0.3464746666666665,-11.355853690512603,,
9,116,120.0,,,33931.0,,2021-11-03 17:50:38+00:00,,,,Methane,,234.43022812689358,,,,2.3827232,,,,,2021-11-03 17:50:41+00:00,1.0,NAM12,Bridger,1,,,,,,,11170.4,4.0,308188.0,11170.4,False,,11234.736666666668,11247.925,11247.691111111111,11252.908333333333,11234.616333333333,9196.861,AZ,3.423,3.1361666666666665,2.9715555555555557,3.0510666666666664,2.919633333333333,2.919633333333333,47.9,38.46666666666667,36.733333333333334,38.42666666666667,38.49166666666667,36.82888888888889,0.3349333438575359,0.4911628942627626,0.47936032074381896,0.698572023341103,0.6355263081647399,0.6355263081647399,5.87425710636919,15.085593831299459,52.000388935451284,36.20618152781334,29.802464809756664,24.92528655354427,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,2648.894999999999,True,12.066666666666666,True,TP,1.0,202.6836430746442,188.74103490306632,216.96529840199085,203.00936053962627,188.92328946445053,217.23446990697437,202.9356392312899,188.87106967519668,217.1101120494328,203.09377533362792,188.99983611655674,217.15444400391237,202.68901833272122,188.8974241677998,216.87645063551028,165.9995726309614,153.47013254815278,178.44195011291143,31.42086758726731,15.47754620956709,-0.6683434666666663,-21.90523969759209,,
