,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,Round 3 test set,WindType,OperatorSet,UnblindingStage,Notes,Satellite,Team,UncertaintyTypeManual,WindSpeedLow,WindSpeedHigh,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,cr_scfh_mean300,cr_scfh_mean600,cr_scfh_mean900,TestLocation,Wind_MPS_mean30,Wind_MPS_mean60,Wind_MPS_mean90,Wind_MPS_mean300,Wind_MPS_mean600,Wind_MPS_mean900,Wind_dir_mean30,Wind_dir_mean60,Wind_dir_mean90,Wind_dir_mean300,Wind_dir_mean600,Wind_dir_mean900,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeDevelopTime,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90,cr_kgh_CH4_mean300,cr_kgh_CH4_lower300,cr_kgh_CH4_upper300,cr_kgh_CH4_mean600,cr_kgh_CH4_lower600,cr_kgh_CH4_upper600,cr_kgh_CH4_mean900,cr_kgh_CH4_lower900,cr_kgh_CH4_upper900,FlowError_kgh,FlowError_percent,datetime_UTC,Altitude (feet)
0,456,2.0,3.0,1.0,1.0,,2021-07-30 15:32:55+00:00,,,,Methane,121.823643,,#VALUE!,#VALUE!,,2.713584705,,,0.0,,2021-07-30 15:32:44+00:00,0.0,HRRR,CarbonMapper,1,,,,,,,4206.0,2.0,162928.0,4206.0,False,,4210.833333333333,4205.333333333333,4185.788888888889,3865.93,2055.2166666666667,,TX,2.3513333333333337,2.7430000000000003,2.8103333333333333,2.6321666666666665,2.7062833333333334,2.7062833333333334,177.26666666666668,180.48333333333332,179.6888888888889,163.3,156.66833333333332,160.57555555555555,2021-07-30 15:30:04+00:00,2021-07-30 15:35:34+00:00,2001.0,459.495,True,2.6666666666666665,True,ER_FAL,-1.0,68.05924283752006,61.74888899975073,75.29486135807839,67.60042055369343,60.69589398040394,74.9366964444887,67.62567354360557,60.53372554150932,75.24424336393967,62.68596884924035,55.459293006993285,69.63495546657663,32.85632090481622,26.29730898522165,39.25072672702936,,,,,,2021-07-30 15:32:50+00:00,12100
1,457,3.0,190.0,1.0,1.0,,2021-07-30 15:34:56+00:00,,,,Methane,,,#VALUE!,#VALUE!,,,,,2.0,,2021-07-30 15:34:32+00:00,0.0,HRRR,CarbonMapper,1,,,,,,,4462.8,2.0,162928.0,4462.8,False,,4435.066666666667,4437.026666666668,4396.266666666666,4184.445999999999,2842.9773333333333,,TX,2.096,2.485,2.722111111111111,2.777166666666667,2.650233333333333,2.650233333333333,156.16666666666666,160.83333333333334,161.61111111111111,166.77333333333334,159.24833333333333,161.2111111111111,2021-07-30 15:30:04+00:00,2021-07-30 15:35:34+00:00,2001.0,745.5350000000001,True,4.466666666666667,True,FN,0.0,71.2640416420658,65.07091151272789,79.14064569148576,71.55566058548688,64.16619120051938,78.75091273471007,71.10221421023657,64.35420066518853,78.03618555731914,67.70120502092988,61.11199311473434,74.59200552946663,45.63161010677376,38.549082139821095,52.522325399195935,,,,,,2021-07-30 15:34:26+00:00,12050
2,458,4.0,4.0,1.0,1.0,,2021-07-30 15:36:42+00:00,,,,Methane,143.4050208,360.874286,467.896269,253.852303,,2.713584705,,,1.0,,2021-07-30 15:36:26+00:00,0.0,HRRR,CarbonMapper,1,,,,,,,22372.3,2.0,162928.0,22372.3,False,,22247.193333333333,22193.649999999998,17825.588888888888,8368.502,5694.312666666667,3796.2084444444445,TX,1.3589999999999998,1.4244999999999999,1.7934444444444444,2.4061333333333335,2.488366666666667,2.488366666666667,201.3,192.76666666666668,175.87777777777777,170.19,163.87166666666667,160.60777777777778,2021-07-30 15:35:34+00:00,2021-07-30 15:43:14+00:00,2002.0,68.03499999999998,False,0.8666666666666667,True,NE,-1.0,358.20983375809413,347.4555345517707,370.396791913612,357.37219008532026,345.37278814361116,370.5928376499216,287.7663116367495,276.7535091735957,299.4012534603534,135.326955385992,127.68778027749954,143.04466559574496,92.02627303276965,85.46106356543199,98.3502445092335,61.27446285670565,54.49796012608746,68.00176578348331,3.502095914679728,0.9799575937466274,2021-07-30 15:36:11+00:00,12100
3,683,229.0,1,1.0,1.0,,2021-07-30 15:36:42+00:00,,,,Methane,143.4050208,157.5908179,212.8760449,102.3055909,,1.185,,,1.0,,2021-07-30 15:36:26+00:00,0.0,Sonic,CarbonMapper,2,,,,,,,22372.3,2.0,162928.0,22372.3,False,,22247.193333333333,22193.649999999998,17825.588888888888,8368.502,5694.312666666667,3796.2084444444445,TX,1.3589999999999998,1.4244999999999999,1.7934444444444444,2.4061333333333335,2.488366666666667,2.488366666666667,201.3,192.76666666666668,175.87777777777777,170.19,163.87166666666667,160.60777777777778,2021-07-30 15:35:34+00:00,2021-07-30 15:43:14+00:00,2002.0,68.03499999999998,False,0.8666666666666667,True,NE,-1.0,358.45645658591854,346.1776847114102,372.30534963002475,357.6204397349549,344.2770076402255,370.4851726136147,286.7474274718362,276.4188902683681,297.7469105245555,135.4525840496757,128.16080503503704,143.30492590836772,91.38229362092147,84.4730659400567,98.1464655310442,60.96202255061731,53.808560196549564,68.31167144141101,-200.02962183495492,-55.93349809177683,2021-07-30 15:36:11+00:00,12100
4,852,398.0,F1,1.0,1.0,,2021-07-30 15:36:42+00:00,,,,Methane,199.8324298,108.251997,136.2775816,80.22641241,,1.185,,,1.0,,2021-07-30 15:36:26+00:00,0.0,Sonic,CarbonMapper,3,,,,,,,22372.3,2.0,162928.0,22372.3,False,,22247.193333333333,22193.649999999998,17825.588888888888,8368.502,5694.312666666667,3796.2084444444445,TX,1.3589999999999998,1.4244999999999999,1.7934444444444444,2.4061333333333335,2.488366666666667,2.488366666666667,201.3,192.76666666666668,175.87777777777777,170.19,163.87166666666667,160.60777777777778,2021-07-30 15:35:34+00:00,2021-07-30 15:43:14+00:00,2002.0,68.03499999999998,False,0.8666666666666667,True,NE,-1.0,358.46395600749014,346.99378296078095,371.5383427288457,357.53951063069366,346.48384679246794,370.15604329989964,288.1180356254986,277.4090492510073,299.7700459385912,134.7128653452653,127.24242937920366,142.76365841432238,91.56885477018281,84.13378942095996,99.33310333672355,61.70449576321681,54.88426350420243,68.98568906066103,-249.28751363069364,-69.72306730267508,2021-07-30 15:36:11+00:00,12100
5,459,5.0,5.0,1.0,1.0,,2021-07-30 15:38:44+00:00,,,,Methane,136.821051,548.6662023,714.3727898,382.9596148,,2.713584705,,,1.0,,2021-07-30 15:38:29+00:00,0.0,HRRR,CarbonMapper,1,,,,,,,22295.8,2.0,162928.0,22295.8,False,,22272.716666666667,22264.158333333333,22242.933333333334,15767.998333333333,9897.7825,6840.738888888889,TX,3.689,3.6270000000000002,3.0833333333333335,2.291466666666667,2.5168666666666666,2.5168666666666666,153.4,150.96666666666667,158.34444444444443,169.38,166.41166666666666,162.0222222222222,2021-07-30 15:35:34+00:00,2021-07-30 15:43:14+00:00,2002.0,380.30000000000007,True,2.9166666666666665,True,TP,1.0,358.4958751297609,347.57447797767986,371.06219509113464,359.6347472243543,346.98078948742454,373.42555512883575,358.6525546432122,346.0378746162832,372.31147630734336,253.57420704881127,243.6556223427329,264.6609724567783,159.89644767727785,151.4819934095677,168.62665142392729,109.99892629089891,102.94365125053201,117.80244418527693,189.03145507564568,52.56206652293262,2021-07-30 15:38:23+00:00,12150
6,684,230.0,2,1.0,1.0,,2021-07-30 15:38:44+00:00,,,,Methane,136.821051,752.4927079,940.0166487,564.9687671,,3.721666667,,,1.0,,2021-07-30 15:38:29+00:00,0.0,Sonic,CarbonMapper,2,,,,,,,22295.8,2.0,162928.0,22295.8,False,,22272.716666666667,22264.158333333333,22242.933333333334,15767.998333333333,9897.7825,6840.738888888889,TX,3.689,3.6270000000000002,3.0833333333333335,2.291466666666667,2.5168666666666666,2.5168666666666666,153.4,150.96666666666667,158.34444444444443,169.38,166.41166666666666,162.0222222222222,2021-07-30 15:35:34+00:00,2021-07-30 15:43:14+00:00,2002.0,380.30000000000007,True,2.9166666666666665,True,TP,1.0,359.56726732925557,348.1500705333335,372.61888406102474,359.13836745536133,346.3379143706617,372.5140045740704,357.6820952419199,344.06926496662504,371.5324509101441,254.60731769764095,244.71716200109555,264.3631684215665,159.42702414172288,152.02940015948874,167.9472018182617,110.21845908384701,101.78449374713438,118.76764000444511,393.3543404446387,109.52723966300543,2021-07-30 15:38:23+00:00,12150
7,853,399.0,F2,1.0,1.0,,2021-07-30 15:38:44+00:00,,,,Methane,193.238195,850.3634079,895.2936314,805.4331844,,3.721666667,,,1.0,,2021-07-30 15:38:29+00:00,0.0,Sonic,CarbonMapper,3,,,,,,,22295.8,2.0,162928.0,22295.8,False,,22272.716666666667,22264.158333333333,22242.933333333334,15767.998333333333,9897.7825,6840.738888888889,TX,3.689,3.6270000000000002,3.0833333333333335,2.291466666666667,2.5168666666666666,2.5168666666666666,153.4,150.96666666666667,158.34444444444443,169.38,166.41166666666666,162.0222222222222,2021-07-30 15:35:34+00:00,2021-07-30 15:43:14+00:00,2002.0,380.30000000000007,True,2.9166666666666665,True,TP,1.0,358.58552274317054,346.4832988963362,372.2328542219159,359.2977909256843,347.87894664928274,372.1050593686208,357.0196259388046,345.34453786991406,369.3706046370975,254.09108375081823,243.98445830964883,265.18038746925487,159.81537212937792,152.45698195491994,168.2567633220527,110.64520269561547,103.41487320577215,119.02584559093025,491.0656169743157,136.67370893351406,2021-07-30 15:38:23+00:00,12150
8,460,6.0,6.0,1.0,1.0,,2021-07-30 15:40:32+00:00,,,,Methane,147.122398,268.4612251,326.6470969,210.2753534,,2.713584705,,,1.0,,2021-07-30 15:40:16+00:00,0.0,HRRR,CarbonMapper,1,,,,,,,22185.8,2.0,162928.0,22185.8,False,,22121.719999999998,22115.52,22141.47333333333,21961.704666666665,13178.101333333332,9474.799555555555,TX,3.198666666666667,3.3185000000000002,3.108666666666667,2.5476,2.6278333333333332,2.6278333333333332,167.76666666666668,170.25,167.67777777777778,173.16,169.45,164.35,2021-07-30 15:35:34+00:00,2021-07-30 15:43:14+00:00,2002.0,729.8050000000001,True,4.7,True,TP,1.0,357.80138959765435,346.46951033002495,371.6270194066592,356.2361528598872,345.2789095044945,368.9481698810733,356.9031171327422,345.35067924331935,370.6786267854933,353.3087563475709,340.75717621822145,366.7431983576807,212.44226511975816,203.43403933776708,222.00688715043674,153.17105604506554,144.1486487927035,161.80492993919765,-87.77492775988725,-24.639533931417226,2021-07-30 15:40:04+00:00,12025
9,685,231.0,3,1.0,1.0,,2021-07-30 15:40:32+00:00,,,,Methane,147.122398,326.8393959,379.1004638,274.5783281,,3.303666667,,,1.0,,2021-07-30 15:40:16+00:00,0.0,Sonic,CarbonMapper,2,,,,,,,22185.8,2.0,162928.0,22185.8,False,,22121.719999999998,22115.52,22141.47333333333,21961.704666666665,13178.101333333332,9474.799555555555,TX,3.198666666666667,3.3185000000000002,3.108666666666667,2.5476,2.6278333333333332,2.6278333333333332,167.76666666666668,170.25,167.67777777777778,173.16,169.45,164.35,2021-07-30 15:35:34+00:00,2021-07-30 15:43:14+00:00,2002.0,729.8050000000001,True,4.7,True,TP,1.0,356.9989622417863,344.41532120725606,370.39456989353226,356.8884381771807,345.4675157506485,369.424249437685,358.4657587197054,346.42676993989676,372.1663500359236,354.85621099699296,342.93504008699387,368.9585511867576,212.57710601636626,203.1936259471114,222.36920242646428,153.88648750281544,145.73544824663298,162.74739774179508,-30.049042277180718,-8.419729826681182,2021-07-30 15:40:04+00:00,12025
