time,flowclean_scfh
10/17/2021 17:46:21,0
10/17/2021 17:46:22,0
10/17/2021 17:46:23,0
10/17/2021 17:46:24,0
10/17/2021 17:46:25,0
10/17/2021 17:46:26,0
10/17/2021 17:46:27,0
10/17/2021 17:46:28,0
10/17/2021 17:46:29,0
10/17/2021 17:46:30,0
10/17/2021 17:46:31,0
10/17/2021 17:46:32,0
10/17/2021 17:46:33,0
10/17/2021 17:46:34,0
10/17/2021 17:46:35,0
10/17/2021 17:46:36,0
10/17/2021 17:46:37,0
10/17/2021 17:46:38,0
10/17/2021 17:46:39,0
10/17/2021 17:46:40,0
10/17/2021 17:46:41,0
10/17/2021 17:46:42,0
10/17/2021 17:46:43,0
10/17/2021 17:46:44,0
10/17/2021 17:46:45,0
10/17/2021 17:46:46,0
10/17/2021 17:46:47,0
10/17/2021 17:46:48,0
10/17/2021 17:46:49,0
10/17/2021 17:46:50,0
10/17/2021 17:46:51,0
10/17/2021 17:46:52,0
10/17/2021 17:46:53,0
10/17/2021 17:46:54,0
10/17/2021 17:46:55,0
10/17/2021 17:46:56,0
10/17/2021 17:46:57,0
10/17/2021 17:46:58,0
10/17/2021 17:46:59,0
10/17/2021 17:47:00,0
10/17/2021 17:47:01,0
10/17/2021 17:47:02,0
10/17/2021 17:47:03,0
10/17/2021 17:47:04,0
10/17/2021 17:47:05,0
10/17/2021 17:47:06,0
10/17/2021 17:47:07,0
10/17/2021 17:47:08,0
10/17/2021 17:47:09,0
10/17/2021 17:47:10,0
10/17/2021 17:47:11,0
10/17/2021 17:47:12,0
10/17/2021 17:47:13,0
10/17/2021 17:47:14,0
10/17/2021 17:47:15,0
10/17/2021 17:47:16,0
10/17/2021 17:47:17,0
10/17/2021 17:47:18,0
10/17/2021 17:47:19,0
10/17/2021 17:47:20,0
10/17/2021 17:47:21,0
10/17/2021 17:47:22,0
10/17/2021 17:47:23,0
10/17/2021 17:47:24,0
10/17/2021 17:47:25,0
10/17/2021 17:47:26,0
10/17/2021 17:47:27,0
10/17/2021 17:47:28,0
10/17/2021 17:47:29,0
10/17/2021 17:47:30,0
10/17/2021 17:47:31,0
10/17/2021 17:47:32,0
10/17/2021 17:47:33,0
10/17/2021 17:47:34,0
10/17/2021 17:47:35,0
10/17/2021 17:47:36,0
10/17/2021 17:47:37,0
10/17/2021 17:47:38,0
10/17/2021 17:47:39,0
10/17/2021 17:47:40,0
10/17/2021 17:47:41,0
10/17/2021 17:47:42,0
10/17/2021 17:47:43,0
10/17/2021 17:47:44,0
10/17/2021 17:47:45,0
10/17/2021 17:47:46,0
10/17/2021 17:47:47,0
10/17/2021 17:47:48,0
10/17/2021 17:47:49,0
10/17/2021 17:47:50,0
10/17/2021 17:47:51,0
10/17/2021 17:47:52,0
10/17/2021 17:47:53,0
10/17/2021 17:47:54,0
10/17/2021 17:47:55,0
10/17/2021 17:47:56,0
10/17/2021 17:47:57,0
10/17/2021 17:47:58,0
10/17/2021 17:47:59,0
10/17/2021 17:48:00,0
10/17/2021 17:48:01,0
10/17/2021 17:48:02,0
10/17/2021 17:48:03,0
10/17/2021 17:48:04,0
10/17/2021 17:48:05,0
10/17/2021 17:48:06,0
10/17/2021 17:48:07,0
10/17/2021 17:48:08,0
10/17/2021 17:48:09,0
10/17/2021 17:48:10,0
10/17/2021 17:48:11,0
10/17/2021 17:48:12,0
10/17/2021 17:48:13,0
10/17/2021 17:48:14,0
10/17/2021 17:48:15,0
10/17/2021 17:48:16,0
10/17/2021 17:48:17,0
10/17/2021 17:48:18,0
10/17/2021 17:48:19,0
10/17/2021 17:48:20,0
10/17/2021 17:48:21,0
10/17/2021 17:48:22,0
10/17/2021 17:48:23,0
10/17/2021 17:48:24,0
10/17/2021 17:48:25,0
10/17/2021 17:48:26,0
10/17/2021 17:48:27,0
10/17/2021 17:48:28,0
10/17/2021 17:48:29,0
10/17/2021 17:48:30,0
10/17/2021 17:48:31,0
10/17/2021 17:48:32,0
10/17/2021 17:48:33,0
10/17/2021 17:48:34,0
10/17/2021 17:48:35,0
10/17/2021 17:48:36,0
10/17/2021 17:48:37,0
10/17/2021 17:48:38,0
10/17/2021 17:48:39,0
10/17/2021 17:48:40,0
10/17/2021 17:48:41,0
10/17/2021 17:48:42,0
10/17/2021 17:48:43,0
10/17/2021 17:48:44,0
10/17/2021 17:48:45,0
10/17/2021 17:48:46,0
10/17/2021 17:48:47,0
10/17/2021 17:48:48,0
10/17/2021 17:48:49,0
10/17/2021 17:48:50,0
10/17/2021 17:48:51,0
10/17/2021 17:48:52,0
10/17/2021 17:48:53,0
10/17/2021 17:48:54,0
10/17/2021 17:48:55,0
10/17/2021 17:48:56,0
10/17/2021 17:48:57,0
10/17/2021 17:49:06,0
10/17/2021 17:49:08,9
10/17/2021 17:49:10,0
10/17/2021 17:49:11,0
10/17/2021 17:49:17,0
10/17/2021 17:49:19,0
10/17/2021 17:49:21,8
10/17/2021 17:49:22,8
10/17/2021 17:49:30,0
10/17/2021 17:49:32,0
10/17/2021 17:49:34,9
10/17/2021 17:49:37,8
10/17/2021 17:49:38,9
10/17/2021 17:49:40,0
10/17/2021 17:49:42,0
10/17/2021 17:49:43,9
10/17/2021 17:49:44,0
10/17/2021 17:49:45,9
10/17/2021 17:49:57,9
10/17/2021 17:49:58,0
10/17/2021 17:50:00,9
10/17/2021 17:50:02,0
10/17/2021 17:50:05,9
10/17/2021 17:50:06,9
10/17/2021 17:50:07,0
10/17/2021 17:50:08,0
10/17/2021 17:50:09,0
10/17/2021 17:50:10,0
10/17/2021 17:50:14,0
10/17/2021 17:50:15,0
10/17/2021 17:50:16,0
10/17/2021 17:50:17,0
10/17/2021 17:50:19,0
10/17/2021 17:50:20,0
10/17/2021 17:50:21,0
10/17/2021 17:50:22,0
10/17/2021 17:50:23,0
10/17/2021 17:50:27,0
10/17/2021 17:50:28,0
10/17/2021 17:50:29,0
10/17/2021 17:50:30,92.7
10/17/2021 17:50:31,0
10/17/2021 17:50:33,0
10/17/2021 17:50:34,0
10/17/2021 17:50:36,0
10/17/2021 17:50:37,0
10/17/2021 17:50:38,0
10/17/2021 17:50:40,0
10/17/2021 17:50:41,0
10/17/2021 17:50:42,0
10/17/2021 17:50:43,0
10/17/2021 17:50:44,0
10/17/2021 17:50:45,0
10/17/2021 17:50:46,0
10/17/2021 17:50:48,0
10/17/2021 17:50:49,0
10/17/2021 17:50:51,0
10/17/2021 17:50:52,0
10/17/2021 17:50:53,0
10/17/2021 17:50:56,0
10/17/2021 17:50:57,0
10/17/2021 17:50:58,0
10/17/2021 17:51:02,0
10/17/2021 17:51:03,0
10/17/2021 17:51:12,0
10/17/2021 17:51:13,0
10/17/2021 17:51:14,0
10/17/2021 17:51:15,0
10/17/2021 17:51:16,9
10/17/2021 17:51:24,0
10/17/2021 17:51:32,0
10/17/2021 17:51:33,0
10/17/2021 17:51:37,0
10/17/2021 17:51:40,0
10/17/2021 17:51:43,0
10/17/2021 17:51:49,0
10/17/2021 17:51:51,0
10/17/2021 17:51:52,0
10/17/2021 17:51:56,0
10/17/2021 17:51:57,0
10/17/2021 17:51:58,0
10/17/2021 17:52:03,0
10/17/2021 17:52:04,0
10/17/2021 17:52:05,0
10/17/2021 17:52:08,0
10/17/2021 17:52:13,0
10/17/2021 17:52:15,0
10/17/2021 17:52:16,0
10/17/2021 17:52:18,0
10/17/2021 17:52:19,8
10/17/2021 17:52:20,0
10/17/2021 17:52:21,0
10/17/2021 17:52:22,0
10/17/2021 17:52:23,0
10/17/2021 17:52:25,0
10/17/2021 17:52:26,0
10/17/2021 17:52:27,0
10/17/2021 17:52:28,0
10/17/2021 17:52:29,0
10/17/2021 17:52:32,8
10/17/2021 17:52:34,0
10/17/2021 17:52:36,0
10/17/2021 17:52:37,0
10/17/2021 17:52:38,8
10/17/2021 17:52:39,0
10/17/2021 17:52:40,0
10/17/2021 17:52:41,8
10/17/2021 17:52:42,0
10/17/2021 17:52:43,0.000009
10/17/2021 17:52:44,0
10/17/2021 17:52:45,0
10/17/2021 17:52:47,0
10/17/2021 17:52:49,0
10/17/2021 17:52:50,8
10/17/2021 17:52:51,0
10/17/2021 17:52:52,0
10/17/2021 17:52:53,8
10/17/2021 17:52:54,8
10/17/2021 17:52:55,8
10/17/2021 17:52:56,0
10/17/2021 17:52:57,8
10/17/2021 17:52:58,0
10/17/2021 17:52:59,0
10/17/2021 17:53:00,8
10/17/2021 17:53:01,0
10/17/2021 17:53:02,0
10/17/2021 17:53:03,0
10/17/2021 17:53:04,0
10/17/2021 17:53:07,0
10/17/2021 17:53:08,0
10/17/2021 17:53:10,0
10/17/2021 17:53:11,0.05
10/17/2021 17:53:18,8
10/17/2021 17:53:22,0
10/17/2021 17:53:28,0
10/17/2021 17:53:34,0
10/17/2021 17:53:35,0
10/17/2021 17:53:38,0
10/17/2021 17:53:39,0
10/17/2021 17:53:40,0
10/17/2021 17:53:42,0
10/17/2021 17:53:46,0
10/17/2021 17:53:47,0
10/17/2021 17:53:49,0
10/17/2021 17:53:50,0
10/17/2021 17:53:51,0
10/17/2021 17:53:53,0
10/17/2021 17:53:54,0
10/17/2021 17:53:55,0
10/17/2021 17:53:56,0
10/17/2021 17:53:57,0
10/17/2021 17:53:59,0
10/17/2021 17:54:01,0
10/17/2021 17:54:02,0
10/17/2021 17:54:04,0
10/17/2021 17:54:05,8
10/17/2021 17:54:07,0
10/17/2021 17:54:08,8
10/17/2021 17:54:09,8
10/17/2021 17:54:10,8
10/17/2021 17:54:11,8
10/17/2021 17:54:12,0
10/17/2021 17:54:14,0
10/17/2021 17:54:15,8
10/17/2021 17:54:16,0
10/17/2021 17:54:17,8
10/17/2021 17:54:18,8
10/17/2021 17:54:19,8
10/17/2021 17:54:20,8
10/17/2021 17:54:21,8
10/17/2021 17:54:22,8
10/17/2021 17:54:23,0
10/17/2021 17:54:24,0
10/17/2021 17:54:25,0
10/17/2021 17:54:26,0
10/17/2021 17:54:27,0
10/17/2021 17:54:28,0
10/17/2021 17:54:29,0
10/17/2021 17:54:30,0
10/17/2021 17:54:31,8
10/17/2021 17:54:32,0
10/17/2021 17:54:33,0
10/17/2021 17:54:34,0
10/17/2021 17:54:35,0
10/17/2021 17:54:36,0
10/17/2021 17:54:37,0
10/17/2021 17:54:39,0
10/17/2021 17:54:40,0
10/17/2021 17:54:41,3
10/17/2021 17:54:42,0
10/17/2021 17:54:43,5
10/17/2021 17:54:44,0
10/17/2021 17:54:45,0
10/17/2021 17:54:47,0
10/17/2021 17:54:48,0
10/17/2021 17:54:49,0
10/17/2021 17:54:50,0
10/17/2021 17:54:51,0
10/17/2021 17:54:52,0
10/17/2021 17:54:54,0
10/17/2021 17:54:55,0
10/17/2021 17:54:56,0
10/17/2021 17:54:57,0
10/17/2021 17:54:58,0
10/17/2021 17:54:59,0
10/17/2021 17:55:00,0
10/17/2021 17:55:01,8
10/17/2021 17:55:02,0
10/17/2021 17:55:03,0
10/17/2021 17:55:04,0
10/17/2021 17:55:05,0
10/17/2021 17:55:06,0
10/17/2021 17:55:07,1490.66
10/17/2021 17:55:08,36236.51
10/17/2021 17:55:09,52495.48
10/17/2021 17:55:10,71860.68
10/17/2021 17:55:11,103819
10/17/2021 17:55:12,103819
10/17/2021 17:55:13,113483.6
10/17/2021 17:55:14,114837.3
10/17/2021 17:55:15,115857.9
10/17/2021 17:55:16,113696.8
10/17/2021 17:55:17,111942.5
10/17/2021 17:55:18,108696.6
10/17/2021 17:55:19,106016.8
10/17/2021 17:55:20,98771.56
10/17/2021 17:55:21,96493.42
10/17/2021 17:55:22,96221.14
10/17/2021 17:55:24,102574.7
10/17/2021 17:55:25,111234.5
10/17/2021 17:55:26,114947.6
10/17/2021 17:55:27,117776.2
10/17/2021 17:55:28,119030.8
10/17/2021 17:55:30,119811.1
10/17/2021 17:55:31,120542.8
10/17/2021 17:55:32,120369.5
10/17/2021 17:55:33,120781.8
10/17/2021 17:55:34,125852.8
10/17/2021 17:55:35,120657.7
10/17/2021 17:55:36,120574.9
10/17/2021 17:55:37,119918.1
10/17/2021 17:55:38,120223.2
10/17/2021 17:55:40,119539
10/17/2021 17:55:41,119340.1
10/17/2021 17:55:42,119020.7
10/17/2021 17:55:43,133755.3
10/17/2021 17:55:44,134430
10/17/2021 17:55:45,166122.1
10/17/2021 17:55:46,178180.4
10/17/2021 17:55:47,182945.3
10/17/2021 17:55:48,182742.7
10/17/2021 17:55:49,184509.8
10/17/2021 17:55:50,182951.79
10/17/2021 17:55:51,185196.7
10/17/2021 17:55:53,184137.49
10/17/2021 17:55:54,183898
10/17/2021 17:55:55,211484.2
10/17/2021 17:55:56,223689.09
10/17/2021 17:55:57,272110.3
10/17/2021 17:55:58,279459.8
10/17/2021 17:55:59,288661.3
10/17/2021 17:56:01,292217.3
10/17/2021 17:56:02,292540.3
10/17/2021 17:56:03,286134.8
10/17/2021 17:56:04,292124.1
10/17/2021 17:56:05,290493.4
10/17/2021 17:56:06,295135
10/17/2021 17:56:08,282985.8
10/17/2021 17:56:09,290914.7
10/17/2021 17:56:10,292743
10/17/2021 17:56:11,291334.4
10/17/2021 17:56:12,296493.7
10/17/2021 17:56:13,284542.1
10/17/2021 17:56:15,293834.4
10/17/2021 17:56:16,293834.4
10/17/2021 17:56:17,276255.4
10/17/2021 17:56:18,285545.6
10/17/2021 17:56:19,269277.3
10/17/2021 17:56:20,282433.4
10/17/2021 17:56:21,295942
10/17/2021 17:56:22,288016.4
10/17/2021 17:56:24,292053.9
10/17/2021 17:56:25,280019.2
10/17/2021 17:56:27,281485.9
10/17/2021 17:56:28,291915.8
10/17/2021 17:56:29,270663.6
10/17/2021 17:56:30,289342.1
10/17/2021 17:56:31,291500.6
10/17/2021 17:56:32,279143.2
10/17/2021 17:56:33,224059.99
10/17/2021 17:56:34,286732
10/17/2021 17:56:35,280066.9
10/17/2021 17:56:36,274396.9
10/17/2021 17:56:38,270991
10/17/2021 17:56:39,271361.2
10/17/2021 17:56:40,287861.4
10/17/2021 17:56:41,286512.6
10/17/2021 17:56:42,272389.49
10/17/2021 17:56:43,231910.8
10/17/2021 17:56:45,269994.3
10/17/2021 17:56:46,222155.9
10/17/2021 17:56:50,285614.5
10/17/2021 17:56:51,276148.3
10/17/2021 17:56:52,277762.8
10/17/2021 17:56:53,288650.1
10/17/2021 17:56:54,283603.6
10/17/2021 17:56:55,277049.7
10/17/2021 17:56:57,285475.8
10/17/2021 17:56:58,277480.4
10/17/2021 17:56:59,276458.8
10/17/2021 17:57:01,272322.6
10/17/2021 17:57:02,280327.6
10/17/2021 17:57:03,292269.9
10/17/2021 17:57:05,283502.3
10/17/2021 17:57:06,290479.9
10/17/2021 17:57:07,287586.3
10/17/2021 17:57:10,290308.7
10/17/2021 17:57:11,277236
10/17/2021 17:57:12,285497.3
10/17/2021 17:57:13,292728.7
10/17/2021 17:57:14,277740.7
10/17/2021 17:57:15,287297.9
10/17/2021 17:57:16,295979.8
10/17/2021 17:57:17,285365.3
10/17/2021 17:57:18,287161.5
10/17/2021 17:57:19,293692.1
10/17/2021 17:57:20,284118.8
10/17/2021 17:57:21,281126
10/17/2021 17:57:22,299277.9
10/17/2021 17:57:23,295812
10/17/2021 17:57:24,281169.8
10/17/2021 17:57:25,289118.7
10/17/2021 17:57:26,294165
10/17/2021 17:57:27,281818.5
10/17/2021 17:57:28,291235.9
10/17/2021 17:57:29,290425.2
10/17/2021 17:57:30,281601.9
10/17/2021 17:57:31,282442.2
10/17/2021 17:57:32,291239.7
10/17/2021 17:57:33,283472.3
10/17/2021 17:57:34,285841.5
10/17/2021 17:57:35,292431.8
10/17/2021 17:57:36,229718.2
10/17/2021 17:57:37,286160.4
10/17/2021 17:57:38,293158.3
10/17/2021 17:57:39,289913.7
10/17/2021 17:57:40,280193
10/17/2021 17:57:42,290247.5
10/17/2021 17:57:43,284989.3
10/17/2021 17:57:44,291472.7
10/17/2021 17:57:45,294451.8
10/17/2021 17:57:46,285723
10/17/2021 17:57:47,295083.5
10/17/2021 17:57:48,293380.2
10/17/2021 17:57:50,300229.7
10/17/2021 17:57:51,289063.7
10/17/2021 17:57:52,283215.2
10/17/2021 17:57:53,293251.3
10/17/2021 17:57:54,298579.8
10/17/2021 17:57:55,287645.1
10/17/2021 17:57:56,295939.6
10/17/2021 17:57:57,295264.3
10/17/2021 17:57:59,292831.8
10/17/2021 17:58:00,294480.3
10/17/2021 17:58:01,286787.7
10/17/2021 17:58:02,292576
10/17/2021 17:58:03,298460.1
10/17/2021 17:58:04,286724.9
10/17/2021 17:58:05,293778.2
10/17/2021 17:58:06,296755.8
10/17/2021 17:58:07,289071.6
10/17/2021 17:58:08,289585.3
10/17/2021 17:58:10,288047.1
10/17/2021 17:58:11,293085
10/17/2021 17:58:12,296925.5
10/17/2021 17:58:13,289913.9
10/17/2021 17:58:14,298855.4
10/17/2021 17:58:15,295553
10/17/2021 17:58:16,288593.1
10/17/2021 17:58:17,297620.7
10/17/2021 17:58:18,290382.9
10/17/2021 17:58:19,291746.1
10/17/2021 17:58:20,300274.9
10/17/2021 17:58:22,295828.3
10/17/2021 17:58:23,298123.9
10/17/2021 17:58:24,289204.4
10/17/2021 17:58:25,291885.1
10/17/2021 17:58:26,293533.3
10/17/2021 17:58:27,290256.7
10/17/2021 17:58:28,295854.3
10/17/2021 17:58:29,293640
10/17/2021 17:58:30,286963.2
10/17/2021 17:58:31,301513.7
10/17/2021 17:58:32,292141.6
10/17/2021 17:58:33,292258.2
10/17/2021 17:58:34,296491.8
10/17/2021 17:58:35,291774.7
10/17/2021 17:58:36,297766.4
10/17/2021 17:58:38,289368.6
10/17/2021 17:58:39,293538.5
10/17/2021 17:58:40,300500.3
10/17/2021 17:58:41,293455.9
10/17/2021 17:58:42,299655.5
10/17/2021 17:58:43,296874.6
10/17/2021 17:58:45,298815.4
10/17/2021 17:58:46,292638.4
10/17/2021 17:58:47,293230
10/17/2021 17:58:48,300195.9
10/17/2021 17:58:49,296094.5
10/17/2021 17:58:50,295957.3
10/17/2021 17:58:51,298296.2
10/17/2021 17:58:52,292643.8
10/17/2021 17:58:54,297999.79
10/17/2021 17:58:55,293695.5
10/17/2021 17:58:56,300231.6
10/17/2021 17:58:58,301457.5
10/17/2021 17:58:59,306534.3
10/17/2021 17:59:00,300452.3
10/17/2021 17:59:01,296347.4
10/17/2021 17:59:02,307197.7
10/17/2021 17:59:03,297508
10/17/2021 17:59:04,304750
10/17/2021 17:59:05,308610.5
10/17/2021 17:59:06,299373.6
10/17/2021 17:59:08,303648.1
10/17/2021 17:59:09,297483.1
10/17/2021 17:59:10,304467.5
10/17/2021 17:59:12,297854.7
10/17/2021 17:59:13,297854
10/17/2021 17:59:14,304166.5
10/17/2021 17:59:15,296981
10/17/2021 17:59:16,303326.4
10/17/2021 17:59:17,302060.59
10/17/2021 17:59:18,299799.8
10/17/2021 17:59:19,307013
10/17/2021 17:59:21,305170.6
10/17/2021 17:59:22,310127.3
10/17/2021 17:59:23,304670.6
10/17/2021 17:59:24,299845.8
10/17/2021 17:59:25,313138.6
10/17/2021 17:59:26,302273.9
10/17/2021 17:59:27,304462.8
10/17/2021 17:59:28,313339.3
10/17/2021 17:59:29,306810.9
10/17/2021 17:59:30,314600.4
10/17/2021 17:59:31,314456.9
10/17/2021 17:59:32,303133.4
10/17/2021 17:59:33,304814.2
10/17/2021 17:59:35,302073.8
10/17/2021 17:59:36,314017.2
10/17/2021 17:59:37,315392.3
10/17/2021 17:59:38,300181.8
10/17/2021 17:59:39,317626.9
10/17/2021 17:59:40,307449.9
10/17/2021 17:59:41,304918.6
10/17/2021 17:59:42,312723
10/17/2021 17:59:44,306476
10/17/2021 17:59:45,319441.2
10/17/2021 17:59:46,312271.4
10/17/2021 17:59:47,302370.3
10/17/2021 17:59:49,307994.4
10/17/2021 17:59:50,307836.1
10/17/2021 17:59:51,318958.7
10/17/2021 17:59:52,307443.6
10/17/2021 17:59:53,314808.5
10/17/2021 17:59:54,323536.1
10/17/2021 17:59:55,313451
10/17/2021 17:59:56,306618.2
10/17/2021 17:59:57,324652.9
10/17/2021 17:59:58,311257.4
10/17/2021 17:59:59,309673.2
10/17/2021 18:00:00,322850.6
10/17/2021 18:00:01,307816.1
10/17/2021 18:00:02,311785.7
10/17/2021 18:00:03,323418.8
10/17/2021 18:00:04,312509.5
10/17/2021 18:00:06,318227.98
10/17/2021 18:00:07,311216.1
10/17/2021 18:00:08,315441.48
10/17/2021 18:00:09,329174.7
10/17/2021 18:00:10,321513.6
10/17/2021 18:00:12,325840.9
10/17/2021 18:00:13,322207.5
10/17/2021 18:00:14,313493.9
10/17/2021 18:00:15,324534.3
10/17/2021 18:00:16,313399.8
10/17/2021 18:00:17,315242
10/17/2021 18:00:18,330151.7
10/17/2021 18:00:19,321511.3
10/17/2021 18:00:20,321613.18
10/17/2021 18:00:21,325113.3
10/17/2021 18:00:22,316695.8
10/17/2021 18:00:23,317512.8
10/17/2021 18:00:24,330244.7
10/17/2021 18:00:25,318357.1
10/17/2021 18:00:26,321400.7
10/17/2021 18:00:27,326646.8
10/17/2021 18:00:28,315537.8
10/17/2021 18:00:29,329172.7
10/17/2021 18:00:30,324081.4
10/17/2021 18:00:31,314946.5
10/17/2021 18:00:33,331715.3
10/17/2021 18:00:34,322721.5
10/17/2021 18:00:35,333781.3
10/17/2021 18:00:36,330889.3
10/17/2021 18:00:37,325089
10/17/2021 18:00:38,336386.6
10/17/2021 18:00:39,326331.2
10/17/2021 18:00:40,320944.2
10/17/2021 18:00:41,337900.32
10/17/2021 18:00:42,333854.6
10/17/2021 18:00:43,324365.6
10/17/2021 18:00:44,336395.6
10/17/2021 18:00:45,331080.3
10/17/2021 18:00:46,320986.3
10/17/2021 18:00:47,337528.4
10/17/2021 18:00:48,325307.2
10/17/2021 18:00:49,321087.9
10/17/2021 18:00:50,336521.68
10/17/2021 18:00:52,329093.1
10/17/2021 18:00:53,341275.68
10/17/2021 18:00:55,325293.6
10/17/2021 18:00:56,341628.32
10/17/2021 18:00:57,330284.9
10/17/2021 18:00:59,341278.03
10/17/2021 18:01:01,333060.4
10/17/2021 18:01:02,339401.8
10/17/2021 18:01:03,334167.2
10/17/2021 18:01:04,330812.7
10/17/2021 18:01:05,338769.88
10/17/2021 18:01:09,339414.8
10/17/2021 18:01:10,343055.12
10/17/2021 18:01:11,346031.12
10/17/2021 18:01:12,334550.9
10/17/2021 18:01:14,345862.32
10/17/2021 18:01:15,329633.3
10/17/2021 18:01:17,347862.08
10/17/2021 18:01:20,342944.89
10/17/2021 18:01:22,339320.32
10/17/2021 18:01:24,335084
10/17/2021 18:01:25,345059.28
10/17/2021 18:01:26,348211.4
10/17/2021 18:01:27,337104.82
10/17/2021 18:01:28,352373.23
10/17/2021 18:01:29,348893.8
10/17/2021 18:01:30,334258.3
10/17/2021 18:01:32,351978.72
10/17/2021 18:01:33,336360.4
10/17/2021 18:01:34,344656.8
10/17/2021 18:01:36,341555.28
10/17/2021 18:01:37,358567.2
10/17/2021 18:01:38,352850.48
10/17/2021 18:01:39,339442.32
10/17/2021 18:01:41,344568.6
10/17/2021 18:01:43,358790.6
10/17/2021 18:01:44,356033.52
10/17/2021 18:01:46,345715.92
10/17/2021 18:01:47,355080.88
10/17/2021 18:01:49,351944.48
10/17/2021 18:01:50,350885.28
10/17/2021 18:01:51,344964.88
10/17/2021 18:01:52,362035.12
10/17/2021 18:01:53,357953.52
10/17/2021 18:01:54,345888.8
10/17/2021 18:01:56,353664
