timestamp,channel 1,channel 2,channel 3,channel 4
29/10/21 17:34:11,-264.5,>Range,-42.3,>Range
29/10/21 17:34:12,-266.8,>Range,-42.8,>Range
29/10/21 17:34:13,-271.1,>Range,-43.1,>Range
29/10/21 17:34:14,-274.7,>Range,-43.1,>Range
29/10/21 17:34:15,-268.8,>Range,-43.3,>Range
29/10/21 17:34:16,-269.1,>Range,-43,>Range
29/10/21 17:34:17,-267.4,>Range,-42.7,>Range
29/10/21 17:34:18,-264.6,>Range,-42.8,>Range
29/10/21 17:34:19,-272.7,>Range,-43,>Range
29/10/21 17:34:20,-278.5,>Range,-43.2,>Range
29/10/21 17:34:21,-275,>Range,-43.1,>Range
29/10/21 17:34:22,-268.9,>Range,-42.8,>Range
29/10/21 17:34:23,-267.2,>Range,-42.5,>Range
29/10/21 17:34:24,-270,>Range,-42.4,>Range
29/10/21 17:34:25,-276.1,>Range,-42.7,>Range
29/10/21 17:34:26,-273.4,>Range,-42.7,>Range
29/10/21 17:34:27,-275,>Range,-43.1,>Range
29/10/21 17:34:28,-268.7,>Range,-42.9,>Range
29/10/21 17:34:29,-271.4,>Range,-42.8,>Range
29/10/21 17:34:30,-266.4,>Range,-42.8,>Range
29/10/21 17:34:31,-263.4,>Range,-42.6,>Range
29/10/21 17:34:32,-266.4,>Range,-42.7,>Range
29/10/21 17:34:33,-269.8,>Range,-42.6,>Range
29/10/21 17:34:34,-268.5,>Range,-43,>Range
29/10/21 17:34:35,-263.2,>Range,-42.3,>Range
29/10/21 17:34:36,-260.5,>Range,-41.9,>Range
29/10/21 17:34:37,-260.9,>Range,-42.2,>Range
29/10/21 17:34:38,-265.1,>Range,-42.5,>Range
29/10/21 17:34:39,-265.3,>Range,-42.1,>Range
29/10/21 17:34:40,-261.6,>Range,-42.2,>Range
29/10/21 17:34:41,-263.5,>Range,-42.2,>Range
29/10/21 17:34:42,-264.4,>Range,-42.4,>Range
29/10/21 17:34:43,-264.9,>Range,-42.4,>Range
29/10/21 17:34:44,-260.9,>Range,-42.4,>Range
29/10/21 17:34:45,-252.1,>Range,-41.9,>Range
29/10/21 17:34:46,-256.6,>Range,-41.8,>Range
29/10/21 17:34:47,-249.2,>Range,-41.6,>Range
29/10/21 17:34:48,-243.8,>Range,-41,>Range
29/10/21 17:34:49,-250.3,>Range,-41.1,>Range
29/10/21 17:34:50,-250.2,>Range,-41.6,>Range
29/10/21 17:34:51,-254.2,>Range,-41.6,>Range
29/10/21 17:34:52,-249.8,>Range,-41.1,>Range
29/10/21 17:34:53,-247,>Range,-41.5,>Range
29/10/21 17:34:54,-251.5,>Range,-41.4,>Range
29/10/21 17:34:55,-247.3,>Range,-41.3,>Range
29/10/21 17:34:56,-244.1,>Range,-41.5,>Range
29/10/21 17:34:57,-240.3,>Range,-41.1,>Range
29/10/21 17:34:58,-237.8,>Range,-40.8,>Range
29/10/21 17:34:59,-250.3,>Range,-41.5,>Range
29/10/21 17:35:00,-264.5,>Range,-42.3,>Range
29/10/21 17:35:01,-264.9,>Range,-42.5,>Range
29/10/21 17:35:02,-268.9,>Range,-42.6,>Range
29/10/21 17:35:03,-267.3,>Range,-42.4,>Range
29/10/21 17:35:04,-265.1,>Range,-41.9,>Range
29/10/21 17:35:05,-264.5,>Range,-42.3,>Range
29/10/21 17:35:06,-262.6,>Range,-42.4,>Range
29/10/21 17:35:07,-262.3,>Range,-42.5,>Range
29/10/21 17:35:08,-263.8,>Range,-42.5,>Range
29/10/21 17:35:09,-262.2,>Range,-42.4,>Range
29/10/21 17:35:10,-269.7,>Range,-42.4,>Range
29/10/21 17:35:11,-268.4,>Range,-42.1,>Range
29/10/21 17:35:12,-267,>Range,-42.5,>Range
29/10/21 17:35:13,-276.7,>Range,-42.8,>Range
29/10/21 17:35:14,-284.1,>Range,-42.9,>Range
29/10/21 17:35:15,-291.5,>Range,-43,>Range
29/10/21 17:35:16,-297.6,>Range,-43.6,>Range
29/10/21 17:35:17,-286.9,>Range,-43.5,>Range
29/10/21 17:35:18,-283.3,>Range,-43.3,>Range
29/10/21 17:35:19,-278.8,>Range,-43,>Range
29/10/21 17:35:20,-287.5,>Range,-43.2,>Range
29/10/21 17:35:21,-278.7,>Range,-43,>Range
29/10/21 17:35:22,-272.3,>Range,-42.8,>Range
29/10/21 17:35:23,-278.2,>Range,-42.9,>Range
29/10/21 17:35:24,-282.8,>Range,-43.5,>Range
29/10/21 17:35:25,-285,>Range,-43.7,>Range
29/10/21 17:35:26,-282.2,>Range,-43.5,>Range
29/10/21 17:35:27,-276.6,>Range,-43.1,>Range
29/10/21 17:35:28,-281.7,>Range,-42.9,>Range
29/10/21 17:35:29,-284.2,>Range,-42.8,>Range
29/10/21 17:35:30,-284.4,>Range,-42.9,>Range
29/10/21 17:35:31,-287.8,>Range,-42.9,>Range
29/10/21 17:35:32,-291.9,>Range,-43.2,>Range
29/10/21 17:35:33,-284.7,>Range,-43.4,>Range
29/10/21 17:35:34,-274.7,>Range,-42.9,>Range
29/10/21 17:35:35,-271.9,>Range,-42.6,>Range
29/10/21 17:35:36,-272.3,>Range,-42.4,>Range
29/10/21 17:35:37,-273.1,>Range,-42.6,>Range
29/10/21 17:35:38,-269.4,>Range,-42.7,>Range
29/10/21 17:35:39,-282.3,>Range,-43.1,>Range
29/10/21 17:35:40,-277.3,>Range,-42.7,>Range
29/10/21 17:35:41,-274,>Range,-42.5,>Range
29/10/21 17:35:42,-270.4,>Range,-42.8,>Range
29/10/21 17:35:43,-270.6,>Range,-42.7,>Range
