timestamp,channel 1,channel 2,channel 3,channel 4
27/10/21 17:14:29,-682.1,>Range,-43.7,>Range
27/10/21 17:14:30,-684.7,>Range,-43.7,>Range
27/10/21 17:14:31,-692.2,>Range,-44.3,>Range
27/10/21 17:14:32,-686.9,>Range,-45,>Range
27/10/21 17:14:33,-692,>Range,-45.4,>Range
27/10/21 17:14:34,-693.4,>Range,-45.5,>Range
27/10/21 17:14:35,-699.2,>Range,-45.3,>Range
27/10/21 17:14:36,-702,>Range,-45.7,>Range
27/10/21 17:14:37,-705.8,>Range,-45.4,>Range
27/10/21 17:14:38,-705.4,>Range,-45.3,>Range
27/10/21 17:14:39,-703.5,>Range,-45.3,>Range
27/10/21 17:14:40,-704.8,>Range,-45.3,>Range
27/10/21 17:14:41,-705.5,>Range,-45.1,>Range
27/10/21 17:14:42,-712.6,>Range,-45.5,>Range
27/10/21 17:14:43,-713.7,>Range,-45.5,>Range
27/10/21 17:14:44,-711.9,>Range,-46.1,>Range
27/10/21 17:14:45,-715.5,>Range,-45.9,>Range
27/10/21 17:14:46,-714.6,>Range,-45.4,>Range
27/10/21 17:14:47,-708.7,>Range,-44.9,>Range
27/10/21 17:14:48,-704.9,>Range,-44.6,>Range
27/10/21 17:14:49,-702.8,>Range,-44.8,>Range
27/10/21 17:14:50,-710.4,>Range,-44.5,>Range
27/10/21 17:14:51,-703.4,>Range,-44.6,>Range
27/10/21 17:14:52,-698.7,>Range,-44.5,>Range
27/10/21 17:14:53,-703.1,>Range,-44.7,>Range
27/10/21 17:14:54,-696.3,>Range,-44.3,>Range
27/10/21 17:14:55,-700,>Range,-44.3,>Range
27/10/21 17:14:56,-701.4,>Range,-43.8,>Range
27/10/21 17:14:57,-698.4,>Range,-44.2,>Range
27/10/21 17:14:58,-687.6,>Range,-44.3,>Range
27/10/21 17:14:59,-695.3,>Range,-44.2,>Range
27/10/21 17:15:00,-693.9,>Range,-44.2,>Range
27/10/21 17:15:01,-689.8,>Range,-44.6,>Range
27/10/21 17:15:02,-694,>Range,-44.5,>Range
27/10/21 17:15:03,-697.9,>Range,-44.3,>Range
27/10/21 17:15:04,-697.9,>Range,-44.1,>Range
27/10/21 17:15:05,-698.6,>Range,-44.2,>Range
27/10/21 17:15:06,-699.1,>Range,-44.1,>Range
27/10/21 17:15:07,-700.8,>Range,-43.5,>Range
27/10/21 17:15:08,-690.3,>Range,-43.3,>Range
27/10/21 17:15:09,-687.5,>Range,-43.6,>Range
27/10/21 17:15:10,-695.9,>Range,-43.9,>Range
27/10/21 17:15:11,-687,>Range,-43.5,>Range
27/10/21 17:15:12,-685.9,>Range,-43.8,>Range
27/10/21 17:15:13,-695.1,>Range,-43.5,>Range
27/10/21 17:15:14,-694.8,>Range,-44.1,>Range
