timestamp,channel 1,channel 2,channel 3,channel 4
28/10/21 17:11:51,>Range,>Range,>Range,>Range
28/10/21 17:11:52,>Range,>Range,>Range,>Range
28/10/21 17:11:53,>Range,>Range,>Range,>Range
28/10/21 17:11:54,>Range,>Range,>Range,>Range
28/10/21 17:11:55,>Range,>Range,>Range,>Range
28/10/21 17:11:56,>Range,>Range,>Range,>Range
28/10/21 17:11:57,>Range,>Range,>Range,>Range
28/10/21 17:11:58,>Range,>Range,>Range,>Range
28/10/21 17:11:59,>Range,>Range,>Range,>Range
28/10/21 17:12:00,>Range,>Range,>Range,>Range
28/10/21 17:12:01,>Range,>Range,>Range,>Range
28/10/21 17:12:02,>Range,>Range,>Range,>Range
28/10/21 17:12:03,>Range,>Range,>Range,>Range
28/10/21 17:12:04,>Range,>Range,>Range,>Range
28/10/21 17:12:05,>Range,>Range,>Range,>Range
28/10/21 17:12:06,>Range,>Range,>Range,>Range
28/10/21 17:12:07,>Range,>Range,>Range,>Range
28/10/21 17:12:08,>Range,>Range,>Range,>Range
28/10/21 17:12:09,>Range,>Range,>Range,>Range
28/10/21 17:12:10,>Range,>Range,>Range,>Range
28/10/21 17:12:11,>Range,>Range,>Range,>Range
28/10/21 17:12:12,>Range,>Range,>Range,>Range
28/10/21 17:12:13,>Range,>Range,>Range,>Range
28/10/21 17:12:14,>Range,>Range,>Range,>Range
28/10/21 17:12:15,>Range,>Range,>Range,>Range
28/10/21 17:12:16,>Range,>Range,>Range,>Range
28/10/21 17:12:17,>Range,>Range,>Range,>Range
28/10/21 17:12:18,>Range,>Range,>Range,>Range
28/10/21 17:12:19,>Range,>Range,>Range,>Range
28/10/21 17:12:20,>Range,>Range,>Range,>Range
28/10/21 17:12:21,>Range,>Range,>Range,>Range
28/10/21 17:12:22,>Range,>Range,>Range,>Range
28/10/21 17:12:23,>Range,>Range,>Range,>Range
28/10/21 17:12:24,>Range,>Range,>Range,>Range
28/10/21 17:12:25,>Range,>Range,>Range,>Range
28/10/21 17:12:26,>Range,>Range,>Range,>Range
28/10/21 17:12:27,>Range,>Range,>Range,>Range
28/10/21 17:12:28,>Range,>Range,>Range,>Range
28/10/21 17:12:29,>Range,>Range,>Range,>Range
28/10/21 17:12:30,>Range,>Range,>Range,>Range
28/10/21 17:12:31,>Range,>Range,>Range,>Range
28/10/21 17:12:32,>Range,>Range,>Range,>Range
28/10/21 17:12:33,>Range,>Range,>Range,>Range
28/10/21 17:12:34,>Range,>Range,>Range,>Range
28/10/21 17:12:35,>Range,>Range,>Range,>Range
28/10/21 17:12:36,>Range,>Range,>Range,>Range
28/10/21 17:12:37,>Range,>Range,>Range,>Range
28/10/21 17:12:38,>Range,>Range,>Range,>Range
28/10/21 17:12:39,>Range,>Range,>Range,>Range
28/10/21 17:12:40,>Range,>Range,>Range,>Range
28/10/21 17:12:41,>Range,>Range,>Range,>Range
28/10/21 17:12:42,>Range,>Range,>Range,>Range
28/10/21 17:12:43,>Range,>Range,>Range,>Range
28/10/21 17:12:44,>Range,>Range,>Range,>Range
28/10/21 17:12:45,>Range,>Range,>Range,>Range
28/10/21 17:12:46,>Range,>Range,>Range,>Range
28/10/21 17:12:47,>Range,>Range,>Range,>Range
28/10/21 17:12:48,>Range,>Range,>Range,>Range
28/10/21 17:12:49,>Range,>Range,>Range,>Range
28/10/21 17:12:50,>Range,>Range,>Range,>Range
28/10/21 17:12:51,>Range,>Range,>Range,>Range
28/10/21 17:12:52,>Range,>Range,>Range,>Range
28/10/21 17:12:53,>Range,>Range,>Range,>Range
28/10/21 17:12:54,>Range,>Range,>Range,>Range
28/10/21 17:12:55,>Range,>Range,>Range,>Range
28/10/21 17:12:56,>Range,>Range,>Range,>Range
28/10/21 17:12:57,>Range,>Range,>Range,>Range
