timestamp,channel 1,channel 2,channel 3,channel 4
25/10/21 17:17:26,>Range,>Range,10979.5,>Range
25/10/21 17:17:27,>Range,>Range,10966.2,>Range
25/10/21 17:17:28,>Range,>Range,10971.4,>Range
25/10/21 17:17:29,>Range,>Range,10968.2,>Range
25/10/21 17:17:30,>Range,>Range,10962.5,>Range
25/10/21 17:17:31,>Range,>Range,10959.7,>Range
25/10/21 17:17:32,>Range,>Range,10947.9,>Range
25/10/21 17:17:33,>Range,>Range,10941.6,>Range
25/10/21 17:17:34,>Range,>Range,10936.5,>Range
25/10/21 17:17:35,>Range,>Range,10945.7,>Range
25/10/21 17:17:36,>Range,>Range,10957.4,>Range
25/10/21 17:17:37,>Range,>Range,10966.8,>Range
25/10/21 17:17:38,>Range,>Range,10965.5,>Range
25/10/21 17:17:39,>Range,>Range,10966.2,>Range
25/10/21 17:17:40,>Range,>Range,10971.4,>Range
25/10/21 17:17:41,>Range,>Range,10966.2,>Range
25/10/21 17:17:42,>Range,>Range,10964.8,>Range
25/10/21 17:17:43,>Range,>Range,10964.7,>Range
25/10/21 17:17:44,>Range,>Range,10978.9,>Range
25/10/21 17:17:45,>Range,>Range,10977.1,>Range
25/10/21 17:17:46,>Range,>Range,10972.4,>Range
25/10/21 17:17:47,>Range,>Range,10970.9,>Range
25/10/21 17:17:48,>Range,>Range,10941.8,>Range
25/10/21 17:17:49,>Range,>Range,10930.8,>Range
25/10/21 17:17:50,>Range,>Range,10935.5,>Range
25/10/21 17:17:51,>Range,>Range,10937.3,>Range
25/10/21 17:17:52,>Range,>Range,10941.5,>Range
25/10/21 17:17:53,>Range,>Range,10940.6,>Range
25/10/21 17:17:54,>Range,>Range,10939.4,>Range
25/10/21 17:17:55,>Range,>Range,10942.6,>Range
25/10/21 17:17:56,>Range,>Range,10941.3,>Range
25/10/21 17:17:57,>Range,>Range,10948.6,>Range
25/10/21 17:17:58,>Range,>Range,10947.8,>Range
25/10/21 17:17:59,>Range,>Range,10946.2,>Range
25/10/21 17:18:00,>Range,>Range,10932.1,>Range
25/10/21 17:18:01,>Range,>Range,10926.1,>Range
25/10/21 17:18:02,>Range,>Range,10938.7,>Range
25/10/21 17:18:03,>Range,>Range,10943.6,>Range
25/10/21 17:18:04,>Range,>Range,10955.7,>Range
25/10/21 17:18:05,>Range,>Range,10962.3,>Range
25/10/21 17:18:06,>Range,>Range,10969.9,>Range
25/10/21 17:18:07,>Range,>Range,10987.2,>Range
25/10/21 17:18:08,>Range,>Range,11002,>Range
25/10/21 17:18:09,>Range,>Range,11010.7,>Range
25/10/21 17:18:10,>Range,>Range,11006.5,>Range
25/10/21 17:18:11,>Range,>Range,11000.7,>Range
25/10/21 17:18:12,>Range,>Range,11006.7,>Range
25/10/21 17:18:13,>Range,>Range,11003.5,>Range
25/10/21 17:18:14,>Range,>Range,10994,>Range
25/10/21 17:18:15,>Range,>Range,10977.6,>Range
25/10/21 17:18:16,>Range,>Range,10972.5,>Range
25/10/21 17:18:17,>Range,>Range,10970.7,>Range
25/10/21 17:18:18,>Range,>Range,10973.9,>Range
25/10/21 17:18:19,>Range,>Range,10970.3,>Range
25/10/21 17:18:20,>Range,>Range,10965.7,>Range
25/10/21 17:18:21,>Range,>Range,10967.6,>Range
25/10/21 17:18:22,>Range,>Range,10975.9,>Range
25/10/21 17:18:23,>Range,>Range,10982.4,>Range
25/10/21 17:18:24,>Range,>Range,10992.7,>Range
25/10/21 17:18:25,>Range,>Range,10990.4,>Range
25/10/21 17:18:26,>Range,>Range,10985.7,>Range
25/10/21 17:18:27,>Range,>Range,10982.9,>Range
25/10/21 17:18:28,>Range,>Range,10974.6,>Range
25/10/21 17:18:29,>Range,>Range,10972.8,>Range
25/10/21 17:18:30,>Range,>Range,10958.6,>Range
25/10/21 17:18:31,>Range,>Range,10948.5,>Range
25/10/21 17:18:32,>Range,>Range,10948.4,>Range
25/10/21 17:18:33,>Range,>Range,10943,>Range
25/10/21 17:18:34,>Range,>Range,10941.8,>Range
25/10/21 17:18:35,>Range,>Range,10942.5,>Range
25/10/21 17:18:36,>Range,>Range,10949.9,>Range
25/10/21 17:18:37,>Range,>Range,10964.5,>Range
25/10/21 17:18:38,>Range,>Range,10973.1,>Range
25/10/21 17:18:39,>Range,>Range,10993.8,>Range
25/10/21 17:18:40,>Range,>Range,11005.6,>Range
25/10/21 17:18:41,>Range,>Range,11012.8,>Range
25/10/21 17:18:42,>Range,>Range,11005.1,>Range
25/10/21 17:18:43,>Range,>Range,10999.6,>Range
25/10/21 17:18:44,>Range,>Range,10990.3,>Range
25/10/21 17:18:45,>Range,>Range,11002.2,>Range
25/10/21 17:18:46,>Range,>Range,11022.1,>Range
25/10/21 17:18:47,>Range,>Range,11034,>Range
25/10/21 17:18:48,>Range,>Range,11032.8,>Range
25/10/21 17:18:49,>Range,>Range,11007.3,>Range
25/10/21 17:18:50,>Range,>Range,10999.4,>Range
25/10/21 17:18:51,>Range,>Range,10999.5,>Range
25/10/21 17:18:52,>Range,>Range,11001.9,>Range
25/10/21 17:18:53,>Range,>Range,11009,>Range
25/10/21 17:18:54,>Range,>Range,10999.6,>Range
25/10/21 17:18:55,>Range,>Range,10986.4,>Range
25/10/21 17:18:56,>Range,>Range,10983.9,>Range
25/10/21 17:18:57,>Range,>Range,10978.6,>Range
25/10/21 17:18:58,>Range,>Range,10992.4,>Range
25/10/21 17:18:59,>Range,>Range,11008.5,>Range
25/10/21 17:19:00,>Range,>Range,11012.3,>Range
25/10/21 17:19:01,>Range,>Range,11014.9,>Range
25/10/21 17:19:02,>Range,>Range,11016,>Range
25/10/21 17:19:03,>Range,>Range,11008.4,>Range
25/10/21 17:19:04,>Range,>Range,11004.4,>Range
25/10/21 17:19:05,>Range,>Range,11024.9,>Range
25/10/21 17:19:06,>Range,>Range,11021.6,>Range
25/10/21 17:19:07,>Range,>Range,11006.8,>Range
25/10/21 17:19:08,>Range,>Range,11000.6,>Range
