time,flow_scfh
10/16/2021 16:50:54,0
10/16/2021 16:50:55,0
10/16/2021 16:50:56,2698.13
10/16/2021 16:50:57,8698.13
10/16/2021 16:50:58,19948.92
10/16/2021 16:50:59,27914.1
10/16/2021 16:51:00,32514.67
10/16/2021 16:51:01,39181.21
10/16/2021 16:51:02,40344.11
10/16/2021 16:51:03,41201.62
10/16/2021 16:51:04,41972.88
10/16/2021 16:51:05,42525.1
10/16/2021 16:51:06,43160.35
10/16/2021 16:51:07,43186.35
10/16/2021 16:51:08,43120.09
10/16/2021 16:51:09,43237.52
10/16/2021 16:51:10,43489.45
10/16/2021 16:51:11,43148.15
10/16/2021 16:51:12,42930.7
10/16/2021 16:51:13,42880.68
10/16/2021 16:51:14,43141.34
10/16/2021 16:51:15,42902.01
10/16/2021 16:51:16,42793.1
10/16/2021 16:51:17,42519.82
10/16/2021 16:51:18,42885.36
10/16/2021 16:51:19,42882.34
10/16/2021 16:51:20,42497.7
10/16/2021 16:51:21,42617.64
10/16/2021 16:51:22,42574.22
10/16/2021 16:51:23,42973.57
10/16/2021 16:51:24,43087.84
10/16/2021 16:51:25,43119.55
10/16/2021 16:51:26,43124.72
10/16/2021 16:51:27,43189.08
10/16/2021 16:51:28,43158.13
10/16/2021 16:51:29,43378.43
10/16/2021 16:51:30,42488.18
10/16/2021 16:51:31,42673.95
10/16/2021 16:51:32,42818.3
10/16/2021 16:51:33,42564.98
10/16/2021 16:51:34,42688.61
10/16/2021 16:51:35,42829.3
10/16/2021 16:51:36,43063.25
10/16/2021 16:51:38,43143.31
10/16/2021 16:51:39,43389.93
10/16/2021 16:51:40,48577.51
10/16/2021 16:51:42,63057.93
10/16/2021 16:51:43,65801.22
10/16/2021 16:51:44,67578.81
10/16/2021 16:51:45,68997.91
10/16/2021 16:51:46,69899.81
10/16/2021 16:51:47,69971.41
10/16/2021 16:51:48,70143
10/16/2021 16:51:49,70340.91
10/16/2021 16:51:50,70354.95
10/16/2021 16:51:51,70883.3
10/16/2021 16:51:52,70901.46
10/16/2021 16:51:53,70884.16
10/16/2021 16:51:54,70768.29
10/16/2021 16:51:55,71532.64
10/16/2021 16:51:56,73219.47
10/16/2021 16:51:57,91631.14
10/16/2021 16:51:58,108105.2
10/16/2021 16:51:59,120970
10/16/2021 16:52:00,133641.5
10/16/2021 16:52:01,136528.9
10/16/2021 16:52:02,137899.1
10/16/2021 16:52:03,139528
10/16/2021 16:52:04,140630
10/16/2021 16:52:05,141512.3
10/16/2021 16:52:06,141371.4
10/16/2021 16:52:07,140815.7
10/16/2021 16:52:08,141113.5
10/16/2021 16:52:09,141558.4
10/16/2021 16:52:10,141735.1
10/16/2021 16:52:11,140745.6
10/16/2021 16:52:12,140297
10/16/2021 16:52:13,140578.3
10/16/2021 16:52:14,142140.7
10/16/2021 16:52:15,142061.5
10/16/2021 16:52:16,140634.3
10/16/2021 16:52:17,140968.8
10/16/2021 16:52:18,141708.5
10/16/2021 16:52:19,141968.3
10/16/2021 16:52:20,140894.7
10/16/2021 16:52:21,140224.3
10/16/2021 16:52:22,141122.8
10/16/2021 16:52:23,142728
10/16/2021 16:52:24,142727.1
10/16/2021 16:52:25,141282
10/16/2021 16:52:26,140521.1
10/16/2021 16:52:27,140541.6
10/16/2021 16:52:28,141596.9
10/16/2021 16:52:29,141827.2
10/16/2021 16:52:30,139710.7
10/16/2021 16:52:31,149234.5
10/16/2021 16:52:32,139950.2
10/16/2021 16:52:33,139679.9
10/16/2021 16:52:34,141351.5
10/16/2021 16:52:35,140914.7
10/16/2021 16:52:36,149241.2
10/16/2021 16:52:37,140536.9
10/16/2021 16:52:38,139475
10/16/2021 16:52:39,141099.6
10/16/2021 16:52:40,141656
10/16/2021 16:52:41,139053.3
10/16/2021 16:52:42,140546
10/16/2021 16:52:43,140937.3
10/16/2021 16:52:44,148582.3
10/16/2021 16:52:45,141558
10/16/2021 16:52:46,140004.8
10/16/2021 16:52:47,141127.9
10/16/2021 16:52:48,141557.8
10/16/2021 16:52:49,140492.3
10/16/2021 16:52:50,140492
10/16/2021 16:52:51,140251.8
10/16/2021 16:52:52,139540.8
10/16/2021 16:52:53,140151.6
10/16/2021 16:52:54,140275.4
10/16/2021 16:52:55,141435.4
10/16/2021 16:52:56,142072.9
10/16/2021 16:52:57,139793.7
10/16/2021 16:52:58,139253.5
10/16/2021 16:52:59,140057.2
10/16/2021 16:53:00,140057.2
10/16/2021 16:53:01,140197.4
10/16/2021 16:53:02,140456.4
10/16/2021 16:53:03,139895.8
10/16/2021 16:53:04,140778.6
10/16/2021 16:53:05,139509.5
10/16/2021 16:53:06,139477.5
10/16/2021 16:53:07,110237.8
10/16/2021 16:53:08,139134.2
10/16/2021 16:53:09,140665.9
10/16/2021 16:53:10,140454.6
10/16/2021 16:53:11,138972.4
10/16/2021 16:53:12,139275.8
10/16/2021 16:53:13,139624.4
10/16/2021 16:53:14,141115.8
10/16/2021 16:53:15,141246.3
10/16/2021 16:53:17,138679
10/16/2021 16:53:18,138757.7
10/16/2021 16:53:19,139235.3
10/16/2021 16:53:20,140716.9
10/16/2021 16:53:21,138456.8
10/16/2021 16:53:22,138518.1
10/16/2021 16:53:23,138848.1
10/16/2021 16:53:24,138305
10/16/2021 16:53:25,140077.5
10/16/2021 16:53:26,139562
10/16/2021 16:53:27,139020.7
10/16/2021 16:53:28,139556.6
10/16/2021 16:53:29,139384.2
10/16/2021 16:53:30,19333.9
10/16/2021 16:53:31,139690.2
10/16/2021 16:53:32,137210.3
10/16/2021 16:53:33,137955.3
10/16/2021 16:53:34,138493.8
10/16/2021 16:53:35,140262.6
10/16/2021 16:53:36,140434.5
10/16/2021 16:53:37,138025.8
10/16/2021 16:53:38,137344.6
10/16/2021 16:53:40,138709.3
10/16/2021 16:53:41,140409.3
10/16/2021 16:53:42,139220.5
10/16/2021 16:53:43,137721.6
10/16/2021 16:53:44,138595.6
10/16/2021 16:53:45,138730.3
10/16/2021 16:53:46,139698.1
10/16/2021 16:53:47,139668.4
10/16/2021 16:53:48,138221.6
10/16/2021 16:53:49,138889.9
10/16/2021 16:53:50,139009.5
10/16/2021 16:53:51,139911.5
10/16/2021 16:53:52,139007.5
10/16/2021 16:53:53,139581.7
10/16/2021 16:53:54,138708.8
10/16/2021 16:53:55,137755.1
10/16/2021 16:53:56,138055
10/16/2021 16:53:58,139363.8
10/16/2021 16:53:59,137985.1
10/16/2021 16:54:00,137081.2
10/16/2021 16:54:01,137399.2
10/16/2021 16:54:02,137395.4
