timestamp,channel 1,channel 2,channel 3,channel 4
23/10/21 18:01:28,-416.9,>Range,>Range,>Range
23/10/21 18:01:29,-408.3,>Range,>Range,>Range
23/10/21 18:01:30,-421.7,>Range,>Range,>Range
23/10/21 18:01:31,-421.4,>Range,>Range,>Range
23/10/21 18:01:32,-426.8,>Range,>Range,>Range
23/10/21 18:01:33,-429.7,>Range,>Range,>Range
23/10/21 18:01:34,-425.9,>Range,>Range,>Range
23/10/21 18:01:35,-416.1,>Range,>Range,>Range
23/10/21 18:01:36,-431.6,>Range,>Range,>Range
23/10/21 18:01:37,-441.5,>Range,>Range,>Range
23/10/21 18:01:38,-440.2,>Range,>Range,>Range
23/10/21 18:01:39,-428.7,>Range,>Range,>Range
23/10/21 18:01:40,-423.7,>Range,>Range,>Range
23/10/21 18:01:41,-428,>Range,>Range,>Range
23/10/21 18:01:42,-432,>Range,>Range,>Range
23/10/21 18:01:43,-427.6,>Range,>Range,>Range
23/10/21 18:01:44,-421.7,>Range,>Range,>Range
23/10/21 18:01:45,-419.8,>Range,>Range,>Range
23/10/21 18:01:46,-420.5,>Range,>Range,>Range
23/10/21 18:01:47,-413.4,>Range,>Range,>Range
23/10/21 18:01:48,-401.8,>Range,>Range,>Range
23/10/21 18:01:49,-403.7,>Range,>Range,>Range
23/10/21 18:01:50,-403.9,>Range,>Range,>Range
23/10/21 18:01:51,-411.5,>Range,>Range,>Range
23/10/21 18:01:52,-412.5,>Range,>Range,>Range
23/10/21 18:01:53,-418.3,>Range,>Range,>Range
23/10/21 18:01:54,-415.6,>Range,>Range,>Range
23/10/21 18:01:55,-412.7,>Range,>Range,>Range
23/10/21 18:01:56,-433.1,>Range,>Range,>Range
23/10/21 18:01:57,-434,>Range,>Range,>Range
23/10/21 18:01:58,-420.1,>Range,>Range,>Range
23/10/21 18:01:59,-410.3,>Range,>Range,>Range
23/10/21 18:02:00,-412.9,>Range,>Range,>Range
23/10/21 18:02:01,-401.5,>Range,>Range,>Range
23/10/21 18:02:02,-398,>Range,>Range,>Range
23/10/21 18:02:03,-408.2,>Range,>Range,>Range
23/10/21 18:02:04,-407.7,>Range,>Range,>Range
23/10/21 18:02:05,-406.8,>Range,>Range,>Range
23/10/21 18:02:06,-418.9,>Range,>Range,>Range
23/10/21 18:02:07,-414.6,>Range,>Range,>Range
23/10/21 18:02:08,-405.7,>Range,>Range,>Range
23/10/21 18:02:09,-408.7,>Range,>Range,>Range
23/10/21 18:02:10,-406.9,>Range,>Range,>Range
23/10/21 18:02:11,-407.7,>Range,>Range,>Range
23/10/21 18:02:12,-402.2,>Range,>Range,>Range
23/10/21 18:02:13,-404.5,>Range,>Range,>Range
23/10/21 18:02:14,-403.4,>Range,>Range,>Range
23/10/21 18:02:15,-407.5,>Range,>Range,>Range
23/10/21 18:02:16,-412.3,>Range,>Range,>Range
23/10/21 18:02:17,-408.4,>Range,>Range,>Range
23/10/21 18:02:18,-402.1,>Range,>Range,>Range
23/10/21 18:02:19,-411,>Range,>Range,>Range
23/10/21 18:02:20,-413.4,>Range,>Range,>Range
23/10/21 18:02:21,-414.3,>Range,>Range,>Range
23/10/21 18:02:22,-409.3,>Range,>Range,>Range
23/10/21 18:02:23,-409.5,>Range,>Range,>Range
23/10/21 18:02:24,-404.3,>Range,>Range,>Range
23/10/21 18:02:25,-412.5,>Range,>Range,>Range
23/10/21 18:02:26,-408.3,>Range,>Range,>Range
23/10/21 18:02:27,-411.9,>Range,>Range,>Range
23/10/21 18:02:28,-414.6,>Range,>Range,>Range
23/10/21 18:02:29,-419.5,>Range,>Range,>Range
23/10/21 18:02:30,-416.6,>Range,>Range,>Range
23/10/21 18:02:31,-409.7,>Range,>Range,>Range
23/10/21 18:02:32,-412.4,>Range,>Range,>Range
23/10/21 18:02:33,-414.8,>Range,>Range,>Range
23/10/21 18:02:34,-419,>Range,>Range,>Range
23/10/21 18:02:35,-424.5,>Range,>Range,>Range
23/10/21 18:02:36,-418.8,>Range,>Range,>Range
23/10/21 18:02:37,-421.1,>Range,>Range,>Range
23/10/21 18:02:38,-419.8,>Range,>Range,>Range
23/10/21 18:02:39,-413.2,>Range,>Range,>Range
23/10/21 18:02:40,-410.3,>Range,>Range,>Range
23/10/21 18:02:41,-409.5,>Range,>Range,>Range
23/10/21 18:02:42,-416.1,>Range,>Range,>Range
23/10/21 18:02:43,-416,>Range,>Range,>Range
23/10/21 18:02:44,-410.2,>Range,>Range,>Range
23/10/21 18:02:45,-408.7,>Range,>Range,>Range
23/10/21 18:02:46,-407,>Range,>Range,>Range
23/10/21 18:02:47,-409.1,>Range,>Range,>Range
23/10/21 18:02:48,-415.1,>Range,>Range,>Range
23/10/21 18:02:49,-401.6,>Range,>Range,>Range
23/10/21 18:02:50,-405.5,>Range,>Range,>Range
23/10/21 18:02:51,-403.2,>Range,>Range,>Range
23/10/21 18:02:52,-406.7,>Range,>Range,>Range
23/10/21 18:02:53,-408.9,>Range,>Range,>Range
23/10/21 18:02:54,-401.9,>Range,>Range,>Range
23/10/21 18:02:55,-403.4,>Range,>Range,>Range
23/10/21 18:02:56,-408.4,>Range,>Range,>Range
23/10/21 18:02:57,-409.2,>Range,>Range,>Range
23/10/21 18:02:58,-401.5,>Range,>Range,>Range
23/10/21 18:02:59,-399.9,>Range,>Range,>Range
23/10/21 18:03:00,-404.9,>Range,>Range,>Range
23/10/21 18:03:01,-397.4,>Range,>Range,>Range
23/10/21 18:03:02,-413.4,>Range,>Range,>Range
23/10/21 18:03:03,-402.1,>Range,>Range,>Range
23/10/21 18:03:04,-416.8,>Range,>Range,>Range
23/10/21 18:03:05,-408.6,>Range,>Range,>Range
23/10/21 18:03:06,-410.6,>Range,>Range,>Range
23/10/21 18:03:07,-404.4,>Range,>Range,>Range
23/10/21 18:03:08,-401.9,>Range,>Range,>Range
23/10/21 18:03:09,-404.4,>Range,>Range,>Range
23/10/21 18:03:10,-404.1,>Range,>Range,>Range
23/10/21 18:03:11,-403.8,>Range,>Range,>Range
23/10/21 18:03:12,-401.1,>Range,>Range,>Range
23/10/21 18:03:13,-403,>Range,>Range,>Range
23/10/21 18:03:14,-408.6,>Range,>Range,>Range
23/10/21 18:03:15,-412.7,>Range,>Range,>Range
23/10/21 18:03:16,-407.1,>Range,>Range,>Range
23/10/21 18:03:17,-400.4,>Range,>Range,>Range
23/10/21 18:03:18,-398.9,>Range,>Range,>Range
23/10/21 18:03:19,-401.9,>Range,>Range,>Range
23/10/21 18:03:20,-395.6,>Range,>Range,>Range
23/10/21 18:03:21,-409.5,>Range,>Range,>Range
23/10/21 18:03:22,-405.3,>Range,>Range,>Range
23/10/21 18:03:23,-407,>Range,>Range,>Range
23/10/21 18:03:24,-411.5,>Range,>Range,>Range
23/10/21 18:03:25,-408.1,>Range,>Range,>Range
23/10/21 18:03:26,-408,>Range,>Range,>Range
23/10/21 18:03:27,-414.5,>Range,>Range,>Range
23/10/21 18:03:28,-416.3,>Range,>Range,>Range
23/10/21 18:03:29,-418.3,>Range,>Range,>Range
23/10/21 18:03:30,-403.5,>Range,>Range,>Range
23/10/21 18:03:31,-406.7,>Range,>Range,>Range
23/10/21 18:03:32,-426.3,>Range,>Range,>Range
23/10/21 18:03:33,-427.4,>Range,>Range,>Range
23/10/21 18:03:34,-423.9,>Range,>Range,>Range
23/10/21 18:03:35,-418.5,>Range,>Range,>Range
23/10/21 18:03:36,-410.2,>Range,>Range,>Range
23/10/21 18:03:37,-417.4,>Range,>Range,>Range
23/10/21 18:03:38,-408.9,>Range,>Range,>Range
23/10/21 18:03:39,-420.4,>Range,>Range,>Range
23/10/21 18:03:40,-408,>Range,>Range,>Range
23/10/21 18:03:41,-408.5,>Range,>Range,>Range
23/10/21 18:03:42,-405.6,>Range,>Range,>Range
23/10/21 18:03:43,-403.3,>Range,>Range,>Range
23/10/21 18:03:44,-401.9,>Range,>Range,>Range
23/10/21 18:03:45,-405.9,>Range,>Range,>Range
23/10/21 18:03:46,-409.7,>Range,>Range,>Range
23/10/21 18:03:47,-407.2,>Range,>Range,>Range
23/10/21 18:03:48,-414,>Range,>Range,>Range
23/10/21 18:03:49,-416.3,>Range,>Range,>Range
23/10/21 18:03:50,-409.6,>Range,>Range,>Range
23/10/21 18:03:51,-413.8,>Range,>Range,>Range
23/10/21 18:03:52,-418.2,>Range,>Range,>Range
23/10/21 18:03:53,-410.9,>Range,>Range,>Range
23/10/21 18:03:54,-413,>Range,>Range,>Range
23/10/21 18:03:55,-415.9,>Range,>Range,>Range
23/10/21 18:03:56,-413,>Range,>Range,>Range
23/10/21 18:03:57,-421.4,>Range,>Range,>Range
23/10/21 18:03:58,-415.2,>Range,>Range,>Range
23/10/21 18:03:59,-404.2,>Range,>Range,>Range
23/10/21 18:04:00,-424.2,>Range,>Range,>Range
23/10/21 18:04:01,-441,>Range,>Range,>Range
23/10/21 18:04:02,-438.2,>Range,>Range,>Range
23/10/21 18:04:03,-439.1,>Range,>Range,>Range
23/10/21 18:04:04,-438,>Range,>Range,>Range
23/10/21 18:04:05,-434.9,>Range,>Range,>Range
23/10/21 18:04:06,-429.7,>Range,>Range,>Range
23/10/21 18:04:07,-424.2,>Range,>Range,>Range
23/10/21 18:04:08,-421.6,>Range,>Range,>Range
23/10/21 18:04:09,-422.5,>Range,>Range,>Range
23/10/21 18:04:10,-430.6,>Range,>Range,>Range
23/10/21 18:04:11,-432.3,>Range,>Range,>Range
23/10/21 18:04:12,-430.4,>Range,>Range,>Range
23/10/21 18:04:13,-422.8,>Range,>Range,>Range
23/10/21 18:04:14,-433.6,>Range,>Range,>Range
23/10/21 18:04:15,-418.4,>Range,>Range,>Range
23/10/21 18:04:16,-430.8,>Range,>Range,>Range
23/10/21 18:04:17,-438.4,>Range,>Range,>Range
23/10/21 18:04:18,-440.4,>Range,>Range,>Range
23/10/21 18:04:19,-439.6,>Range,>Range,>Range
23/10/21 18:04:20,-429.9,>Range,>Range,>Range
23/10/21 18:04:21,-435.6,>Range,>Range,>Range
23/10/21 18:04:22,-426,>Range,>Range,>Range
23/10/21 18:04:23,-426.5,>Range,>Range,>Range
23/10/21 18:04:24,-431.1,>Range,>Range,>Range
23/10/21 18:04:25,-433.6,>Range,>Range,>Range
23/10/21 18:04:26,-436.6,>Range,>Range,>Range
23/10/21 18:04:27,-426.4,>Range,>Range,>Range
23/10/21 18:04:28,-428.9,>Range,>Range,>Range
23/10/21 18:04:29,-419.6,>Range,>Range,>Range
23/10/21 18:04:30,-416,>Range,>Range,>Range
23/10/21 18:04:31,-421.6,>Range,>Range,>Range
23/10/21 18:04:32,-420.6,>Range,>Range,>Range
23/10/21 18:04:33,-414.8,>Range,>Range,>Range
23/10/21 18:04:34,-414,>Range,>Range,>Range
23/10/21 18:04:35,-419.9,>Range,>Range,>Range
23/10/21 18:04:36,-416.4,>Range,>Range,>Range
23/10/21 18:04:37,-403.1,>Range,>Range,>Range
23/10/21 18:04:38,-408.4,>Range,>Range,>Range
23/10/21 18:04:39,-418,>Range,>Range,>Range
23/10/21 18:04:40,-414.3,>Range,>Range,>Range
23/10/21 18:04:41,-426.3,>Range,>Range,>Range
23/10/21 18:04:42,-416.6,>Range,>Range,>Range
23/10/21 18:04:43,-424.7,>Range,>Range,>Range
23/10/21 18:04:44,-419.4,>Range,>Range,>Range
23/10/21 18:04:45,-416.5,>Range,>Range,>Range
23/10/21 18:04:46,-409.7,>Range,>Range,>Range
23/10/21 18:04:47,-417.6,>Range,>Range,>Range
23/10/21 18:04:48,-413.4,>Range,>Range,>Range
23/10/21 18:04:49,-416.8,>Range,>Range,>Range
23/10/21 18:04:50,-413.1,>Range,>Range,>Range
23/10/21 18:04:51,-419.8,>Range,>Range,>Range
23/10/21 18:04:52,-417,>Range,>Range,>Range
23/10/21 18:04:53,-420.8,>Range,>Range,>Range
23/10/21 18:04:54,-417.5,>Range,>Range,>Range
23/10/21 18:04:55,-418.3,>Range,>Range,>Range
23/10/21 18:04:56,-415.3,>Range,>Range,>Range
23/10/21 18:04:57,-419.9,>Range,>Range,>Range
23/10/21 18:04:58,-410.1,>Range,>Range,>Range
23/10/21 18:04:59,-403.4,>Range,>Range,>Range
23/10/21 18:05:00,-403.9,>Range,>Range,>Range
23/10/21 18:05:01,-402.1,>Range,>Range,>Range
23/10/21 18:05:02,-408.7,>Range,>Range,>Range
23/10/21 18:05:03,-416.3,>Range,>Range,>Range
23/10/21 18:05:04,-425,>Range,>Range,>Range
23/10/21 18:05:05,-427.4,>Range,>Range,>Range
23/10/21 18:05:06,-426,>Range,>Range,>Range
23/10/21 18:05:07,-420.5,>Range,>Range,>Range
23/10/21 18:05:08,-415,>Range,>Range,>Range
23/10/21 18:05:09,-414.1,>Range,>Range,>Range
23/10/21 18:05:10,-415.4,>Range,>Range,>Range
23/10/21 18:05:11,-419.2,>Range,>Range,>Range
23/10/21 18:05:12,-419.1,>Range,>Range,>Range
23/10/21 18:05:13,-432.7,>Range,>Range,>Range
23/10/21 18:05:14,-427,>Range,>Range,>Range
23/10/21 18:05:15,-418.1,>Range,>Range,>Range
23/10/21 18:05:16,-408.8,>Range,>Range,>Range
23/10/21 18:05:17,-409.6,>Range,>Range,>Range
23/10/21 18:05:18,-415.9,>Range,>Range,>Range
23/10/21 18:05:19,-413.5,>Range,>Range,>Range
23/10/21 18:05:20,-412.2,>Range,>Range,>Range
23/10/21 18:05:21,-417.9,>Range,>Range,>Range
23/10/21 18:05:22,-402.7,>Range,>Range,>Range
23/10/21 18:05:23,-401.9,>Range,>Range,>Range
