time,flowclean_scfh
10/25/2021 17:15:40,11253
10/25/2021 17:15:41,11266
10/25/2021 17:15:42,11266
10/25/2021 17:15:43,11268
10/25/2021 17:15:44,11275
10/25/2021 17:15:45,11243
10/25/2021 17:15:46,11255
10/25/2021 17:15:47,11277
10/25/2021 17:15:48,11262
10/25/2021 17:15:49,11264
10/25/2021 17:15:50,11255
10/25/2021 17:15:51,11224
10/25/2021 17:15:52,11219
10/25/2021 17:15:53,11199
10/25/2021 17:15:54,11194
10/25/2021 17:15:55,11229
10/25/2021 17:15:56,11219
10/25/2021 17:15:57,11190
10/25/2021 17:15:58,11221
10/25/2021 17:15:59,11123
10/25/2021 17:16:00,11210
10/25/2021 17:16:01,11196
10/25/2021 17:16:02,11185
10/25/2021 17:16:03,11162
10/25/2021 17:16:04,11114
10/25/2021 17:16:05,11198
10/25/2021 17:16:06,11198
10/25/2021 17:16:07,11198
10/25/2021 17:16:08,11183
10/25/2021 17:16:09,11127
10/25/2021 17:16:10,11127
10/25/2021 17:16:11,11127
10/25/2021 17:16:12,11127
10/25/2021 17:16:13,11100
10/25/2021 17:16:14,11109
10/25/2021 17:16:15,11101
10/25/2021 17:16:16,11078
10/25/2021 17:16:17,11075
10/25/2021 17:16:18,11067
10/25/2021 17:16:19,11052
10/25/2021 17:16:20,11065
10/25/2021 17:16:21,11000
10/25/2021 17:16:22,11045
10/25/2021 17:16:23,11013
10/25/2021 17:16:24,11002
10/25/2021 17:16:25,11013
10/25/2021 17:16:26,10968
10/25/2021 17:16:27,10966
10/25/2021 17:16:28,10975
10/25/2021 17:16:29,10969
10/25/2021 17:16:30,10963
10/25/2021 17:16:31,10953
10/25/2021 17:16:32,10953
10/25/2021 17:16:33,10964
10/25/2021 17:16:34,10941
10/25/2021 17:16:35,10975
10/25/2021 17:16:36,10976
10/25/2021 17:16:37,10934
10/25/2021 17:16:38,10931
10/25/2021 17:16:39,10946
10/25/2021 17:16:40,10946
10/25/2021 17:16:41,11026
10/25/2021 17:16:42,11018
10/25/2021 17:16:43,11018
10/25/2021 17:16:44,11018
10/25/2021 17:16:45,10900
10/25/2021 17:16:46,10957
10/25/2021 17:16:47,10979
10/25/2021 17:16:48,10967
10/25/2021 17:16:49,10960
10/25/2021 17:16:50,10950
10/25/2021 17:16:51,10959
10/25/2021 17:16:52,10990
10/25/2021 17:16:53,10971
10/25/2021 17:16:54,11004
10/25/2021 17:16:55,11012
10/25/2021 17:16:56,10999
10/25/2021 17:16:57,10952
10/25/2021 17:16:58,10968
10/25/2021 17:16:59,10995
10/25/2021 17:17:00,10987
10/25/2021 17:17:01,11023
10/25/2021 17:17:02,11012
10/25/2021 17:17:03,11041
10/25/2021 17:17:04,11026
10/25/2021 17:17:05,10507
10/25/2021 17:17:06,11191
10/25/2021 17:17:07,10982
10/25/2021 17:17:08,10999
10/25/2021 17:17:09,11022
10/25/2021 17:17:10,11022
10/25/2021 17:17:11,11840
10/25/2021 17:17:12,11052
10/25/2021 17:17:13,11065
10/25/2021 17:17:14,11053
10/25/2021 17:17:15,11031
10/25/2021 17:17:16,11028
10/25/2021 17:17:17,11038
10/25/2021 17:17:18,11054
10/25/2021 17:17:19,11075
10/25/2021 17:17:20,11031
10/25/2021 17:17:21,11047
10/25/2021 17:17:22,11056
10/25/2021 17:17:23,11055
10/25/2021 17:17:24,11055
10/25/2021 17:17:25,11035
10/25/2021 17:17:26,11101
10/25/2021 17:17:27,11088
10/25/2021 17:17:28,11038
10/25/2021 17:17:29,11089
10/25/2021 17:17:30,11053
10/25/2021 17:17:31,11019
10/25/2021 17:17:32,11071
10/25/2021 17:17:33,11002
10/25/2021 17:17:34,11036
10/25/2021 17:17:35,11046
10/25/2021 17:17:36,11018
10/25/2021 17:17:37,11025
10/25/2021 17:17:38,11033
10/25/2021 17:17:39,11045
10/25/2021 17:17:40,11054
10/25/2021 17:17:41,11066
10/25/2021 17:17:42,11062
10/25/2021 17:17:43,11065
10/25/2021 17:17:44,11074
10/25/2021 17:17:45,11074
10/25/2021 17:17:46,11051
10/25/2021 17:17:47,11058
10/25/2021 17:17:48,11088
10/25/2021 17:17:49,11067
10/25/2021 17:17:50,11050
10/25/2021 17:17:51,11050
10/25/2021 17:17:52,11041
10/25/2021 17:17:53,11007
10/25/2021 17:17:54,11039
10/25/2021 17:17:55,11012
10/25/2021 17:17:56,11030
10/25/2021 17:17:57,11029
10/25/2021 17:17:58,11014
10/25/2021 17:17:59,11044
10/25/2021 17:18:00,11017
10/25/2021 17:18:01,11058
10/25/2021 17:18:02,11023
