timestamp,channel 1,channel 2,channel 3,channel 4
24/10/21 17:02:06,-691.1,>Range,>Range,>Range
24/10/21 17:02:07,-695.3,>Range,>Range,>Range
24/10/21 17:02:08,-691.3,>Range,>Range,>Range
24/10/21 17:02:09,-689.8,>Range,>Range,>Range
24/10/21 17:02:10,-686.3,>Range,>Range,>Range
24/10/21 17:02:11,-682.2,>Range,>Range,>Range
24/10/21 17:02:12,-676.8,>Range,>Range,>Range
24/10/21 17:02:13,-680.6,>Range,>Range,>Range
24/10/21 17:02:14,-693.5,>Range,>Range,>Range
24/10/21 17:02:15,-700.2,>Range,>Range,>Range
24/10/21 17:02:16,-693.2,>Range,>Range,>Range
24/10/21 17:02:17,-685.6,>Range,>Range,>Range
24/10/21 17:02:18,-685.5,>Range,>Range,>Range
24/10/21 17:02:19,-691.9,>Range,>Range,>Range
24/10/21 17:02:20,-684.4,>Range,>Range,>Range
24/10/21 17:02:21,-679.6,>Range,>Range,>Range
24/10/21 17:02:22,-672.4,>Range,>Range,>Range
24/10/21 17:02:23,-671.2,>Range,>Range,>Range
24/10/21 17:02:24,-673.4,>Range,>Range,>Range
24/10/21 17:02:25,-669.6,>Range,>Range,>Range
24/10/21 17:02:26,-672.5,>Range,>Range,>Range
24/10/21 17:02:27,-672.2,>Range,>Range,>Range
24/10/21 17:02:28,-673.9,>Range,>Range,>Range
24/10/21 17:02:29,-674.8,>Range,>Range,>Range
24/10/21 17:02:30,-679.8,>Range,>Range,>Range
24/10/21 17:02:31,-678.4,>Range,>Range,>Range
24/10/21 17:02:32,-703.6,>Range,>Range,>Range
24/10/21 17:02:33,-709.4,>Range,>Range,>Range
24/10/21 17:02:34,-716.7,>Range,>Range,>Range
24/10/21 17:02:35,-706.8,>Range,>Range,>Range
24/10/21 17:02:36,-699,>Range,>Range,>Range
24/10/21 17:02:37,-707,>Range,>Range,>Range
24/10/21 17:02:38,-680.2,>Range,>Range,>Range
24/10/21 17:02:39,-683.6,>Range,>Range,>Range
24/10/21 17:02:40,-688.1,>Range,>Range,>Range
24/10/21 17:02:41,-673.6,>Range,>Range,>Range
24/10/21 17:02:42,-674.6,>Range,>Range,>Range
24/10/21 17:02:43,-673.3,>Range,>Range,>Range
24/10/21 17:02:44,-672.9,>Range,>Range,>Range
24/10/21 17:02:45,-674.3,>Range,>Range,>Range
24/10/21 17:02:46,-691.5,>Range,>Range,>Range
24/10/21 17:02:47,-683.9,>Range,>Range,>Range
24/10/21 17:02:48,-673.6,>Range,>Range,>Range
24/10/21 17:02:49,-674.6,>Range,>Range,>Range
24/10/21 17:02:50,-675.2,>Range,>Range,>Range
24/10/21 17:02:51,-675.5,>Range,>Range,>Range
24/10/21 17:02:52,-677.3,>Range,>Range,>Range
24/10/21 17:02:53,-683.1,>Range,>Range,>Range
24/10/21 17:02:54,-679.6,>Range,>Range,>Range
