time,flow_scfh
10/16/2021 18:19:55,139190
10/16/2021 18:19:56,138040.3
10/16/2021 18:19:57,138382.3
10/16/2021 18:19:58,139609.8
10/16/2021 18:19:59,137608.9
10/16/2021 18:20:00,139133.4
10/16/2021 18:20:01,139353.5
10/16/2021 18:20:03,139419.2
10/16/2021 18:20:04,138994
10/16/2021 18:20:05,138297.4
10/16/2021 18:20:06,139812.8
10/16/2021 18:20:07,137955.1
10/16/2021 18:20:09,139946.9
10/16/2021 18:20:10,139098.2
10/16/2021 18:20:11,132402.7
10/16/2021 18:20:12,141899.9
10/16/2021 18:20:13,140590.1
10/16/2021 18:20:14,139757.1
10/16/2021 18:20:15,140886.4
10/16/2021 18:20:16,140463.9
10/16/2021 18:20:17,142041.7
10/16/2021 18:20:18,142767.7
10/16/2021 18:20:19,140132.3
10/16/2021 18:20:20,119356.4
10/16/2021 18:20:21,140605
10/16/2021 18:20:22,140400.7
10/16/2021 18:20:23,141750.7
10/16/2021 18:20:24,141800.5
10/16/2021 18:20:25,140249.3
10/16/2021 18:20:26,141321.5
10/16/2021 18:20:27,140849.6
10/16/2021 18:20:28,141217.2
10/16/2021 18:20:30,140049
10/16/2021 18:20:31,140318.8
10/16/2021 18:20:32,142035.6
10/16/2021 18:20:33,141743.4
10/16/2021 18:20:34,140426.3
10/16/2021 18:20:35,142052.9
10/16/2021 18:20:36,141120.5
10/16/2021 18:20:37,141626
10/16/2021 18:20:38,142891.2
10/16/2021 18:20:39,141006
10/16/2021 18:20:40,142463.6
10/16/2021 18:20:41,142587.7
10/16/2021 18:20:42,142920.8
10/16/2021 18:20:43,143846.3
10/16/2021 18:20:44,142632.3
10/16/2021 18:20:45,142733.6
10/16/2021 18:20:46,143005.3
10/16/2021 18:20:47,142539.8
10/16/2021 18:20:48,144453.8
10/16/2021 18:20:49,143694.1
10/16/2021 18:20:50,142688.1
10/16/2021 18:20:51,142929.5
10/16/2021 18:20:53,143632
10/16/2021 18:20:54,144585.7
10/16/2021 18:20:55,142612.1
10/16/2021 18:20:57,142840.3
10/16/2021 18:20:58,142389.8
10/16/2021 18:20:59,143374.7
10/16/2021 18:21:00,143670.9
10/16/2021 18:21:01,142415.3
10/16/2021 18:21:02,143031.1
10/16/2021 18:21:03,143340.7
10/16/2021 18:21:04,143393.3
10/16/2021 18:21:05,144201.9
10/16/2021 18:21:06,142854.2
10/16/2021 18:21:07,143365.6
10/16/2021 18:21:08,143905.8
10/16/2021 18:21:09,143939.1
10/16/2021 18:21:10,143316.2
10/16/2021 18:21:11,142474.7
10/16/2021 18:21:12,143363.6
10/16/2021 18:21:13,143545.4
10/16/2021 18:21:14,141710.9
10/16/2021 18:21:15,142323.5
10/16/2021 18:21:17,142630.7
10/16/2021 18:21:18,143882.3
10/16/2021 18:21:19,148392.2
10/16/2021 18:21:20,143037.4
10/16/2021 18:21:21,142855.8
10/16/2021 18:21:22,142633
10/16/2021 18:21:23,143462.4
10/16/2021 18:21:25,141653.5
10/16/2021 18:21:26,142151.3
10/16/2021 18:21:27,142309.8
10/16/2021 18:21:28,142203.8
10/16/2021 18:21:30,141653.5
10/16/2021 18:21:31,142253.2
10/16/2021 18:21:32,143315.1
10/16/2021 18:21:33,143072.8
10/16/2021 18:21:34,145177.8
10/16/2021 18:21:35,143641
10/16/2021 18:21:36,141918.2
10/16/2021 18:21:37,142776.3
10/16/2021 18:21:38,142790.7
10/16/2021 18:21:39,143782.6
10/16/2021 18:21:40,143833.1
10/16/2021 18:21:41,142777.6
10/16/2021 18:21:42,142397.6
10/16/2021 18:21:43,142570.4
10/16/2021 18:21:44,143613.9
10/16/2021 18:21:45,144212.2
10/16/2021 18:21:46,143660.5
