,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,Round 3 test set,WindType,OperatorSet,UnblindingStage,Notes,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,cr_scfh_mean300,cr_scfh_mean600,cr_scfh_mean900,TestLocation,Wind_MPS_mean300,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeDevelopTime,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90,cr_kgh_CH4_mean300,cr_kgh_CH4_lower300,cr_kgh_CH4_upper300,cr_kgh_CH4_mean600,cr_kgh_CH4_lower600,cr_kgh_CH4_upper600,cr_kgh_CH4_mean900,cr_kgh_CH4_lower900,cr_kgh_CH4_upper900,PlumeDevelopIndex
0,2073,,,,,,,,,,,,,,,,,,,,,2021-10-21 18:30:00+00:00,,,SOOFIE,1,,-537.1,8.0,218645.0,0.0,False,,0.0,0.0,0.0,0.0,0.0,0.0,AZ,4.082133333333334,2021-10-21 18:27:30+00:00,2021-10-21 18:35:08+00:00,2035.0,668.2550000000001,True,2.5,False,ER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 5
1,1780,,,,,,2021-10-18 17:15:00+00:00,,,,,,396.84,,,,7.8,234.0,,,,2021-10-18 17:15:00+00:00,,,SOOFIE,1,,38987.32,4.0,218645.0,38987.32,False,,9226.475333333334,4613.237666666667,3075.4917777777778,922.6475333333334,461.3237666666667,307.5491777777778,AZ,7.523166666666666,2021-10-17 17:56:00+00:00,2021-10-18 17:16:37+00:00,2003.0,0.0,False,1399.0,False,NE,-1.0,166.4170939232863,152.83875730130052,180.3461295092698,83.25748657236433,72.21475918185371,94.30889050042067,55.45215288744236,44.84204652993482,65.9272021903395,16.626013006972215,6.794470406728854,26.305821407807127,8.371645231952776,-1.1153584325118964,18.053594024914865,5.580151942306599,-4.0403932016585316,15.089584616176273,> 15
2,1781,,,,,,2021-10-18 17:30:00+00:00,,,,,,271.88,,,,7.7,216.0,,,,2021-10-18 17:30:00+00:00,,,SOOFIE,1,,23027.2,4.0,218645.0,23027.2,False,,22966.571666666667,22996.97766666667,22959.250666666667,23202.166633333334,23403.306583333335,23140.27025555555,AZ,7.759466666666667,2021-10-18 17:16:37+00:00,2021-10-18 17:41:57+00:00,2004.0,6812.3,True,13.383333333333333,True,TP,1.0,414.42770893876116,389.6997920371753,439.457260872235,414.96412593638485,388.97345634444736,440.3887257743215,414.19721184833895,389.1906327530114,439.27007521528066,418.57462146887286,392.79299521027696,444.43714887229714,422.13703911286035,396.60208947957307,447.74026113721135,417.4068290341829,391.5498764937541,442.99388038062045,< 15
3,1782,,,,,,2021-10-18 17:45:00+00:00,,,,,,252.52,,,,9.4,213.0,,,,2021-10-18 17:45:00+00:00,,,SOOFIE,1,,82769.66,4.0,218645.0,82769.66,False,,82683.59266666666,83090.913,83233.26822222222,73756.11493333333,48159.8309,39749.89508888889,AZ,8.299966666666668,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2005.0,1581.98,True,3.05,True,TP,1.0,1492.304827304923,1410.402222253928,1576.9064286942503,1498.6321313652118,1416.6337671368483,1582.9215603828798,1501.6575844103168,1418.985370698443,1589.1166692696288,1331.400110320992,1258.7701467673853,1406.246482318694,868.9066013078066,820.7060809787492,917.8767526821788,717.5998446154244,675.9082219143531,757.9744424729736,< 5
4,1783,,,,,,2021-10-18 18:00:00+00:00,,,,,,262.94,,,,8.5,216.0,,,,2021-10-18 18:00:00+00:00,,,SOOFIE,1,,78262.79,4.0,218645.0,78262.79,False,,78629.26599999999,78614.00433333333,78563.50822222221,78898.6141,79461.70846666668,80148.9379,AZ,7.881833333333333,2021-10-18 17:41:57+00:00,2021-10-18 18:05:57+00:00,2005.0,9392.744999999999,True,18.05,True,TP,1.0,1418.7245570978343,1341.6852695372388,1498.8678805741067,1418.3053185832493,1341.729721710675,1499.3392188786709,1417.213557907857,1339.173481787437,1497.8081092513783,1423.7527232432603,1347.2308010949318,1502.7914620528952,1433.9461441889189,1354.7544056207414,1516.3284920871527,1446.342550116904,1366.719444945324,1526.9812160635947,> 15
5,1784,,,,,,2021-10-18 18:15:00+00:00,,,,,,259.32,,,,7.3,219.0,,,,2021-10-18 18:15:00+00:00,,,SOOFIE,1,,31506.54,4.0,218645.0,31506.54,False,,31490.306999999997,31486.646666666667,31491.358333333334,31089.3873,31966.123766666664,47264.39173333334,AZ,7.8872333333333335,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2006.0,4448.514999999999,True,9.05,True,TP,1.0,568.196837879456,535.0458002498466,602.1617245721045,568.296617316564,535.1789766293833,602.2759123280381,568.2217950153331,535.1610815400273,601.4577174000506,561.0969077526439,527.9065862296891,594.1588205974692,576.9637752261685,543.5814640163737,610.546597411825,852.5911297834847,805.4218440431971,900.5390182966698,< 10
6,1785,,,,,,2021-10-18 18:30:00+00:00,,,,,,164.82,,,,8.6,220.0,,,,2021-10-18 18:30:00+00:00,,,SOOFIE,1,,32403.42,4.0,218645.0,32403.42,False,,32545.821,32555.993333333332,32544.556999999997,32567.109566666662,32460.06408333334,32095.108533333336,AZ,8.613933333333334,2021-10-18 18:05:57+00:00,2021-10-18 18:36:54+00:00,2006.0,12155.79,True,24.05,True,TP,1.0,587.0521603488138,552.8269411281701,621.2110766716382,587.2746285264037,553.2084682480967,621.3529731397458,587.2670914895378,554.1768472609666,621.0716489385411,587.1945101698689,553.2312141754999,621.5260769000445,585.7908926780682,552.4556620450836,619.5508158887666,578.9073644140451,545.2411819023681,612.3278884742325,> 15
7,1786,,,,,,2021-10-18 18:45:00+00:00,,,,,,0.66,,,,9.0,220.0,,,,2021-10-18 18:45:00+00:00,,,SOOFIE,1,,0.0,4.0,218645.0,0.0,False,,0.0,0.0,0.0,0.0,0.0,0.0,AZ,7.920499999999999,2021-10-18 18:37:23+00:00,2021-10-18 18:56:23+00:00,2008.0,3622.385,True,7.616666666666668,False,FP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 10
8,1787,,,,,,2021-10-18 19:00:00+00:00,,,,,,0.09,,,,8.6,223.0,,,,2021-10-18 19:00:00+00:00,,,SOOFIE,1,,21467.65,4.0,218645.0,21467.65,False,,21490.15166666667,21493.575833333332,21445.256555555556,16674.478799999997,8337.239400166667,5558.159600111112,AZ,9.629633333333334,2021-10-18 18:56:23+00:00,2021-10-18 19:27:44+00:00,2009.0,2149.775,True,3.6166666666666667,True,TP,1.0,387.8211463113543,363.90749044314754,411.7983599921719,387.7936148526741,363.5663069168731,411.80830547389377,386.8385399925682,362.7236112799235,411.144114096624,300.85492240714296,280.86159950240926,320.8824494685937,150.43226063367015,137.5258224242618,163.58580530044347,100.29146825826773,88.81065519675913,112.02414815911209,< 5
9,1788,,,,,,2021-10-18 19:15:00+00:00,,,,,,0,,,,7.9,242.0,,,,2021-10-18 19:15:00+00:00,,,SOOFIE,1,,20552.79,4.0,218645.0,20552.79,False,,20494.418,20481.933333333334,20481.532888888887,20590.224866666667,20802.551783333332,20873.916477777777,AZ,8.743566666666668,2021-10-18 18:56:23+00:00,2021-10-18 19:27:44+00:00,2009.0,9897.419999999998,True,18.616666666666667,True,FN,0.0,369.9203117113129,347.128771560469,393.270964177245,369.40218809442797,345.6197540107308,392.8616106177742,369.64767192322074,346.5347846673651,392.79387279522916,371.6473287383211,348.5811232362646,394.5531015728442,375.3672584867346,351.8307998136569,398.5484025786915,376.7096942840361,353.4428062963543,400.09516964352247,> 15
10,1878,,,,,,2021-10-19 17:45:00+00:00,,,,,,157.41,,,,2.1,327.0,,,,2021-10-19 17:45:00+00:00,,,SOOFIE,1,,0.0,8.0,218645.0,0.0,False,,0.0,0.0,0.0,0.0,7441.559316666667,11773.378611111111,AZ,2.8604,2021-10-19 17:40:00+00:00,2021-10-19 17:47:00+00:00,2011.0,858.055,True,5.0,False,FP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.32654691694788,95.10830360012184,172.99100295725344,212.48376482944255,171.88324905322114,253.61365730919493,< 10
11,1879,,,,,,2021-10-19 18:00:00+00:00,,,,,,32.06,,,,1.8,9.0,,,,2021-10-19 18:00:00+00:00,,,SOOFIE,1,,243504.1,8.0,218645.0,243504.1,False,,250106.40666666668,257177.76333333334,257113.39222222223,310421.36926666665,307152.89914999995,271896.4565111111,AZ,2.8523666666666667,2021-10-19 17:59:44+00:00,2021-10-19 18:05:36+00:00,2014.0,56.3,False,0.26666666666666666,True,NE,-1.0,4512.504789275304,4267.278587062352,4761.054619316854,4641.490256615582,4388.135943188799,4900.461203568142,4640.555847437429,4388.819859825026,4900.3533924022,5602.366309597447,5301.999932000206,5911.801412652342,5541.007549437754,5237.900689987865,5851.027083549449,4904.530196298242,4637.75929603394,5181.908603219983,< 5
12,1880,,,,,,2021-10-19 18:15:00+00:00,,,,,,103,,,,4.0,24.0,,,,2021-10-19 18:15:00+00:00,,,SOOFIE,1,,414198.88,8.0,218645.0,414198.88,False,,408453.4413333333,404633.09966666665,387257.48399999994,368426.39570000005,356739.22914999997,333917.7711444444,AZ,2.6161666666666665,2021-10-19 18:05:36+00:00,2021-10-19 18:27:39+00:00,2015.0,1433.795,True,9.4,True,TP,1.0,7370.066104906285,6958.066877841395,7776.355893247359,7303.474364759505,6905.771461145293,7721.524793500635,6986.517423801561,6601.751212107566,7369.7431795559705,6646.950938755607,6290.081114680028,7018.7205372957305,6440.207421549721,6092.87099145363,6799.54354932008,6028.064157723405,5699.619580700323,6362.053093312334,< 10
