RH,Temperature,"_id","_index","_score","_type","all_emission",date,device,"device.keyword",emission,"emission_voc",id,"max_voc",methane,operator,region,"short_name","short_name.keyword",site,status,"status.keyword","wind_direction","wind_direction_std","wind_speed"
"21.9","31.3","Site Map",methanemizer,"-","_doc","0, 13.56, 0, 0, 0, 0, 0, 0, 0","Nov 1, 2021 @ 15:45","Stanford-2","Stanford-2","13.56",0,"Stanford:2021-11-01T21:45","0.564","13.95",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,217,"5.8","5.9"
"20.7","32.4","Site Map",methanemizer,"-","_doc","6.104, 198.685, 0, 0, 0, 0, 0, 0, 0","Nov 1, 2021 @ 15:30","Stanford-2","Stanford-2","198.68",1,"Stanford:2021-11-01T21:30","0.635","82.44",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,209,"7.3","5.8"
"19.3","34.2","Site Map",methanemizer,"-","_doc","0, 87.04, 115.853, 0, 0, 0, 0, 0, 0","Nov 1, 2021 @ 15:00","Stanford-2","Stanford-2","87.04",0,"Stanford:2021-11-01T21:00","0.638","65.2",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,224,"8.2","3.4"
"20.3","33.7","Site Map",methanemizer,"-","_doc","0, 4.381, 0, 0, 0, 0, 0, 0, 0","Nov 1, 2021 @ 14:45","Stanford-3","Stanford-3",0,1,"Stanford:2021-11-01T20:45","0.659","39.22",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,216,"9.6","5.1"
"21.7","32.5","Site Map",methanemizer,"-","_doc","0, 68.64, 193.163, 0, 0, 0, 0, 0, 0","Nov 1, 2021 @ 14:30","Stanford-3","Stanford-3","193.16",0,"Stanford:2021-11-01T20:30","0.599","85.63",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,246,"8.4","4.3"
"21.8","32.1","Site Map",methanemizer,"-","_doc","0, 0.149, 44.159, 0, 0, 0, 0, 0, 0","Nov 1, 2021 @ 14:15","Stanford-3","Stanford-3","44.16",0,"Stanford:2021-11-01T20:15","0.63","24.82",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,226,"7.3",5
"23.1",32,"Site Map",methanemizer,"-","_doc","0, 142.744, 132.79, 0, 0, 0, 0, 0, 0","Nov 1, 2021 @ 14:00","Stanford-2","Stanford-2","142.74",1,"Stanford:2021-11-01T20:00","0.607","106.85",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,212,8,"4.2"
"21.3","32.4","Site Map",methanemizer,"-","_doc","0, 14.955, 0, 18.436, 0, 0, 0, 0, 0","Nov 1, 2021 @ 13:45","Stanford-3","Stanford-3",0,0,"Stanford:2021-11-01T19:45","0.808","17.74",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,200,"10.1","4.1"
"22.4","32.1","Site Map",methanemizer,"-","_doc","0, 45.463, 0, 0, 0, 0, 0, 0, 0","Nov 1, 2021 @ 13:30","Stanford-3","Stanford-3",0,1,"Stanford:2021-11-01T19:30","0.598","28.95",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,215,"11.2","3.5"
"23.7",31,"Site Map",methanemizer,"-","_doc","0, 160.535, 0, 0, 0, 0, 0, 0, 0","Nov 1, 2021 @ 13:15","Stanford-2","Stanford-2","160.54",0,"Stanford:2021-11-01T19:15","1.057","100.58",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,207,"8.3","3.5"
"23.1","31.2","Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 13:00","Stanford-5","Stanford-5",0,1,"Stanford:2021-11-01T19:00","0.645","2.66",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,238,"11.2","4.5"
"23.1","30.9","Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 12:45","Stanford-3","Stanford-3",0,0,"Stanford:2021-11-01T18:45","0.57","2.97",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,222,8,"4.3"
"23.4","30.6","Site Map",methanemizer,"-","_doc","0, 41.67, 0.981, 0, 0, 0, 0, 0, 0","Nov 1, 2021 @ 12:30","Stanford-2","Stanford-2","41.67",0,"Stanford:2021-11-01T18:30","0.571","24.63",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,219,"11.1","4.3"
24,"31.5","Site Map",methanemizer,"-","_doc","0, 138.909, 48.348, 0, 0, 0, 0, 0, 0","Nov 1, 2021 @ 12:15","Stanford-2","Stanford-2","138.91",0,"Stanford:2021-11-01T18:15","0.757","128.51",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,209,"11.2",2
28,"31.4","Site Map",methanemizer,"-","_doc","0, 392.774, 277.421, 0, 0, 0, 0, 0, 0","Nov 1, 2021 @ 12:00","Stanford-2","Stanford-2","392.77",2,"Stanford:2021-11-01T18:00","0.746","141.27",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,228,"12.9","2.8"
"28.5","30.8","Site Map",methanemizer,"-","_doc","0, 95.167, 0, 0, 0, 0, 0, 0, 0","Nov 1, 2021 @ 11:45","Stanford-2","Stanford-2","95.17",1,"Stanford:2021-11-01T17:45","0.759","59.84",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,228,"5.5","2.6"
"29.1","30.4","Site Map",methanemizer,"-","_doc","16.336, 202.35, 137.951, 0, 0, 0, 0, 0, 0","Nov 1, 2021 @ 11:30","Stanford-2","Stanford-2","202.35",0,"Stanford:2021-11-01T17:30","0.669","92.09",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,215,17,"2.5"
"32.3","29.4","Site Map",methanemizer,"-","_doc","0, 6.473, 17.33, 39.99, 0, 0, 0, 0, 0","Nov 1, 2021 @ 11:15","Stanford-4","Stanford-4","39.99",1,"Stanford:2021-11-01T17:15","0.755","12.78",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,236,21,"1.2"
34,"28.5","Site Map",methanemizer,"-","_doc","0, 0, 65.564, 307.548, 176.003, 0, 0, 0, 0","Nov 1, 2021 @ 11:00","Stanford-4","Stanford-4","307.55",2,"Stanford:2021-11-01T17:00","0.789","124.53",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,269,"9.7","1.5"
"33.4","28.2","Site Map",methanemizer,"-","_doc","0, 0, 3.255, 506.196, 0, 0, 0, 0, 0","Nov 1, 2021 @ 10:45","Stanford-4","Stanford-4","506.2",1,"Stanford:2021-11-01T16:45","0.717","127.21",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,244,"10.8","1.8"
"33.9",27,"Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 10:30","Stanford-8","Stanford-8",0,0,"Stanford:2021-11-01T16:30","0.532","3.19",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,310,"15.9","0.5"
"37.7","25.2","Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 10:00","Stanford-8","Stanford-8",0,0,"Stanford:2021-11-01T16:00","0.511","3.47",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,309,"8.8","0.5"
"40.1","24.2","Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 09:45","Stanford-6","Stanford-6",0,0,"Stanford:2021-11-01T15:45","0.513","3.67",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,338,"17.9",1
"42.5","23.2","Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 09:30","Stanford-6","Stanford-6",0,0,"Stanford:2021-11-01T15:30","0.514","3.74",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,347,"18.5","0.8"
"42.7","22.2","Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 09:15","Stanford-6","Stanford-6",0,0,"Stanford:2021-11-01T15:15","0.525","3.87",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,330,"5.4","0.7"
"44.5","20.8","Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 09:00","Stanford-9","Stanford-9",0,0,"Stanford:2021-11-01T15:00","0.517","3.17",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,59,6,1
"50.6","15.6","Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 08:15","Stanford-1","Stanford-1",0,0,"Stanford:2021-11-01T14:15","0.469","3.39",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,76,"8.7","0.6"
"52.1","14.9","Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 08:00","Stanford-1","Stanford-1",0,0,"Stanford:2021-11-01T14:00","0.472","3.73",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,110,"8.9","0.6"
"50.4","15.2","Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 07:30","Stanford-2","Stanford-2",0,0,"Stanford:2021-11-01T13:30","0.453","3.58",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,85,"20.7","0.5"
"46.2","16.1","Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 07:00","Stanford-4","Stanford-4",0,0,"Stanford:2021-11-01T13:00","0.447","3.19",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,286,"17.5","0.5"
"44.4","16.8","Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 06:45","Stanford-3","Stanford-3",0,0,"Stanford:2021-11-01T12:45","0.439","3.54",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,329,"4.8","1.6"
"44.1","16.9","Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 06:15","Stanford-6","Stanford-6",0,0,"Stanford:2021-11-01T12:15","0.432","3.67",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,130,"10.4","1.8"
"43.8","16.8","Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 06:00","Stanford-2","Stanford-2",0,0,"Stanford:2021-11-01T12:00","0.414","3.6",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,159,"7.1","1.1"
40,"18.5","Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 04:45","Stanford-6","Stanford-6",0,0,"Stanford:2021-11-01T10:45","0.434","3.4",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,254,"13.8","0.8"
"35.8","19.9","Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 04:30","Stanford-6","Stanford-6",0,0,"Stanford:2021-11-01T10:30","0.424","3.2",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,261,"5.3","1.3"
"27.3","22.5","Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 04:00","Stanford-2","Stanford-2",0,0,"Stanford:2021-11-01T10:00","0.335","2.81",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,166,"7.1","2.5"
"26.1","23.7","Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 02:45","Stanford-6","Stanford-6",0,0,"Stanford:2021-11-01T08:45","0.35","2.94",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,166,"9.4","3.4"
"27.5","23.5","Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 01:30","Stanford-2","Stanford-2",0,0,"Stanford:2021-11-01T07:30","0.382","2.81",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,159,4,"3.4"
27,"23.8","Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 01:15","Stanford-6","Stanford-6",0,0,"Stanford:2021-11-01T07:15","0.362","2.96",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,183,"4.5",3
"28.7","23.5","Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 01:00","Stanford-2","Stanford-2",0,0,"Stanford:2021-11-01T07:00","0.389","2.85",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,170,"6.1","2.2"
"28.8","23.8","Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 00:45","Stanford-3","Stanford-3",0,0,"Stanford:2021-11-01T06:45","0.388","2.92",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,173,"5.6","2.2"
"28.6",24,"Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 00:30","Stanford-6","Stanford-6",0,0,"Stanford:2021-11-01T06:30","0.376","2.96",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,176,"5.6","2.2"
27,"25.1","Site Map",methanemizer,"-","_doc","-","Nov 1, 2021 @ 00:00","Stanford-3","Stanford-3",0,0,"Stanford:2021-11-01T06:00","0.382","2.87",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,175,"6.6",3
"27.2","25.1","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 23:45","Stanford-6","Stanford-6",0,0,"Stanford:2021-11-01T05:45","0.375","2.93",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,171,"8.5",3
27,"25.2","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 23:30","Stanford-6","Stanford-6",0,0,"Stanford:2021-11-01T05:30","0.372","2.92",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,169,"6.8",3
"27.1","24.1","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 23:00","Stanford-6","Stanford-6",0,0,"Stanford:2021-11-01T05:00","0.412","3.12",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,173,"5.6","2.1"
"31.7","22.5","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 22:45","Stanford-8","Stanford-8",0,0,"Stanford:2021-11-01T04:45","0.469","3.21",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,181,"5.4","1.7"
"31.3","22.9","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 22:30","Stanford-6","Stanford-6",0,0,"Stanford:2021-11-01T04:30","0.48","3.08",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,210,"5.7","1.7"
"25.4","24.6","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 22:15","Stanford-8","Stanford-8",0,0,"Stanford:2021-11-01T04:15","0.407","2.85",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,263,"14.4","1.5"
"21.2","27.3","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 20:00","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-01T02:00","0.36","2.55",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,178,"7.6","2.2"
"21.2","27.6","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 19:45","Stanford-9","Stanford-9",0,0,"Stanford:2021-11-01T01:45","0.35","2.63",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,184,"6.9","3.2"
"21.5","27.7","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 19:30","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-01T01:30","0.364","2.6",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,182,"4.5","3.5"
22,"27.8","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 19:15","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-01T01:15","0.376","2.6",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,181,"6.8","3.1"
"21.4","28.1","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 19:00","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-01T01:00","0.378","2.57",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,174,"7.5","2.4"
"18.3","31.1","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 18:15","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-01T00:15","0.422","2.37",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,208,"7.3","3.8"
"16.7","32.4","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 18:00","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-01T00:00","0.419","2.23",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,202,"5.8","3.9"
"15.5","33.4","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 17:45","Stanford-7","Stanford-7",0,0,"Stanford:2021-10-31T23:45","0.42","2.4",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,216,"5.2","4.7"
"15.6","33.8","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 17:30","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-31T23:30","0.445","2.19",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,206,"9.1","3.3"
"15.5",34,"Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 17:15","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-31T23:15","0.443","2.26",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,187,6,"5.3"
"16.9","34.2","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 17:00","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-31T23:00","0.464","2.3",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,188,"5.9","4.5"
"16.9","34.4","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 16:45","Stanford-9","Stanford-9",0,0,"Stanford:2021-10-31T22:45","0.466","2.52",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,202,"6.8","5.2"
"18.6","34.5","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 16:30","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-31T22:30","0.495","2.53",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,206,"8.3","4.6"
"19.2","34.5","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 16:15","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-31T22:15","0.494","2.53",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,208,7,"4.4"
"18.7","34.7","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 16:00","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-31T22:00","0.509","2.53",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,203,"7.6","5.7"
"18.4","34.5","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 15:45","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-31T21:45","0.496","2.47",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,179,"8.8","3.7"
"18.5","34.5","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 15:30","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-31T21:30","0.511","2.5",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,220,"6.4","6.3"
"18.8","34.4","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 15:15","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-31T21:15","0.515","2.55",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,213,10,"6.1"
"19.9","34.2","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 15:00","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-31T21:00","0.504","2.58",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,224,"7.5","4.8"
"20.6","33.9","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 14:45","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-31T20:45","0.516","2.62",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,212,"7.8","5.6"
"20.4","33.8","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 14:30","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-31T20:30","0.512","2.61",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,216,"9.3","6.9"
"20.3","33.7","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 14:15","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-31T20:15","0.495","2.62",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,216,"7.7","5.7"
"20.3","33.5","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 14:00","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-31T20:00","0.492","2.59",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,229,"8.5","6.3"
"20.5","33.4","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 13:45","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-31T19:45","0.491","2.59",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,226,"9.3","5.9"
"20.2","33.3","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 13:30","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-31T19:30","0.481","2.56",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,228,"5.7","5.7"
"20.2","33.3","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 13:15","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-31T19:15","0.484","2.55",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,236,"12.1","4.3"
"19.2","33.4","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 13:00","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-31T19:00","0.47","2.48",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,207,"8.8","3.7"
"18.8","33.4","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 12:45","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-31T18:45","0.464","2.43",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,212,"12.3","3.5"
"19.3","33.1","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 12:30","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-31T18:30","0.466","2.6",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,220,"11.8",4
"22.9","32.4","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 12:15","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-31T18:15","0.513","2.71",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,222,18,"2.3"
"25.1","31.7","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 12:00","Stanford-6","Stanford-6",0,0,"Stanford:2021-10-31T18:00","0.53","2.85",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,225,"15.7","2.1"
"25.1","31.5","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 11:45","Stanford-8","Stanford-8",0,0,"Stanford:2021-10-31T17:45","0.525","2.82",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,240,"4.8","3.5"
"25.6","30.9","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 11:30","Stanford-5","Stanford-5",0,0,"Stanford:2021-10-31T17:30","0.522","2.72",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,264,9,"1.8"
26,"29.6","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 11:15","Stanford-6","Stanford-6",0,0,"Stanford:2021-10-31T17:15","0.479","2.87",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,318,"14.7","1.2"
"27.9","28.4","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 11:00","Stanford-6","Stanford-6",0,0,"Stanford:2021-10-31T17:00","0.465","2.93",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,342,"12.6","1.1"
"29.9","27.2","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 10:45","Stanford-6","Stanford-6",0,0,"Stanford:2021-10-31T16:45","0.467","3.03",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,12,"18.4","1.6"
"32.1","26.4","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 10:30","Stanford-6","Stanford-6",0,0,"Stanford:2021-10-31T16:30","0.489","3.11",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,357,"13.9",1
"33.9","25.7","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 10:15","Stanford-8","Stanford-8",0,0,"Stanford:2021-10-31T16:15","0.504","3.13",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,354,10,"1.8"
"35.2","25.1","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 10:00","Stanford-6","Stanford-6",0,0,"Stanford:2021-10-31T16:00","0.482","3.2",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,9,"15.6","0.9"
"38.1","23.5","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 09:30","Stanford-6","Stanford-6",0,0,"Stanford:2021-10-31T15:30","0.506","3.45",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,340,"10.1","1.2"
"53.4","18.8","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 08:30","Stanford-8","Stanford-8",0,0,"Stanford:2021-10-31T14:30","0.52","4.45",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,329,10,1
"61.3","16.3","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 08:00","Stanford-6","Stanford-6",0,0,"Stanford:2021-10-31T14:00","0.508","4.37",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,60,"3.1","1.2"
"53.5","17.2","Site Map",methanemizer,"-","_doc","0, 0, 0.077, 0.104, 0, 0, 0, 0, 0","Oct 31, 2021 @ 07:15","Stanford-4","Stanford-4","0.1",0,"Stanford:2021-10-31T13:15","0.478","3.54",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,262,"17.6","0.5"
"49.4","17.7","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 07:00","Stanford-8","Stanford-8",0,0,"Stanford:2021-10-31T13:00","0.452","4.28",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,282,"13.2","0.6"
"54.8","17.4","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 06:00","Stanford-2","Stanford-2",0,0,"Stanford:2021-10-31T12:00","0.494","3.92",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,114,"26.8","0.3"
"54.7","17.9","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 05:45","Stanford-2","Stanford-2",0,0,"Stanford:2021-10-31T11:45","0.508","3.98",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,144,"9.2","0.5"
"56.2",18,"Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 05:30","Stanford-6","Stanford-6",0,0,"Stanford:2021-10-31T11:30","0.531","4.35",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,77,"4.5","1.2"
"56.4","18.3","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 05:00","Stanford-3","Stanford-3",0,0,"Stanford:2021-10-31T11:00","0.524","4.03",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,259,"2.7","0.7"
"51.6","19.4","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 04:30","Stanford-4","Stanford-4",0,0,"Stanford:2021-10-31T10:30","0.522","3.42",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,315,"10.9","0.5"
"48.5","20.5","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 04:00","Stanford-6","Stanford-6",0,0,"Stanford:2021-10-31T10:00","0.505","3.75",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,286,"29.86","1.5"
"44.5","21.9","Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 03:00","Stanford-2","Stanford-2",0,0,"Stanford:2021-10-31T09:00","0.439","3.5",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,166,7,"2.5"
43,22,"Site Map",methanemizer,"-","_doc","-","Oct 31, 2021 @ 02:30","Stanford-2","Stanford-2",0,0,"Stanford:2021-10-31T08:30","0.448","3.46",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,158,"2.2","1.8"
