RH,Temperature,"_id","_index","_score","_type","all_emission",date,device,"device.keyword",emission,"emission_voc",id,"max_voc",methane,operator,region,"short_name","short_name.keyword",site,status,"status.keyword","wind_direction","wind_direction_std","wind_speed"
5,"10.9","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 14:00","Stanford-7","Stanford-7",0,0,"Stanford:2021-11-05T20:00","0.298","-1.02",Stanford,Desert,"(empty)","(empty)",Stanford,"Stanford-2: Failed,Stanford-3: Failed,Stanford-4: Failed,Stanford-5: Failed,Stanford-6: Failed,Stanford-8: Failed","Stanford-2: Failed,Stanford-3: Failed,Stanford-4: Failed,Stanford-5: Failed,Stanford-6: Failed,Stanford-8: Failed",351,"8.1","4.1"
"8.5",18,"Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 13:45","Stanford-9","Stanford-9",0,0,"Stanford:2021-11-05T19:45","0.288","-1.37",Stanford,Desert,"(empty)","(empty)",Stanford,"Stanford-2: Failed,Stanford-3: Failed,Stanford-4: Failed,Stanford-5: Failed","Stanford-2: Failed,Stanford-3: Failed,Stanford-4: Failed,Stanford-5: Failed",341,"21.2","1.8"
"16.9","31.1","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 13:00","Stanford-2","Stanford-2",0,0,"Stanford:2021-11-05T19:00","0.364","0.12",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,5,"13.6","3.4"
"17.8","30.6","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 12:45","Stanford-8","Stanford-8",0,0,"Stanford:2021-11-05T18:45","0.383","1.05",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,26,"10.1","3.1"
"18.9","29.9","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 12:30","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-05T18:30","0.375","-1.2",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,2,"13.8",2
"19.5","27.7","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 11:30","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-05T17:30","0.324","-2.07",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,6,"8.5","2.7"
"21.9","25.4","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 10:45","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-05T16:45","0.326","-1.88",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,17,"9.8","2.1"
"25.5","23.6","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 10:15","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-05T16:15","0.389","-1.17",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,360,"9.7","1.5"
27,"22.4","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 10:00","Stanford-8","Stanford-8",0,0,"Stanford:2021-11-05T16:00","0.398","1.3",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,325,"11.5","1.1"
"28.7","21.8","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 09:45","Stanford-9","Stanford-9",0,0,"Stanford:2021-11-05T15:45","0.417","-0.74",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,326,"9.1",1
27,"21.5","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 09:30","Stanford-7","Stanford-7",0,0,"Stanford:2021-11-05T15:30","0.412","-0.99",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,285,6,"1.1"
"26.9","21.2","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 09:15","Stanford-3","Stanford-3",0,0,"Stanford:2021-11-05T15:15","0.379","0.5",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,218,"31.3","0.3"
"38.6","13.5","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 08:00","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-05T14:00","0.354","-1.58",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,153,6,"0.7"
"39.4","14.5","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 06:45","Stanford-7","Stanford-7",0,0,"Stanford:2021-11-05T12:45","0.358","-0.78",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,71,"5.7","1.1"
"39.7","14.8","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 06:30","Stanford-9","Stanford-9",0,0,"Stanford:2021-11-05T12:30","0.358","-1.14",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,64,"4.4","1.3"
"40.5","14.7","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 06:15","Stanford-2","Stanford-2",0,0,"Stanford:2021-11-05T12:15","0.362","0.41",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,58,"9.4","1.1"
"40.8","14.7","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 06:00","Stanford-8","Stanford-8",0,0,"Stanford:2021-11-05T12:00","0.366","1.17",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,5,"9.7","1.8"
"39.2","14.6","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 05:30","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-05T11:30","0.396","-1.61",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,38,"7.2",1
"37.7","15.3","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 05:00","Stanford-7","Stanford-7",0,0,"Stanford:2021-11-05T11:00","0.359","-0.98",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,2,"4.6","0.9"
"34.8","16.4","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 04:30","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-05T10:30","0.336","-1.2",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,53,"3.1","1.1"
"35.2","16.4","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 0, 0, 0, 0.356","Nov 5, 2021 @ 04:15","Stanford-8","Stanford-8",0,0,"Stanford:2021-11-05T10:15","0.341","1.08",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,350,"11.5","0.9"
"35.6","15.5","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 0, 0, 0, 0.546","Nov 5, 2021 @ 04:00","Stanford-9","Stanford-9","0.55",0,"Stanford:2021-11-05T10:00","0.336","-1.62",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,332,"4.9","1.2"
"35.4","15.5","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 03:45","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-05T09:45","0.341","-1.98",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,166,"4.9","0.2"
"34.8",16,"Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 03:30","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-05T09:30","0.347","-1.56",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,337,"5.4","1.5"
"34.4","16.1","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 03:15","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-05T09:15","0.344","-1.7",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,24,"17.6","0.4"
"34.2","16.5","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 02:45","Stanford-7","Stanford-7",0,0,"Stanford:2021-11-05T08:45","0.344","-1.3",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,72,"4.9","0.6"
"32.4","16.8","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 02:30","Stanford-7","Stanford-7",0,0,"Stanford:2021-11-05T08:30","0.346","-1.51",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,104,"6.8",1
"32.8","16.7","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 02:15","Stanford-8","Stanford-8",0,0,"Stanford:2021-11-05T08:15","0.355","0.6",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,76,3,"1.5"
"29.4",18,"Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 01:15","Stanford-1","Stanford-1",0,0,"Stanford:2021-11-05T07:15","0.357","-1.06",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,232,"6.9","0.5"
"28.5","18.6","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 01:00","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-05T07:00","0.389","-2.42",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,84,"3.2","0.8"
28,"19.4","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 00:15","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-05T06:15","0.353","-2.33",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,82,"3.7","0.8"
"27.3","19.9","Site Map",methanemizer,"-","_doc","-","Nov 5, 2021 @ 00:00","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-05T06:00","0.353","-2.08",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,68,"6.1","0.6"
"26.8","20.2","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 0, 0.779, 0, 0","Nov 4, 2021 @ 23:45","Stanford-7","Stanford-7","0.78",0,"Stanford:2021-11-05T05:45","0.348","-1.42",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,63,"4.9","0.9"
"25.5","21.1","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 23:30","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-05T05:30","0.341","-2.04",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,112,"10.1","1.1"
"25.8","21.1","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 23:15","Stanford-9","Stanford-9",0,0,"Stanford:2021-11-05T05:15","0.347","-2.03",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,120,"9.2","1.6"
"26.4","20.6","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 23:00","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-05T05:00","0.345","-2.17",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,128,"6.9","2.3"
26,"20.8","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 22:45","Stanford-9","Stanford-9",0,0,"Stanford:2021-11-05T04:45","0.35","-2.29",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,117,"6.8","1.2"
"24.9","22.1","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 22:00","Stanford-9","Stanford-9",0,0,"Stanford:2021-11-05T04:00","0.374","-1.79",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,106,"12.2","0.6"
"24.8","22.2","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 21:45","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-05T03:45","0.37","-2.09",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,200,"9.3","0.8"
"25.1","22.1","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 21:30","Stanford-1","Stanford-1",0,0,"Stanford:2021-11-05T03:30","0.388","-0.66",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,86,"5.2","1.4"
"25.2","22.2","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 21:15","Stanford-9","Stanford-9",0,0,"Stanford:2021-11-05T03:15","0.386","-1.97",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,123,"16.8","0.9"
"24.8","22.7","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 21:00","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-05T03:00","0.381","-1.99",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,107,"6.5","0.8"
"24.5","23.1","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 20:45","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-05T02:45","0.365","-1.82",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,106,"6.2","0.6"
"24.5","23.4","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 20:30","Stanford-1","Stanford-1",0,0,"Stanford:2021-11-05T02:30","0.417","-0.28",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,108,"10.5","0.5"
"24.6",24,"Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 20:15","Stanford-7","Stanford-7",0,0,"Stanford:2021-11-05T02:15","0.374","-0.69",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,74,"2.5","0.9"
"24.1","24.7","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 20:00","Stanford-9","Stanford-9",0,0,"Stanford:2021-11-05T02:00","0.378","-1.14",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,134,"6.8","0.8"
"23.2","25.6","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 19:45","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-05T01:45","0.367","-1.29",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,128,"7.8",1
"22.4","26.2","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 19:30","Stanford-7","Stanford-7",0,0,"Stanford:2021-11-05T01:30","0.374","-0.82",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,138,"3.4","0.9"
"21.3",28,"Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 19:00","Stanford-9","Stanford-9",0,0,"Stanford:2021-11-05T01:00","0.32","-1.01",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,126,"9.8",1
"20.3","29.2","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 18:45","Stanford-1","Stanford-1",0,0,"Stanford:2021-11-05T00:45","1.79","1.82",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,134,"8.5","0.9"
"18.9","31.2","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 18:30","Stanford-6","Stanford-6",0,0,"Stanford:2021-11-05T00:30","0.393","1.34",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,191,"8.6","0.6"
"17.9","32.7","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 18:15","Stanford-4","Stanford-4",0,0,"Stanford:2021-11-05T00:15","0.412","0.24",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,217,"13.1","0.7"
"17.3","33.4","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 18:00","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-05T00:00","0.453","-0.48",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,256,"10.7","1.3"
"16.7",34,"Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 17:45","Stanford-6","Stanford-6",0,0,"Stanford:2021-11-04T23:45","0.546","1.69",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,252,"11.2","1.2"
15,"34.7","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 1.642, 0, 0, 0, 0","Nov 4, 2021 @ 17:30","Stanford-5","Stanford-5","1.64",0,"Stanford:2021-11-04T23:30","0.41","-0.35",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,271,"5.5",2
"13.8","35.1","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 17:15","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-04T23:15","0.405",2,Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,257,"16.7","1.8"
"13.3","35.4","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 17:00","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-04T23:00","0.396","1.94",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,307,"15.1","1.7"
"14.3","35.7","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 16:30","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-04T22:30","0.442","2.23",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,298,"18.6","2.5"
"14.3","36.1","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 16:15","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-04T22:15","0.465","2.22",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,311,"8.7","2.2"
"13.2","36.4","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 15:45","Stanford-9","Stanford-9",0,0,"Stanford:2021-11-04T21:45","0.44","2.23",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,343,"18.4","0.5"
"14.2","35.2","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 15:15","Stanford-9","Stanford-9",0,0,"Stanford:2021-11-04T21:15","0.428","2.42",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,6,"11.6","2.5"
"14.1","34.9","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 2.459, 0, 0, 0.192","Nov 4, 2021 @ 15:00","Stanford-6","Stanford-6","2.46",0,"Stanford:2021-11-04T21:00","0.414","4.04",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,7,"18.1",2
"15.4","33.3","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 0, 0, 0, 186.333","Nov 4, 2021 @ 14:15","Stanford-9","Stanford-9","186.33",0,"Stanford:2021-11-04T20:15","0.375","77.13",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,332,"24.7","2.6"
"16.7",32,"Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 13:30","Stanford-6","Stanford-6",0,0,"Stanford:2021-11-04T19:30","0.359","3.86",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,356,"6.3","3.5"
"17.8","31.5","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 13:15","Stanford-6","Stanford-6",0,2,"Stanford:2021-11-04T19:15","0.576","64.61",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,5,"8.3","3.7"
"17.9",31,"Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 72.459, 0, 0, 0","Nov 4, 2021 @ 13:00","Stanford-6","Stanford-6","72.46",0,"Stanford:2021-11-04T19:00","0.432","60.01",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,15,"6.2","4.3"
"17.8","30.8","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 372.586, 0, 0, 0","Nov 4, 2021 @ 12:45","Stanford-6","Stanford-6","372.59",0,"Stanford:2021-11-04T18:45","0.415","227.97",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,24,"9.7","3.5"
"18.6","30.3","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 113.295, 0, 0, 0","Nov 4, 2021 @ 12:30","Stanford-6","Stanford-6","113.29",0,"Stanford:2021-11-04T18:30","0.357","64.53",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,30,5,4
"22.2","27.2","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 11:00","Stanford-6","Stanford-6",0,0,"Stanford:2021-11-04T17:00","0.361","3.1",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,359,"10.7",2
"22.5","26.9","Site Map",methanemizer,"-","_doc","0, 0, 0, 0, 0, 0, 0, 0, 19.684","Nov 4, 2021 @ 10:45","Stanford-9","Stanford-9","19.68",0,"Stanford:2021-11-04T16:45","0.373","17.96",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,354,"11.9","1.9"
27,"22.5","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 09:30","Stanford-8","Stanford-8",0,0,"Stanford:2021-11-04T15:30","0.383","2.93",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,62,"20.5","0.5"
"30.5",20,"Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 09:00","Stanford-6","Stanford-6",0,0,"Stanford:2021-11-04T15:00","0.641","3.22",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,46,"13.5","0.3"
"39.2","14.8","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 08:15","Stanford-8","Stanford-8",0,0,"Stanford:2021-11-04T14:15","0.367","3.5",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,78,"27.2","0.4"
"41.4",14,"Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 08:00","Stanford-8","Stanford-8",0,0,"Stanford:2021-11-04T14:00","0.364","3.55",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,79,"7.1","1.2"
"42.6","13.4","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 07:45","Stanford-1","Stanford-1",0,0,"Stanford:2021-11-04T13:45","0.363","2.97",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,130,"8.5","0.8"
"42.4",14,"Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 06:30","Stanford-1","Stanford-1",0,0,"Stanford:2021-11-04T12:30","0.371","3.06",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,109,"5.9","0.7"
"44.1","13.9","Site Map",methanemizer,"-","_doc","0, 0.06, 0, 0, 0, 0, 0, 0, 0","Nov 4, 2021 @ 06:00","Stanford-2","Stanford-2","0.06",0,"Stanford:2021-11-04T12:00","0.405","3.65",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,219,"8.4","0.5"
"41.6","14.8","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 05:45","Stanford-6","Stanford-6",0,0,"Stanford:2021-11-04T11:45","0.4","3.62",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,288,"16.2","1.2"
"42.2","14.9","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 05:30","Stanford-2","Stanford-2",0,0,"Stanford:2021-11-04T11:30","0.39","3.42",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,146,"3.6","1.1"
"42.8","14.7","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 05:15","Stanford-1","Stanford-1",0,0,"Stanford:2021-11-04T11:15","0.4","3.12",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,94,"10.8","0.5"
"43.5","14.5","Site Map",methanemizer,"-","_doc","0, 0.029, 0, 0, 0, 0, 0, 0, 0","Nov 4, 2021 @ 05:00","Stanford-2","Stanford-2","0.03",0,"Stanford:2021-11-04T11:00","0.405","3.51",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,206,"41.7","0.3"
"39.7","15.5","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 04:15","Stanford-4","Stanford-4",0,0,"Stanford:2021-11-04T10:15","0.394","3.13",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,254,"6.6","0.9"
"38.1","15.8","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 04:00","Stanford-2","Stanford-2",0,0,"Stanford:2021-11-04T10:00","0.378","3.24",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,152,"8.9","0.6"
"36.9","16.3","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 03:15","Stanford-2","Stanford-2",0,0,"Stanford:2021-11-04T09:15","0.365","3.22",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,137,"5.2","1.2"
"37.4","16.1","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 02:45","Stanford-2","Stanford-2",0,0,"Stanford:2021-11-04T08:45","0.382","3.13",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,115,"64.3","0.3"
"37.8","16.8","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 02:15","Stanford-8","Stanford-8",0,0,"Stanford:2021-11-04T08:15","0.378","3.3",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,28,"9.2","1.1"
"34.1","17.9","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 02:00","Stanford-8","Stanford-8",0,0,"Stanford:2021-11-04T08:00","0.404","3.13",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,332,"4.8","1.1"
"30.6","19.7","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 01:30","Stanford-3","Stanford-3",0,0,"Stanford:2021-11-04T07:30","0.336","2.98",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,137,"7.7","0.5"
"30.3","19.2","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 00:30","Stanford-2","Stanford-2",0,0,"Stanford:2021-11-04T06:30","0.361","2.95",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,162,"14.5","0.6"
"29.6","19.4","Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 00:15","Stanford-8","Stanford-8",0,0,"Stanford:2021-11-04T06:15","0.361",3,Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,90,"3.8",1
"28.9",20,"Site Map",methanemizer,"-","_doc","-","Nov 4, 2021 @ 00:00","Stanford-8","Stanford-8",0,0,"Stanford:2021-11-04T06:00","0.366","2.97",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,80,"6.4","1.3"
"28.9","19.9","Site Map",methanemizer,"-","_doc","-","Nov 3, 2021 @ 23:45","Stanford-8","Stanford-8",0,0,"Stanford:2021-11-04T05:45","0.37","2.98",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,90,"6.1","1.4"
"28.1","20.5","Site Map",methanemizer,"-","_doc","-","Nov 3, 2021 @ 23:30","Stanford-3","Stanford-3",0,0,"Stanford:2021-11-04T05:30","0.366","2.87",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,124,"23.1","0.4"
"27.1","21.4","Site Map",methanemizer,"-","_doc","-","Nov 3, 2021 @ 23:15","Stanford-3","Stanford-3",0,0,"Stanford:2021-11-04T05:15","0.36","2.85",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,145,"6.5","1.4"
27,"21.4","Site Map",methanemizer,"-","_doc","-","Nov 3, 2021 @ 23:00","Stanford-6","Stanford-6",0,0,"Stanford:2021-11-04T05:00","0.368","2.93",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,112,"9.9","1.3"
"26.5","21.7","Site Map",methanemizer,"-","_doc","-","Nov 3, 2021 @ 22:45","Stanford-5","Stanford-5",0,0,"Stanford:2021-11-04T04:45","0.37","2.7",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,129,"11.3","1.7"
"26.1","22.1","Site Map",methanemizer,"-","_doc","-","Nov 3, 2021 @ 22:30","Stanford-3","Stanford-3",0,0,"Stanford:2021-11-04T04:30","0.354","2.82",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,118,"11.9","1.5"
26,"22.2","Site Map",methanemizer,"-","_doc","-","Nov 3, 2021 @ 22:15","Stanford-3","Stanford-3",0,0,"Stanford:2021-11-04T04:15","0.342","2.83",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,123,"11.5","1.6"
"26.1",22,"Site Map",methanemizer,"-","_doc","-","Nov 3, 2021 @ 22:00","Stanford-3","Stanford-3",0,0,"Stanford:2021-11-04T04:00","0.368","2.84",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,128,"6.6","1.4"
"26.1","21.9","Site Map",methanemizer,"-","_doc","-","Nov 3, 2021 @ 21:45","Stanford-3","Stanford-3",0,0,"Stanford:2021-11-04T03:45","0.369","2.84",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,87,"4.8","1.3"
26,22,"Site Map",methanemizer,"-","_doc","-","Nov 3, 2021 @ 21:30","Stanford-8","Stanford-8",0,0,"Stanford:2021-11-04T03:30","0.368","2.87",Stanford,Desert,"(empty)","(empty)",Stanford,OK,OK,108,"13.5","0.6"
