,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,WindType,OperatorSet,UnblindingStage,Notes,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,TestLocation,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90
108,27,29.0,,,33931.0,,2021-11-03 19:31:37+00:00,,,,Methane,,295.5128302814912,,,,3.0801056,,,,,2021-11-03 19:31:44+00:00,HRRR,Bridger,1,,17730.8,4.0,308188.0,17730.8,False,,17736.563333333343,17733.858333333268,17740.514444444383,AZ,2021-11-03 19:19:55+00:00,2021-11-03 19:52:49+00:00,2006.0,2922.5299999999997,True,True,TP,1.0,320.0831060103236,300.760934765384,339.83382992573945,320.2758223934309,300.587916701788,340.02923048622984,320.1408486842408,300.3945101841721,339.96675131288526
109,141,145.0,,,33931.0,,2021-11-03 19:31:37+00:00,,,,Methane,,205.31538435323606,,,,2.1413216,,,,,2021-11-03 19:31:44+00:00,NAM12,Bridger,1,,17730.8,4.0,308188.0,17730.8,False,,17736.563333333343,17733.858333333268,17740.514444444383,AZ,2021-11-03 19:19:55+00:00,2021-11-03 19:52:49+00:00,2006.0,2922.5299999999997,True,True,TP,1.0,319.84220918263696,299.94730107157574,339.6173302872315,320.0877093695166,300.7811074992106,339.77679516601546,320.2108495608261,300.6574881873666,339.8719018625505
110,255,261.0,,,33931.0,,2021-11-03 19:31:37+00:00,,,,Methane,,407.6644932538671,,,,4.24688,,,,,2021-11-03 19:31:44+00:00,Sonic,Bridger,2,,17730.8,4.0,308188.0,17730.8,False,,17736.563333333343,17733.858333333268,17740.514444444383,AZ,2021-11-03 19:19:55+00:00,2021-11-03 19:52:49+00:00,2006.0,2922.5299999999997,True,True,TP,1.0,320.01309368128534,300.5617548976498,339.4619356706878,319.84745091204616,300.1429366043064,339.7600671423916,319.98168238680773,300.5419427842682,339.6488476485817
111,369,377.0,,,33931.0,,2021-11-03 19:31:37+00:00,,,,Methane,,336.54945628822986,,,,3.509264,,,,,2021-11-03 19:31:44+00:00,Sonic,Bridger,3,,17730.8,4.0,308188.0,17730.8,False,,17736.563333333343,17733.858333333268,17740.514444444383,AZ,2021-11-03 19:19:55+00:00,2021-11-03 19:52:49+00:00,2006.0,2922.5299999999997,True,True,TP,1.0,319.9461755605964,300.33855927566174,339.45366471778755,319.98929450471394,300.0827757658617,339.7015898294934,320.1707333736182,300.3945254504672,339.79204640654194
112,28,30.0,,,33931.0,,2021-11-03 19:35:49+00:00,,,,Methane,,287.19970162450915,,,,3.0354016,,,,,2021-11-03 19:35:51+00:00,HRRR,Bridger,1,,17203.2,4.0,308188.0,17203.2,False,,17265.076666666664,17344.23166666659,17470.685555555483,AZ,2021-11-03 19:19:55+00:00,2021-11-03 19:52:49+00:00,2006.0,3881.385,True,True,TP,1.0,311.40568074699814,292.39871540738346,330.47154607332766,312.90152910725976,293.4312812704177,332.322237125805,315.1031734126256,295.879911177067,334.61454353434044
113,142,146.0,,,33931.0,,2021-11-03 19:35:49+00:00,,,,Methane,,199.00496396361783,,,,2.101088,,,,,2021-11-03 19:35:51+00:00,NAM12,Bridger,1,,17203.2,4.0,308188.0,17203.2,False,,17265.076666666664,17344.23166666659,17470.685555555483,AZ,2021-11-03 19:19:55+00:00,2021-11-03 19:52:49+00:00,2006.0,3881.385,True,True,TP,1.0,311.64886725433416,292.4991773524515,330.737923698227,312.88368998200815,293.2293564222532,332.78243509115345,315.2147127862912,295.8709599739428,334.3177653694747
114,256,262.0,,,33931.0,,2021-11-03 19:35:49+00:00,,,,Methane,,354.21485468431666,,,,3.7417247999999996,,,,,2021-11-03 19:35:51+00:00,Sonic,Bridger,2,,17203.2,4.0,308188.0,17203.2,False,,17265.076666666664,17344.23166666659,17470.685555555483,AZ,2021-11-03 19:19:55+00:00,2021-11-03 19:52:49+00:00,2006.0,3881.385,True,True,TP,1.0,311.54482875841603,292.20511496341413,330.90289029520653,312.981165459021,293.79216309734426,331.9661369563124,315.24415192460197,295.73835104292164,334.7636896856046
115,370,378.0,,,33931.0,,2021-11-03 19:35:49+00:00,,,,Methane,,305.99870847382084,,,,3.2320992,,,,,2021-11-03 19:35:51+00:00,Sonic,Bridger,3,,17203.2,4.0,308188.0,17203.2,False,,17265.076666666664,17344.23166666659,17470.685555555483,AZ,2021-11-03 19:19:55+00:00,2021-11-03 19:52:49+00:00,2006.0,3881.385,True,True,TP,1.0,311.4697138541585,292.1785352144098,330.751489180208,313.0042031990427,293.5926024011505,332.44408363379154,315.23420802764394,295.6421513253942,334.8927100017963
116,29,31.0,,,33931.0,,2021-11-03 19:39:57+00:00,,,,Methane,,279.43448371991906,,,,3.0979872,,,,,2021-11-03 19:39:59+00:00,HRRR,Bridger,1,,17182.3,4.0,308188.0,17182.3,False,,17211.766666666663,17192.456666666596,17191.70111111105,AZ,2021-11-03 19:19:55+00:00,2021-11-03 19:52:49+00:00,2006.0,4809.9400000000005,True,True,TP,1.0,310.28453706229965,290.8181477120743,329.90230305914184,310.1291236014551,291.1952138038718,329.53429204186426,310.23730361573314,290.9601258594461,329.0613131062826
117,143,147.0,,,33931.0,,2021-11-03 19:39:57+00:00,,,,Methane,,193.11020000684877,,,,2.1413216,,,,,2021-11-03 19:39:59+00:00,NAM12,Bridger,1,,17182.3,4.0,308188.0,17182.3,False,,17211.766666666663,17192.456666666596,17191.70111111105,AZ,2021-11-03 19:19:55+00:00,2021-11-03 19:52:49+00:00,2006.0,4809.9400000000005,True,True,TP,1.0,310.5687605403647,291.4164512105096,330.1333674539404,310.32721869553063,291.2107370465982,329.53153820916447,310.2893668865248,291.19056825579776,329.5209534484482
118,257,263.0,,,33931.0,,2021-11-03 19:39:57+00:00,,,,Methane,,357.2755975080237,,,,3.9607743999999996,,,,,2021-11-03 19:39:59+00:00,Sonic,Bridger,2,,17182.3,4.0,308188.0,17182.3,False,,17211.766666666663,17192.456666666596,17191.70111111105,AZ,2021-11-03 19:19:55+00:00,2021-11-03 19:52:49+00:00,2006.0,4809.9400000000005,True,True,TP,1.0,310.56256089474584,291.55631990908296,329.73992372055005,310.2796950717139,291.2281390643572,329.2503491738913,310.2560313834316,290.9789213109929,329.6545004084174
119,371,379.0,,,33931.0,,2021-11-03 19:39:57+00:00,,,,Methane,,303.97710673223656,,,,3.3706816,,,,,2021-11-03 19:39:59+00:00,Sonic,Bridger,3,,17182.3,4.0,308188.0,17182.3,False,,17211.766666666663,17192.456666666596,17191.70111111105,AZ,2021-11-03 19:19:55+00:00,2021-11-03 19:52:49+00:00,2006.0,4809.9400000000005,True,True,TP,1.0,310.63052613687336,291.4892358075913,329.9862329741934,310.2364916427599,291.08901953412175,329.59114109944386,310.3241186381756,291.48532456498884,329.6485840119814
