,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,WindType,OperatorSet,UnblindingStage,Notes,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,TestLocation,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90
10,230,236.0,,,33931.0,,2021-11-03 17:50:38+00:00,,,,Methane,,285.78269105797807,,,,2.90576,,,,,2021-11-03 17:50:41+00:00,Sonic,Bridger,2,,11170.4,4.0,308188.0,11170.4,False,,11234.736666666648,11247.924999999985,11247.691111111111,AZ,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,2648.894999999999,True,True,TP,1.0,202.78008643929857,188.71054164863284,216.63539993718305,203.07781326857614,188.97501464442047,216.85295674434204,202.8290879532177,188.8147316870056,216.74296021203955
11,344,352.0,,,33931.0,,2021-11-03 17:50:38+00:00,,,,Methane,,270.55455083632467,,,,2.749296,,,,,2021-11-03 17:50:41+00:00,Sonic,Bridger,3,,11170.4,4.0,308188.0,11170.4,False,,11234.736666666648,11247.924999999985,11247.691111111111,AZ,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,2648.894999999999,True,True,TP,1.0,202.65042579959717,188.82275963317855,216.49008563739199,202.87425151852236,188.72221393249652,216.90896496576568,202.93756522170506,188.60332943967347,217.2043029382377
12,3,5.0,,,33931.0,,2021-11-03 17:54:28+00:00,,,,Methane,,227.06177318093225,,,,2.68224,,,,,2021-11-03 17:54:45+00:00,HRRR,Bridger,1,,11152.9,4.0,308188.0,11152.9,False,,11148.34333333332,11159.079999999987,11158.56777777778,AZ,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,3451.289999999999,True,True,TP,1.0,201.19173423347144,187.24641402806705,215.21513282058487,201.3304013204737,186.9904231985,215.11924202611092,201.39750989976145,187.38497578754772,215.1496104063657
13,117,121.0,,,33931.0,,2021-11-03 17:54:28+00:00,,,,Methane,,201.59336993181452,,,,2.3827232,,,,,2021-11-03 17:54:45+00:00,NAM12,Bridger,1,,11152.9,4.0,308188.0,11152.9,False,,11148.34333333332,11159.079999999987,11158.56777777778,AZ,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,3451.289999999999,True,True,TP,1.0,201.14805700124037,187.14113641538853,215.42551831996226,201.38829860133055,187.20217516888943,215.58998861995025,201.26699098716523,187.33419829289258,215.40231868311315
14,231,237.0,,,33931.0,,2021-11-03 17:54:28+00:00,,,,Methane,,241.00515715559754,,,,2.8476448,,,,,2021-11-03 17:54:45+00:00,Sonic,Bridger,2,,11152.9,4.0,308188.0,11152.9,False,,11148.34333333332,11159.079999999987,11158.56777777778,AZ,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,3451.289999999999,True,True,TP,1.0,201.1317731747115,187.25811605088728,215.0772072954586,201.17989273703688,187.22953986583403,215.1694183372782,201.23199780289903,187.10713741936732,215.35075092627136
15,345,353.0,,,33931.0,,2021-11-03 17:54:28+00:00,,,,Methane,,229.78243346867183,,,,2.7135328000000003,,,,,2021-11-03 17:54:45+00:00,Sonic,Bridger,3,,11152.9,4.0,308188.0,11152.9,False,,11148.34333333332,11159.079999999987,11158.56777777778,AZ,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,3451.289999999999,True,True,TP,1.0,201.17519506299567,187.52556631708563,215.01238133825734,201.3518060595531,187.56704478779827,215.38091636367184,201.31253651241866,187.24066533288433,215.54768003020112
16,4,6.0,,,33931.0,,2021-11-03 17:58:31+00:00,,,,Methane,,263.35613715834705,,,,2.7537664,,,,,2021-11-03 17:58:34+00:00,HRRR,Bridger,1,,11063.0,4.0,308188.0,11063.0,False,,11121.376666666654,11123.479999999987,11126.691111111115,AZ,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,4137.499999999999,True,True,TP,1.0,200.64239418581815,186.66213335697333,214.70702284826405,200.73754482892994,187.0068079133428,214.66769583156673,200.68552077568356,186.8932463203083,214.59923901173144
17,118,122.0,,,33931.0,,2021-11-03 17:58:31+00:00,,,,Methane,,235.43158226057554,,,,2.4631904,,,,,2021-11-03 17:58:34+00:00,NAM12,Bridger,1,,11063.0,4.0,308188.0,11063.0,False,,11121.376666666654,11123.479999999987,11126.691111111115,AZ,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,4137.499999999999,True,True,TP,1.0,200.5995760397052,186.961529454537,214.7880946810303,200.60406702208874,186.6505634888424,214.29838960043327,200.7804763274812,186.99085898958182,214.5355025570645
18,232,238.0,,,33931.0,,2021-11-03 17:58:31+00:00,,,,Methane,,293.62348285944984,,,,3.0711648,,,,,2021-11-03 17:58:34+00:00,Sonic,Bridger,2,,11063.0,4.0,308188.0,11063.0,False,,11121.376666666654,11123.479999999987,11126.691111111115,AZ,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,4137.499999999999,True,True,TP,1.0,200.88980943314542,186.72619144770943,214.8749627959893,200.64402624997143,186.80133671916911,214.567246199876,200.7786572723122,186.78683761248067,214.75939599907497
19,346,354.0,,,33931.0,,2021-11-03 17:58:31+00:00,,,,Methane,,273.84201535067666,,,,2.8655264,,,,,2021-11-03 17:58:34+00:00,Sonic,Bridger,3,,11063.0,4.0,308188.0,11063.0,False,,11121.376666666654,11123.479999999987,11126.691111111115,AZ,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,4137.499999999999,True,True,TP,1.0,200.55416250195344,186.42808188147916,214.63121465796712,200.6621145454314,186.64863447535137,214.33522220667209,200.82184992094628,186.6111438981421,214.92764030656448
20,5,7.0,,,33931.0,,2021-11-03 18:02:21+00:00,,,,Methane,,254.81628681072002,,,,2.8163519999999997,,,,,2021-11-03 18:02:41+00:00,HRRR,Bridger,1,,11069.0,4.0,308188.0,11069.0,False,,11086.236666666655,11095.993333333328,11089.323333333343,AZ,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,4849.8949999999995,True,True,TP,1.0,200.0665591457234,186.4360610312264,214.0860494219169,200.01527755034311,186.0117416094892,214.14528579736555,200.2139834682858,186.5865421183702,214.06739894962107
21,119,123.0,,,33931.0,,2021-11-03 18:02:21+00:00,,,,Methane,,225.8525908308258,,,,2.4944832,,,,,2021-11-03 18:02:41+00:00,NAM12,Bridger,1,,11069.0,4.0,308188.0,11069.0,False,,11086.236666666655,11095.993333333328,11089.323333333343,AZ,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,4849.8949999999995,True,True,TP,1.0,200.04983068704863,186.41398731314243,213.85315625675568,200.10246715991173,186.20447815944297,214.08978218673158,200.0840275123414,186.41292664780536,214.01826152906955
22,233,239.0,,,33931.0,,2021-11-03 18:02:21+00:00,,,,Methane,,239.72040090860946,,,,2.6509471999999996,,,,,2021-11-03 18:02:41+00:00,Sonic,Bridger,2,,11069.0,4.0,308188.0,11069.0,False,,11086.236666666655,11095.993333333328,11089.323333333343,AZ,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,4849.8949999999995,True,True,TP,1.0,200.0599168118791,186.13553471946648,214.05115632965186,200.1741827825595,186.16257520771225,214.53691852053848,199.99999532526593,185.78456437984963,213.85209093048354
23,347,355.0,,,33931.0,,2021-11-03 18:02:21+00:00,,,,Methane,,242.441061196349,,,,2.6777696,,,,,2021-11-03 18:02:41+00:00,Sonic,Bridger,3,,11069.0,4.0,308188.0,11069.0,False,,11086.236666666655,11095.993333333328,11089.323333333343,AZ,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,4849.8949999999995,True,True,TP,1.0,200.02362591197567,186.31818009178136,213.98554636210037,200.1735565037649,186.2591173184253,214.02090103316152,200.19594106537198,186.26759441713097,214.1237962937388
24,6,8.0,,,33931.0,,2021-11-03 18:06:40+00:00,,,,Methane,,217.67171649338664,,,,2.7805888,,,,,2021-11-03 18:06:43+00:00,HRRR,Bridger,1,,10980.7,4.0,308188.0,10980.7,False,,11032.326666666651,11039.209999999994,11036.288888888896,AZ,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,5573.174999999999,True,True,TP,1.0,199.06696990969456,185.25673539562862,212.84424388512298,199.22531981464329,185.31852879478993,213.4028567198967,199.12340377881313,185.3504909498452,213.20972636151478
25,120,124.0,,,33931.0,,2021-11-03 18:06:40+00:00,,,,Methane,,189.65269422451303,,,,2.4229568,,,,,2021-11-03 18:06:43+00:00,NAM12,Bridger,1,,10980.7,4.0,308188.0,10980.7,False,,11032.326666666651,11039.209999999994,11036.288888888896,AZ,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,5573.174999999999,True,True,TP,1.0,198.96092656297645,185.0479594571081,212.98758093756754,199.24176430734437,185.50721091951942,213.26505895449966,199.05501866988334,185.24038759242347,213.17883480177682
26,234,240.0,,,33931.0,,2021-11-03 18:06:40+00:00,,,,Methane,,230.65153328281085,,,,2.9459936,,,,,2021-11-03 18:06:43+00:00,Sonic,Bridger,2,,10980.7,4.0,308188.0,10980.7,False,,11032.326666666651,11039.209999999994,11036.288888888896,AZ,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,5573.174999999999,True,True,TP,1.0,198.87995060685572,185.0092259503338,212.75159890544558,199.10957543222466,185.74238070590647,213.21889806823856,199.11688952189525,185.08047620279314,213.2122395436657
27,348,356.0,,,33931.0,,2021-11-03 18:06:40+00:00,,,,Methane,,219.48549001854636,,,,2.8029407999999996,,,,,2021-11-03 18:06:43+00:00,Sonic,Bridger,3,,10980.7,4.0,308188.0,10980.7,False,,11032.326666666651,11039.209999999994,11036.288888888896,AZ,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,5573.174999999999,True,True,TP,1.0,198.94794864642992,185.23426087683453,212.7811016031037,199.15046646319712,185.12167815198,213.0259176178586,199.12147429189986,185.38628748521828,212.87247697636275
28,7,9.0,,,33931.0,,2021-11-03 18:10:36+00:00,,,,Methane,,235.8094517449838,,,,2.8074112,,,,,2021-11-03 18:10:52+00:00,HRRR,Bridger,1,,11018.5,4.0,308188.0,11018.5,False,,11021.543333333319,11014.396666666644,11012.135555555551,AZ,2021-11-03 17:38:37+00:00,2021-11-03 18:12:22+00:00,2001.0,6369.084999999999,True,True,TP,1.0,198.84377401299201,185.11021896565833,212.85863415451772,198.88806412437484,184.93978222372291,212.65286231483307,198.71306451163784,185.11057519277986,212.868933783212
