18/10/21 17:22:50,0
18/10/21 17:26:10,0
18/10/21 17:28:47,0
18/10/21 17:31:59,0
18/10/21 17:34:45,0
18/10/21 17:38:00,0
18/10/21 17:40:19,0
18/10/21 17:43:53,1
18/10/21 17:46:46,1
18/10/21 17:50:21,1
18/10/21 17:53:34,1
18/10/21 17:56:53,1
18/10/21 18:00:25,1
18/10/21 18:04:27,1
18/10/21 18:07:52,0
18/10/21 18:11:42,0
18/10/21 18:15:09,0
18/10/21 18:19:05,0
18/10/21 18:22:15,0
18/10/21 18:26:17,0
18/10/21 18:29:18,0
18/10/21 18:33:08,0
18/10/21 18:37:05,0
18/10/21 18:40:45,0
18/10/21 18:44:51,0
18/10/21 18:48:18,0
18/10/21 18:51:37,0
18/10/21 18:55:20,0
18/10/21 18:58:48,1
18/10/21 19:02:39,1
18/10/21 19:06:00,1
18/10/21 19:10:13,1
18/10/21 19:13:39,1
18/10/21 19:17:29,1
18/10/21 19:20:41,1
18/10/21 19:24:47,1
19/10/21 17:52:05,0
19/10/21 17:56:32,0
19/10/21 18:00:48,0
19/10/21 18:06:25,0
19/10/21 18:10:50,0
19/10/21 18:15:18,0
19/10/21 18:19:10,0
19/10/21 18:24:06,0
19/10/21 18:27:59,0
19/10/21 18:32:48,0
19/10/21 18:37:30,0
19/10/21 18:42:27,0
19/10/21 18:45:58,1
19/10/21 18:50:17,1
19/10/21 18:54:42,0
19/10/21 18:59:58,1
19/10/21 19:04:12,1
19/10/21 19:08:12,1
19/10/21 19:12:00,1
19/10/21 19:17:08,1
19/10/21 19:21:23,1
19/10/21 19:25:47,1
19/10/21 19:29:44,0
19/10/21 19:33:24,0
19/10/21 19:37:09,0
19/10/21 19:41:24,0
19/10/21 19:45:24,1
19/10/21 19:48:53,1
19/10/21 19:52:51,1
19/10/21 19:56:42,1
19/10/21 01:01:00,1
19/10/21 01:05:17,1
19/10/21 01:09:01,1
19/10/21 01:12:54,0
19/10/21 01:16:48,0
19/10/21 01:24:37,0
19/10/21 01:28:42,0
19/10/21 01:33:10,0
20/10/21 17:50:17,1
20/10/21 17:55:07,1
20/10/21 17:59:39,1
20/10/21 18:04:04,1
20/10/21 18:08:38,1
20/10/21 18:13:33,1
20/10/21 18:18:12,1
20/10/21 18:22:59,1
20/10/21 18:27:10,1
20/10/21 18:32:04,1
20/10/21 18:36:22,1
20/10/21 18:41:04,1
20/10/21 18:45:08,1
20/10/21 18:49:31,0
20/10/21 18:53:30,0
20/10/21 18:58:09,0
20/10/21 19:02:37,0
20/10/21 19:07:02,0
20/10/21 19:11:29,0
20/10/21 19:15:56,0
20/10/21 19:20:19,0
20/10/21 19:25:22,0
20/10/21 19:29:22,0
20/10/21 19:34:16,0
20/10/21 19:38:45,0
20/10/21 19:43:20,0
20/10/21 19:47:29,0
20/10/21 19:52:00,0
20/10/21 19:56:30,0
20/10/21 20:00:30,0
20/10/21 20:04:41,0
20/10/21 20:09:18,0
20/10/21 20:13:34,0
20/10/21 20:17:49,0
20/10/21 20:22:03,0
20/10/21 20:26:43,0
20/10/21 20:30:47,0
20/10/21 20:35:23,0
20/10/21 20:39:15,1
20/10/21 20:43:48,1
20/10/21 20:47:50,1
20/10/21 20:52:14,1
21/10/21 17:45:11,1
21/10/21 17:49:15,1
21/10/21 17:53:25,1
21/10/21 17:57:38,0
21/10/21 18:01:48,0
21/10/21 18:06:49,0
21/10/21 18:11:06,0
21/10/21 18:14:51,0
21/10/21 18:18:24,0
21/10/21 18:22:14,0
21/10/21 18:26:04,0
21/10/21 18:30:00,0
21/10/21 18:33:57,0
21/10/21 18:37:50,0
21/10/21 18:41:46,0
21/10/21 18:45:42,0
21/10/21 18:50:29,0
21/10/21 18:54:42,0
21/10/21 18:58:34,0
21/10/21 19:02:20,0
21/10/21 19:06:48,0
21/10/21 19:10:58,0
21/10/21 19:14:33,0
21/10/21 19:19:01,0
21/10/21 19:23:09,1
21/10/21 19:27:05,1
21/10/21 19:30:45,1
21/10/21 19:34:59,1
21/10/21 19:39:00,1
21/10/21 19:43:00,0
21/10/21 19:47:00,0
21/10/21 19:51:01,0
21/10/21 19:54:28,1
21/10/21 19:58:21,1
21/10/21 20:02:00,1
21/10/21 20:06:16,1
21/10/21 20:09:50,0
21/10/21 20:13:49,0
21/10/21 20:17:21,0
21/10/21 20:21:18,0
21/10/21 20:25:10,0
21/10/21 20:28:29,0
21/10/21 20:32:03,0
21/10/21 20:36:36,0
21/10/21 20:40:45,0
21/10/21 20:44:49,0
22/10/21 17:50:16,1
