time,release_scfh
8/3/2021 17:41,0
8/3/2021 17:41,0
8/3/2021 17:41,0
8/3/2021 17:41,0
8/3/2021 17:42,0
8/3/2021 17:42,6
8/3/2021 17:42,0
8/3/2021 17:42,0
8/3/2021 17:42,0
8/3/2021 17:42,21136.4
8/3/2021 17:43,21149.5
8/3/2021 17:43,21429.1
8/3/2021 17:43,21560
8/3/2021 17:43,21564
8/3/2021 17:43,21630.4
8/3/2021 17:43,21741
8/3/2021 17:44,21221.3
8/3/2021 17:44,21863.3
8/3/2021 17:44,21980.3
8/3/2021 17:44,22961.3
8/3/2021 17:44,22024.5
8/3/2021 17:44,22186.5
8/3/2021 17:45,22251.8
8/3/2021 17:45,22288.6
8/3/2021 17:45,22452.3
8/3/2021 17:45,22567
8/3/2021 17:45,22603
8/3/2021 17:45,22746.5
8/3/2021 17:46,22812
8/3/2021 17:46,22952
8/3/2021 17:46,22225.2
8/3/2021 17:46,22892.3
8/3/2021 17:46,22916.8
8/3/2021 17:46,22932.3
8/3/2021 17:47,23165.9
8/3/2021 17:47,23088.2
8/3/2021 17:47,23244.1
8/3/2021 17:47,23169
8/3/2021 17:47,23176.2
8/3/2021 17:47,23301.6
8/3/2021 17:48,23309.8
8/3/2021 17:48,23388.6
8/3/2021 17:48,23362.8
8/3/2021 17:48,23369.5
8/3/2021 17:48,23358.83
8/3/2021 17:48,23619.8
8/3/2021 17:49,23629.9
8/3/2021 17:49,23433.2
8/3/2021 17:49,23464
8/3/2021 17:49,23399.1
8/3/2021 17:49,23443.8
8/3/2021 17:49,23693.5
8/3/2021 17:50,23607.2
8/3/2021 17:50,23565.3
8/3/2021 17:50,23671
8/3/2021 17:50,23211
8/3/2021 17:50,23621
8/3/2021 17:50,23653.2
8/3/2021 17:51,23669
8/3/2021 17:51,23709.8
8/3/2021 17:51,23249.1
8/3/2021 17:51,23853.5
8/3/2021 17:51,23923.2
8/3/2021 17:51,23783.8
8/3/2021 17:52,24029.1
8/3/2021 17:52,24019
8/3/2021 17:52,23922.6
8/3/2021 17:52,23961.6
8/3/2021 17:52,23939
8/3/2021 17:52,23873.2
8/3/2021 17:53,23954.8
8/3/2021 17:53,23857
8/3/2021 17:53,23872.2
8/3/2021 17:53,23254
8/3/2021 17:53,23850
8/3/2021 17:53,23899
8/3/2021 17:54,23915
8/3/2021 17:54,23711.1
8/3/2021 17:54,23820.2
8/3/2021 17:54,23885.3
8/3/2021 17:54,23850.6
8/3/2021 17:54,23000
8/3/2021 17:55,23989
8/3/2021 17:55,23852.8
8/3/2021 17:55,23959.2
8/3/2021 17:55,23915
8/3/2021 17:55,23915
8/3/2021 17:55,23822
8/3/2021 17:56,23879.8
8/3/2021 17:56,23809
8/3/2021 17:56,23771.5
8/3/2021 17:56,23623.1
8/3/2021 17:56,23753.7
8/3/2021 17:56,23623.8
8/3/2021 17:57,23539.2
8/3/2021 17:57,23691.2
8/3/2021 17:57,23693
8/3/2021 17:57,23202
8/3/2021 17:57,23692.3
8/3/2021 17:57,23733.8
8/3/2021 17:58,23586.1
8/3/2021 17:58,23608
8/3/2021 17:58,23613.7
8/3/2021 17:58,23608.3
8/3/2021 17:58,23633
8/3/2021 17:58,23693.8
8/3/2021 17:59,23611.6
8/3/2021 17:59,23633.7
8/3/2021 17:59,16469.4
8/3/2021 17:59,5255.1
8/3/2021 17:59,9153.7
8/3/2021 17:59,9172.7
8/3/2021 18:00,9126
8/3/2021 18:00,9109
8/3/2021 18:00,9109
8/3/2021 18:00,9109
8/3/2021 18:00,9109
8/3/2021 18:00,9109
8/3/2021 18:01,9109
8/3/2021 18:01,9109
8/3/2021 18:01,9109
8/3/2021 18:01,9109
8/3/2021 18:01,9109
8/3/2021 18:01,9109
8/3/2021 18:02,9109
8/3/2021 18:02,9109
8/3/2021 18:02,9109
8/3/2021 18:02,0
8/3/2021 18:03,0
8/3/2021 18:03,0
8/3/2021 18:03,0
8/3/2021 18:03,3006.7
8/3/2021 18:03,12457.6
8/3/2021 18:03,8268.3
8/3/2021 18:04,8169.1
8/3/2021 18:04,8190.2
8/3/2021 18:04,8181.3
8/3/2021 18:04,8199.8
8/3/2021 18:04,8201.1
8/3/2021 18:04,8205.5
8/3/2021 18:05,8242.9
8/3/2021 18:05,8270
8/3/2021 18:05,8243.6
8/3/2021 18:05,8218.5
8/3/2021 18:05,8283.7
8/3/2021 18:05,8277.8
8/3/2021 18:06,8295.3
8/3/2021 18:06,8707.4
8/3/2021 18:06,8254.6
8/3/2021 18:06,8282.8
8/3/2021 18:06,8287.3
8/3/2021 18:06,8275.5
8/3/2021 18:07,8318.9
8/3/2021 18:07,8329.6
8/3/2021 18:07,8282.3
8/3/2021 18:07,8303.2
8/3/2021 18:07,8300
8/3/2021 18:07,8203.4
8/3/2021 18:08,8305.9
8/3/2021 18:08,8262.8
8/3/2021 18:08,8240.4
8/3/2021 18:08,8258.4
8/3/2021 18:08,8262.2
8/3/2021 18:08,8239.1
8/3/2021 18:09,8227.3
8/3/2021 18:09,8216.7
8/3/2021 18:09,8150
8/3/2021 18:09,8137.7
8/3/2021 18:09,8160.7
8/3/2021 18:09,8184.3
8/3/2021 18:10,8120.3
8/3/2021 18:10,8110
8/3/2021 18:10,8142.2
8/3/2021 18:10,8115.6
8/3/2021 18:10,8113.5
8/3/2021 18:10,8065.2
