,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,WindType,OperatorSet,UnblindingStage,Notes,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,cr_scfh_mean300,cr_scfh_mean600,TestLocation,Wind_MPS_mean300,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeDevelopTime,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90,cr_kgh_CH4_mean300,cr_kgh_CH4_lower300,cr_kgh_CH4_upper300,cr_kgh_CH4_mean600,cr_kgh_CH4_lower600,cr_kgh_CH4_upper600
134,721,267.0,39,1.0,1.0,,2021-07-30 17:31:49+00:00,,,,Methane,140.2640367,335.6735925,442.6947149,228.6524702,,3.495666667,,,1.0,,2021-07-30 17:31:19+00:00,Sonic,CarbonMapper,2,,90277.0,4.0,218645.0,90277.0,False,,90504.16666666667,91072.08333333333,91261.38888888889,91932.08333333333,59398.31416666666,TX,3.619866666666667,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,763.915,True,3.5833333333333335,True,TP,1.0,1462.7230191537685,1416.1652077245433,1507.4596612416335,1471.6733403290325,1425.7112175064956,1516.2185619965028,1475.3773364636456,1429.0319124643913,1520.3523853845386,1485.7622592085017,1438.9802027158955,1530.9139572385411,959.9907437305279,929.6681381588618,988.9420575749753
135,890,436.0,F39,1.0,1.0,,2021-07-30 17:31:49+00:00,,,,Methane,184.2009772,576.4883432,618.012222,534.9644644,,3.495666667,,,1.0,,2021-07-30 17:31:19+00:00,Sonic,CarbonMapper,3,,90277.0,4.0,218645.0,90277.0,False,,90504.16666666667,91072.08333333333,91261.38888888889,91932.08333333333,59398.31416666666,TX,3.619866666666667,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,763.915,True,3.5833333333333335,True,TP,1.0,1463.1587633591564,1417.8484030927534,1507.204059986208,1472.0782399277098,1425.6469907127037,1517.350140114957,1475.9376751193815,1428.8789233224202,1521.1091744363307,1486.7290268690165,1440.370317979368,1532.0000812675082,960.1368269790703,929.9252527547915,989.6961715337849
136,514,60.0,50.0,1.0,1.0,,2021-07-30 17:33:47+00:00,,,,Methane,145.3994498,210.8614741,275.3189123,146.4040359,,2.375955663,,,1.0,,2021-07-30 17:33:28+00:00,HRRR,CarbonMapper,1,,89571.0,4.0,218645.0,89571.0,False,,89948.53333333334,90173.76666666666,90208.17777777778,91043.04666666666,75436.77333333333,TX,3.1334666666666666,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,1110.21,True,5.733333333333333,True,TP,1.0,1453.0194410341162,1406.919534861217,1497.3919532544357,1457.2223121269549,1410.9835536236092,1502.125667635345,1458.5792337767066,1412.4679708102792,1502.9907762551807,1472.3043138337325,1426.625737697564,1517.1104317933887,1219.5412290721588,1180.8451922116888,1256.4012561534641
137,722,268.0,40,1.0,1.0,,2021-07-30 17:33:47+00:00,,,,Methane,145.3994498,121.4369392,163.0249394,79.84893891,,1.368333333,,,1.0,,2021-07-30 17:33:28+00:00,Sonic,CarbonMapper,2,,89571.0,4.0,218645.0,89571.0,False,,89948.53333333334,90173.76666666666,90208.17777777778,91043.04666666666,75436.77333333333,TX,3.1334666666666666,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,1110.21,True,5.733333333333333,True,TP,1.0,1454.374743471715,1409.3282072536654,1499.1200343652786,1457.5742679100574,1412.542585914091,1501.6759868768677,1458.3698047287353,1412.050026000862,1502.5699851928214,1471.5384913059604,1425.3692567017265,1516.4381357281798,1219.0848109302315,1180.7210961828541,1256.8488218259743
138,891,437.0,F40,1.0,1.0,,2021-07-30 17:33:47+00:00,,,,Methane,197.5904856,145.9574499,174.2986289,117.6162709,,1.368333333,,,1.0,,2021-07-30 17:33:28+00:00,Sonic,CarbonMapper,3,,89571.0,4.0,218645.0,89571.0,False,,89948.53333333334,90173.76666666666,90208.17777777778,91043.04666666666,75436.77333333333,TX,3.1334666666666666,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,1110.21,True,5.733333333333333,True,TP,1.0,1453.8263084922364,1408.4920019250922,1497.4192864861968,1458.4464752105675,1412.5976753947652,1502.5758006082806,1458.5901959524363,1413.2582438997322,1502.8168501611729,1471.8684798513234,1423.3607462589734,1517.288372401411,1219.8134673498876,1181.0852908189463,1257.4890621936436
139,515,61.0,51.0,1.0,1.0,,2021-07-30 17:35:51+00:00,,,,Methane,117.8812962,336.624144,424.1802559,249.0680321,,2.375955663,,,1.0,,2021-07-30 17:35:28+00:00,HRRR,CarbonMapper,1,,88386.0,4.0,218645.0,88386.0,False,,88626.4,88838.0,89037.33333333333,89912.88,90269.89333333333,TX,2.2649333333333335,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,1270.7350000000001,True,7.733333333333334,True,TP,1.0,1432.1243686897799,1385.969952802149,1475.4053843561976,1436.131876280975,1390.4416228925306,1479.5760992579792,1439.558784642074,1394.6511296099009,1484.0641354523452,1453.4288743232262,1406.9093196699475,1497.7858998950735,1459.3975387065473,1413.4770850437342,1504.038579839577
140,723,269.0,41,1.0,1.0,,2021-07-30 17:35:51+00:00,,,,Methane,117.8812962,144.9381003,189.6493894,100.2268111,,1.023,,,1.0,,2021-07-30 17:35:28+00:00,Sonic,CarbonMapper,2,,88386.0,4.0,218645.0,88386.0,False,,88626.4,88838.0,89037.33333333333,89912.88,90269.89333333333,TX,2.2649333333333335,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,1270.7350000000001,True,7.733333333333334,True,TP,1.0,1433.1846133543302,1388.8290070609946,1477.9187117237411,1435.909576246998,1391.1746326826426,1478.8181017881714,1439.173312161625,1393.4982694686935,1482.1644208424652,1453.7824140793,1408.7351864303484,1498.1989038512022,1459.22890441369,1413.8466641571551,1503.361595781468
141,892,438.0,F41,1.0,1.0,,2021-07-30 17:35:51+00:00,,,,Methane,163.8780034,151.9091738,182.8090921,121.0092556,,1.023,,,1.0,,2021-07-30 17:35:28+00:00,Sonic,CarbonMapper,3,,88386.0,4.0,218645.0,88386.0,False,,88626.4,88838.0,89037.33333333333,89912.88,90269.89333333333,TX,2.2649333333333335,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,1270.7350000000001,True,7.733333333333334,True,TP,1.0,1432.4760154814173,1387.7377552208793,1476.563626776619,1435.9738060490429,1390.0641329616142,1480.0093396323157,1439.42150030317,1393.5395984689485,1482.8216717518346,1453.244763915684,1407.9467205733058,1497.4760063645208,1459.310160176251,1413.2183512779175,1503.6667321245548
142,516,62.0,52.0,1.0,1.0,,2021-07-30 17:37:54+00:00,,,,Methane,144.7791421,277.2102058,356.6497092,197.7707024,,2.375955663,,,1.0,,2021-07-30 17:37:35+00:00,HRRR,CarbonMapper,1,,85415.0,4.0,218645.0,85415.0,False,,85415.0,85770.2,86478.03333333334,88396.44,89928.63833333334,TX,1.8946,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,1544.605,True,9.85,True,TP,1.0,1381.0163999561055,1337.9080473714987,1423.2573652584429,1387.0412863201395,1344.1932960827535,1429.2147763737914,1397.6166663450922,1353.6475995286582,1440.418944722701,1428.4742196547677,1382.3521147536837,1472.8775689147326,1453.3567971591244,1408.34834702086,1497.1577564333036
143,724,270.0,42,1.0,1.0,,2021-07-30 17:37:54+00:00,,,,Methane,144.7791421,449.6582739,583.8794804,315.4370673,,3.854,,,1.0,,2021-07-30 17:37:35+00:00,Sonic,CarbonMapper,2,,85415.0,4.0,218645.0,85415.0,False,,85415.0,85770.2,86478.03333333334,88396.44,89928.63833333334,TX,1.8946,2021-07-30 17:27:44+00:00,2021-07-30 17:41:14+00:00,2012.0,1544.605,True,9.85,True,TP,1.0,1380.793016158223,1337.7460131400273,1422.4059540392218,1386.4522738633605,1342.568822965849,1429.0840568551184,1398.0639930654343,1355.1178900428365,1439.7554975286932,1429.0496038189858,1384.1305630021998,1471.9202208272484,1453.852404902383,1408.1393548719434,1497.3705809386852
