,Stanford_timestamp,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90,FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UnblindingStage,PipeSize_inch,MeterCode,PlumeEstablished,PlumeSteady,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,Operator_Timestamp
0,2021-07-30 15:32:44+00:00,66.98263127485195,54.096781877481504,82.46531926980043,,#VALUE!,#VALUE!,1,2.0,162928.0,True,True,68.12388633194043,53.967150994914604,81.84653562572535,67.61524510261857,53.51439565698525,82.02984268256469,2021-07-30 15:32:55+00:00
1,2021-07-30 15:34:32+00:00,70.52603974035739,56.23303200471395,83.19860506668178,,#VALUE!,#VALUE!,1,2.0,162928.0,True,True,71.50592542332502,57.37550327383095,85.54832040214144,71.66893853640191,56.82203606449525,84.97846664325165,2021-07-30 15:34:56+00:00
2,2021-07-30 15:36:26+00:00,287.1313065797983,268.0267086625042,307.8840854243969,360.874286,467.896269,253.852303,1,2.0,162928.0,False,True,358.6372601040607,335.96417631171875,384.21554134854756,358.1772878070837,335.0616950578532,383.0579583571878,2021-07-30 15:36:42+00:00
3,2021-07-30 15:36:26+00:00,287.5960295024413,267.50541733310905,309.82516154769183,157.5908179,212.8760449,102.30559090000001,2,2.0,162928.0,False,True,359.29053255780127,336.49015742081787,384.1735476751438,358.42390569862044,334.9123570740832,384.79484942898546,2021-07-30 15:36:42+00:00
4,2021-07-30 15:36:26+00:00,287.0250808924491,268.11223217685813,308.8046810006213,108.251997,136.2775816,80.22641241,3,2.0,162928.0,False,True,358.5493588156891,334.0127172365263,385.41708442080676,358.30962968635924,333.8134579201748,388.3245475275695,2021-07-30 15:36:42+00:00
5,2021-07-30 15:38:29+00:00,359.5379507380075,335.6044078407214,388.2748893441342,548.6662022999999,714.3727898,382.9596148,1,2.0,162928.0,True,True,359.35586244002855,335.3666771593462,387.6138837949868,359.0167660764889,337.1460099659845,386.2560867173909,2021-07-30 15:38:44+00:00
6,2021-07-30 15:38:29+00:00,358.16437263871086,335.09166050830873,385.7037023743207,752.4927079,940.0166487,564.9687671,2,2.0,162928.0,True,True,360.03281151752,336.3231396449817,385.5767672507045,359.32956475121296,335.56009636545747,385.6344231402134,2021-07-30 15:38:44+00:00
7,2021-07-30 15:38:29+00:00,359.0030947661614,334.41585628354204,388.94363408420816,850.3634079,895.2936314,805.4331844,3,2.0,162928.0,True,True,360.0152903199029,335.4219755218829,386.6099052004568,359.0302016231385,334.4509943918387,386.8062258210139,2021-07-30 15:38:44+00:00
8,2021-07-30 15:40:16+00:00,356.32102641672606,333.9997807859157,381.99560413926145,268.46122510000004,326.6470969,210.2753534,1,2.0,162928.0,True,True,357.06823740767567,332.9349842644157,388.4754509991881,356.88331105162706,334.6495767435193,383.1015177502305,2021-07-30 15:40:32+00:00
9,2021-07-30 15:40:16+00:00,356.4244618141068,331.7141706443295,384.1798192849305,326.8393959,379.1004638,274.5783281,2,2.0,162928.0,True,True,357.005937353014,331.7745733605217,384.0980867570781,356.2550000318607,332.0771287010161,382.0162758903767,2021-07-30 15:40:32+00:00
10,2021-07-30 15:40:16+00:00,355.93079348994354,333.22352411394553,383.7924484758079,314.4977559,346.7172462,282.27826560000005,3,2.0,162928.0,True,True,356.5362826644273,332.5407597992492,382.6311535883061,357.44326432411015,334.3836815829892,387.70002376360924,2021-07-30 15:40:32+00:00
11,2021-07-30 15:42:25+00:00,357.7748090934755,332.0252198901132,382.4755725675552,466.86224230000005,567.7117517,366.0127329,1,2.0,162928.0,True,True,356.00679801155724,332.21805916257154,385.24001300085155,357.3682864032155,335.4117966428615,381.1247851212011,2021-07-30 15:42:25+00:00
12,2021-07-30 15:42:25+00:00,358.3812543107887,333.8533163996405,386.9754479604349,463.3780648,569.8707631,356.8853666,2,2.0,162928.0,True,True,357.3836867318864,331.0557765304079,382.44708966239756,357.26494498105626,332.6234273834966,381.91311949117267,2021-07-30 15:42:25+00:00
13,2021-07-30 15:42:25+00:00,358.5702563153206,335.5653538816419,383.475342860407,551.3857383,658.9515246000001,443.81995199999994,3,2.0,162928.0,True,True,356.89289480591634,335.49014995237104,384.14179067459725,358.35682754756976,337.06183488178146,384.7675339465667,2021-07-30 15:42:25+00:00
14,2021-07-30 15:44:03+00:00,158.71359853533187,141.1049977939673,176.7583686592609,307.4843713,381.712173,233.2565696,1,2.0,162928.0,False,True,173.88820029978558,157.91096849589843,190.7715863712477,174.7574595014553,160.0321827572962,190.68873856696973,2021-07-30 15:44:23+00:00
15,2021-07-30 15:44:03+00:00,158.6478750600274,143.42570053868522,176.2587134436191,309.3822086,368.94500350000004,249.8194137,2,2.0,162928.0,False,True,173.5691883364495,156.97546083698245,191.74345420467,174.82227912531508,156.98611281659439,191.88960218622833,2021-07-30 15:44:23+00:00
16,2021-07-30 15:44:03+00:00,158.85795036108914,141.20606212149795,175.85666953610308,149.05040060000002,164.462918,133.6378832,3,2.0,162928.0,False,True,173.87543809954448,157.94189836371552,191.32745124708086,174.03526260045606,157.4836454548227,192.38561051044582,2021-07-30 15:44:23+00:00
17,2021-07-30 15:46:07+00:00,172.69890363261203,156.01498657201367,188.88116509786133,,#VALUE!,#VALUE!,1,2.0,162928.0,True,True,173.782809928676,157.93027411545762,191.56659645603062,173.61730222643314,156.6781182512574,190.446380353721,2021-07-30 15:46:25+00:00
