,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,WindType,OperatorSet,UnblindingStage,Notes,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,cr_scfh_mean300,cr_scfh_mean600,TestLocation,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeDevelopTime,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90,cr_kgh_CH4_mean300,cr_kgh_CH4_lower300,cr_kgh_CH4_upper300,cr_kgh_CH4_mean600,cr_kgh_CH4_lower600,cr_kgh_CH4_upper600
35,1646,,20,1.0,1.0,,2021-10-24 18:25:02+00:00,,,,Methane,cloudy,cloudy,,,,,,,,,2021-10-24 18:25:02+00:00,,Sentinel-2/Kayrros,1,,225354.0,8.0,218645.0,225354.0,False,,225786.66666666666,225899.8,225898.02222222224,221737.36333333334,219167.52333333335,AZ,2021-10-24 18:11:05+00:00,0.0,2007.0,1956.56,True,13.95,True,TP,1.0,4072.8097918761596,3852.20582313769,4302.098632415721,4075.2566319674975,3853.7766722671413,4302.872786226594,4076.255777813279,3853.1250618560844,4307.736867837531,3999.8245429862395,3784.698171053822,4225.300858939139,3952.7748151507726,3737.737386632318,4175.36307604052
36,1660,,34,1.0,1.0,,2021-10-24 18:25:02+00:00,,,,Methane,FR,FR,FR,FR,FR,FR,FR,UnknownSentinel2Direction,,,2021-10-24 18:25:02+00:00,,Sentinel-2/Harvard,1,,225354.0,8.0,218645.0,225354.0,False,,225786.66666666666,225899.8,225898.02222222224,221737.36333333334,219167.52333333335,AZ,2021-10-24 18:11:05+00:00,0.0,2007.0,1956.56,True,13.95,True,TP,1.0,4074.9174658988295,3850.8566064194356,4308.765675618388,4077.76702359441,3855.7471054677476,4302.75761944248,4075.6511214257494,3853.990110559119,4307.506834270472,4001.564542221795,3780.2438143987947,4226.989105047026,3954.6745239827014,3739.917428961597,4181.485243760487
37,1669,,43,,,,2021-10-24 18:25:02+00:00,,,,Methane,FR,FR,FR,FR,FR,FR,FR,,,,2021-10-24 18:25:02+00:00,,Sentinel-2/SRON,1,,225354.0,8.0,218645.0,225354.0,False,,225786.66666666666,225899.8,225898.02222222224,221737.36333333334,219167.52333333335,AZ,2021-10-24 18:11:05+00:00,0.0,2007.0,1956.56,True,13.95,True,TP,1.0,4073.826848747378,3851.0096218299714,4302.60633533671,4075.4721416507327,3851.989430650798,4302.260078777091,4076.361661858759,3853.039460154154,4302.805624892372,4001.7476678557223,3787.931390235685,4225.750686531488,3955.7043081312722,3741.802633416324,4181.153610965201
38,1684,,10,1.0,1.0,,2021-10-24 18:25:02+00:00,,,,Methane,,FR,FR,FR,FR,,,,,,2021-10-24 18:25:02+00:00,,Sentinel-2/UPV,2,,225354.0,8.0,218645.0,225354.0,False,,225786.66666666666,225899.8,225898.02222222224,221737.36333333334,219167.52333333335,AZ,2021-10-24 18:11:05+00:00,0.0,2007.0,1956.56,True,13.95,True,TP,1.0,4074.27915693362,3851.0516371493395,4310.392383349406,4077.0321539198153,3852.0039940895663,4305.065350443247,4076.0526135584278,3849.3634033537232,4305.99222226289,3999.936261394462,3777.5071233907224,4229.081646504919,3953.536089273367,3739.5428642994984,4169.633424281562
39,1694,,20,1.0,1.0,,2021-10-24 18:25:02+00:00,,,,Methane,cloudy,cloudy,,,,,,,,,2021-10-24 18:25:02+00:00,,Sentinel-2/Kayrros,2,,225354.0,8.0,218645.0,225354.0,False,,225786.66666666666,225899.8,225898.02222222224,221737.36333333334,219167.52333333335,AZ,2021-10-24 18:11:05+00:00,0.0,2007.0,1956.56,True,13.95,True,TP,1.0,4074.771662978326,3850.0290985612387,4302.403665053254,4076.8395433628125,3852.7626365003443,4309.051979422808,4078.490713959548,3855.622164322536,4302.358319030676,4000.193387874834,3781.555377100732,4224.311185079438,3955.199665035463,3741.1984581149495,4177.136402935581
40,1708,,34,1.0,1.0,,2021-10-24 18:25:02+00:00,,,,Methane,,FR,FR,FR,FR,FR,,,,,2021-10-24 18:25:02+00:00,,Sentinel-2/Harvard,2,,225354.0,8.0,218645.0,225354.0,False,,225786.66666666666,225899.8,225898.02222222224,221737.36333333334,219167.52333333335,AZ,2021-10-24 18:11:05+00:00,0.0,2007.0,1956.56,True,13.95,True,TP,1.0,4074.5757970632226,3851.445629142025,4306.60660890371,4075.056345132555,3854.0984676742655,4304.837390791973,4075.809336146809,3851.9051493112274,4300.34259625467,4000.265367537667,3784.4857582574778,4223.769658397554,3954.616403751278,3737.7337982138106,4175.863800472962
41,1717,,43,,,,2021-10-24 18:25:02+00:00,,,,Methane,FR,FR,FR,FR,FR,FR,FR,,,,2021-10-24 18:25:02+00:00,,Sentinel-2/SRON,2,,225354.0,8.0,218645.0,225354.0,False,,225786.66666666666,225899.8,225898.02222222224,221737.36333333334,219167.52333333335,AZ,2021-10-24 18:11:05+00:00,0.0,2007.0,1956.56,True,13.95,True,TP,1.0,4074.446273184935,3852.136415123678,4297.726936390537,4075.9200875126644,3854.706041188669,4306.7850780956915,4078.464131376979,3855.35078455764,4308.530216731589,4000.9198448010816,3785.022245774911,4223.543462149871,3954.8077773126683,3739.888745700618,4169.164016446689
42,1637,,11,1.0,1.0,,2021-10-27 18:34:57+00:00,,,,Methane,184.39 ,5333 ,,,2108,4.881 ,-97.5 ,,,,2021-10-27 18:34:57+00:00,,Sentinel-2/UPV,1,,195078.0,8.0,218645.0,195078.0,False,,195152.83333333334,195377.56666666668,195553.47777777776,194120.96666666667,191475.10333333333,AZ,2021-10-27 18:13:45+00:00,0.0,2009.0,4694.095,True,21.2,True,TP,1.0,3520.0059852910713,3320.762494274126,3716.6872169055146,3525.3748367344424,3328.235539512652,3723.3791217927183,3528.6039074954333,3331.4407544061623,3727.159739318741,3501.9748993291555,3307.343733256923,3700.328862067733,3455.803327796629,3264.652850164732,3649.5537485519
43,1647,,21,1.0,1.0,,2021-10-27 18:34:57+00:00,,,,Methane,376,5614,9773,2634,1-sigma confidence interval,3.8,350,189,,,2021-10-27 18:34:57+00:00,,Sentinel-2/Kayrros,1,,195078.0,8.0,218645.0,195078.0,False,,195152.83333333334,195377.56666666668,195553.47777777776,194120.96666666667,191475.10333333333,AZ,2021-10-27 18:13:45+00:00,0.0,2009.0,4694.095,True,21.2,True,TP,1.0,3521.899352582638,3324.041851322028,3724.397776855915,3525.3149087138268,3326.689852007093,3723.7423218172903,3528.25021493866,3330.412413869791,3724.5388437839147,3502.2307636011624,3307.2963629944043,3697.9615727669448,3454.905683852674,3262.442467761953,3644.212937379105
44,1661,,35,1.0,1.0,,2021-10-27 18:34:57+00:00,,,,Methane,187,5187,6956,3418,+/- 1 sigma,4.407491,7.410631,UnknownSentinel2Direction,,,2021-10-27 18:34:57+00:00,,Sentinel-2/Harvard,1,,195078.0,8.0,218645.0,195078.0,False,,195152.83333333334,195377.56666666668,195553.47777777776,194120.96666666667,191475.10333333333,AZ,2021-10-27 18:13:45+00:00,0.0,2009.0,4694.095,True,21.2,True,TP,1.0,3523.1825937455505,3325.9407962410646,3722.2705394711325,3526.834195311843,3326.064533331411,3726.404245335948,3529.631106700461,3333.5189064844003,3728.8520757733954,3503.6567929543494,3309.759007822474,3702.126784906787,3455.475048267708,3258.166503142639,3651.5426893878384
45,1670,,44,,,,2021-10-27 18:34:57+00:00,,,,Methane,260,2250,1440,2870,Min/max,3.8 [2.6-4.4],184,,,,2021-10-27 18:34:57+00:00,,Sentinel-2/SRON,1,,195078.0,8.0,218645.0,195078.0,False,,195152.83333333334,195377.56666666668,195553.47777777776,194120.96666666667,191475.10333333333,AZ,2021-10-27 18:13:45+00:00,0.0,2009.0,4694.095,True,21.2,True,TP,1.0,3521.678281472787,3320.928010012074,3721.308575412055,3524.6518687884113,3330.2723434610766,3720.883049587297,3528.9872482226206,3334.1448097075436,3726.302204454916,3503.559116752912,3310.1532340864705,3700.947111717733,3455.6081313934237,3260.222251836258,3652.631891884349
46,1685,,11,1.0,1.0,,2021-10-27 18:34:57+00:00,,,,Methane,184.39 ,4427 ,18:34:57.856604Z,132.57 ,1651,3.82 ,,,,,2021-10-27 18:34:57+00:00,,Sentinel-2/UPV,2,,195078.0,8.0,218645.0,195078.0,False,,195152.83333333334,195377.56666666668,195553.47777777776,194120.96666666667,191475.10333333333,AZ,2021-10-27 18:13:45+00:00,0.0,2009.0,4694.095,True,21.2,True,TP,1.0,3521.9844429736763,3324.618041830261,3717.241869368455,3525.788684254547,3333.461782115687,3725.766134376122,3529.1671627270116,3327.4901607537313,3726.874027121984,3503.042021460618,3303.780082133537,3706.2949362716163,3454.847970060184,3261.4219559017474,3650.97264299999
47,1695,,21,1.0,1.0,,2021-10-27 18:34:57+00:00,,,,Methane,376,5134,6929,3340,1-sigma confidence interval,3.32,46.1,189.0,,,2021-10-27 18:34:57+00:00,,Sentinel-2/Kayrros,2,,195078.0,8.0,218645.0,195078.0,False,,195152.83333333334,195377.56666666668,195553.47777777776,194120.96666666667,191475.10333333333,AZ,2021-10-27 18:13:45+00:00,0.0,2009.0,4694.095,True,21.2,True,TP,1.0,3522.601318492981,3326.4442913028433,3720.977780261632,3524.8085160851324,3327.9941914727215,3722.1935827489074,3528.9597476907225,3330.06875978012,3725.5080567475725,3502.2996472545683,3306.8691612159646,3700.787644383744,3452.860480769246,3258.0670097722614,3651.9043857838315
48,1709,,35,1.0,1.0,,2021-10-27 18:34:57+00:00,,,,Methane,,4447,5582,3312,+/- 1 sigma,3.699061,,,,,2021-10-27 18:34:57+00:00,,Sentinel-2/Harvard,2,,195078.0,8.0,218645.0,195078.0,False,,195152.83333333334,195377.56666666668,195553.47777777776,194120.96666666667,191475.10333333333,AZ,2021-10-27 18:13:45+00:00,0.0,2009.0,4694.095,True,21.2,True,TP,1.0,3522.6396463662513,3325.1685941882183,3724.3573154432293,3527.2055744718896,3327.9330639252817,3722.471359857768,3530.2231269169806,3335.2058374464877,3730.0882339999707,3504.26140963229,3303.895969161713,3701.334742601784,3456.6027770050287,3263.010474206393,3647.6680478881995
49,1718,,44,,,,2021-10-27 18:34:57+00:00,,,,Methane,260,2380,1940,2840,Min/max,4.2 [3.9-4.4] ,221,,,,2021-10-27 18:34:57+00:00,,Sentinel-2/SRON,2,,195078.0,8.0,218645.0,195078.0,False,,195152.83333333334,195377.56666666668,195553.47777777776,194120.96666666667,191475.10333333333,AZ,2021-10-27 18:13:45+00:00,0.0,2009.0,4694.095,True,21.2,True,TP,1.0,3521.603547598661,3325.1981556517626,3721.4140366939387,3525.7028734583855,3323.8616890335957,3723.227527897612,3527.4083330872522,3332.146506185284,3727.714007868711,3501.5744054267498,3309.9077281476098,3696.8293210156926,3453.556650246901,3263.37151006589,3647.478962715848
50,1638,,12,1.0,2.0,,2021-10-28 18:16:48+00:00,,,,Methane,120.00 ,1625 ,,,692,4.419 ,-103.5 ,,,,2021-10-28 18:16:48+00:00,,Landsat 8/UPV,1,,116668.0,8.0,218645.0,116668.0,False,,116825.9,116765.35,116573.96666666666,115473.97666666667,114725.47333333333,AZ,2021-10-28 18:05:30+00:00,0.0,2010.0,3237.54,True,11.3,True,TP,1.0,2107.618154284228,1983.2148437120659,2229.381443580493,2107.908912314638,1986.2150443309608,2232.1745554985914,2102.5027883207163,1977.0646802662304,2227.6910795935255,2083.5883665983706,1962.9932326509693,2204.7984948661037,2069.7381394146564,1950.3577915779938,2190.592155034161
51,1652,,26,1.0,1.0,,2021-10-28 18:16:48+00:00,,,,Methane,280,2236,5136,363,1-sigma confidence interval,4,10,189,,,2021-10-28 18:16:48+00:00,,Landsat 8/Kayrros,1,,116668.0,8.0,218645.0,116668.0,False,,116825.9,116765.35,116573.96666666666,115473.97666666667,114725.47333333333,AZ,2021-10-28 18:05:30+00:00,0.0,2010.0,3237.54,True,11.3,True,TP,1.0,2107.8097009501853,1983.6276549612528,2233.4971208562024,2106.7416125604213,1982.3162237756596,2232.212050673003,2102.9918455139473,1978.0244155420942,2228.509349765844,2083.334978510409,1962.908237705846,2207.6820935443234,2071.036349161216,1948.0014369343044,2191.0572047883757
52,1671,,45,,,,2021-10-28 18:16:48+00:00,,,,Methane,FR,FR,FR,FR,FR,FR,FR,,,,2021-10-28 18:16:48+00:00,,Landsat 8/SRON,1,,116668.0,8.0,218645.0,116668.0,False,,116825.9,116765.35,116573.96666666666,115473.97666666667,114725.47333333333,AZ,2021-10-28 18:05:30+00:00,0.0,2010.0,3237.54,True,11.3,True,TP,1.0,2109.9711173779383,1985.8106470203252,2236.743801668568,2107.0627160780336,1983.0367577157635,2231.7859946483172,2103.519130535167,1979.448466562402,2227.232736900589,2084.12316347137,1961.2149948903316,2207.671290280505,2070.436882833566,1951.9793522715763,2193.324052722416
53,1686,,12,1.0,2.0,,2021-10-28 18:16:48+00:00,,,,Methane,120.00 ,1735 ,18:16:48.2627780Z,28.38 ,710,4.81 ,,,,,2021-10-28 18:16:48+00:00,,Landsat 8/UPV,2,,116668.0,8.0,218645.0,116668.0,False,,116825.9,116765.35,116573.96666666666,115473.97666666667,114725.47333333333,AZ,2021-10-28 18:05:30+00:00,0.0,2010.0,3237.54,True,11.3,True,TP,1.0,2108.718384609839,1983.5704710756506,2233.650655918166,2107.159389179513,1982.5633316849762,2229.3656016329846,2103.459643406458,1981.5417519136122,2224.899469063246,2083.7948241297463,1960.20223983778,2205.6774005147513,2070.5315037337095,1948.8826291626704,2189.520303682171
54,1700,,26,1.0,1.0,,2021-10-28 18:16:48+00:00,,,,Methane,280,2489,3024,1955,1-sigma confidence interval,4.6,45.59,189.0,,,2021-10-28 18:16:48+00:00,,Landsat 8/Kayrros,2,,116668.0,8.0,218645.0,116668.0,False,,116825.9,116765.35,116573.96666666666,115473.97666666667,114725.47333333333,AZ,2021-10-28 18:05:30+00:00,0.0,2010.0,3237.54,True,11.3,True,TP,1.0,2106.950069676389,1982.6312724107074,2230.797612899021,2106.933189846778,1982.3106424222865,2232.073270412197,2103.2905344448923,1983.112304663011,2225.286588480756,2083.8298404000116,1960.9136900466533,2206.726231173818,2070.189011203851,1947.620861340229,2192.3126681104654
55,1719,,45,,,,2021-10-28 18:16:48+00:00,,,,Methane,FR,FR,FR,FR,FR,FR,FR,,,,2021-10-28 18:16:48+00:00,,Landsat 8/SRON,2,,116668.0,8.0,218645.0,116668.0,False,,116825.9,116765.35,116573.96666666666,115473.97666666667,114725.47333333333,AZ,2021-10-28 18:05:30+00:00,0.0,2010.0,3237.54,True,11.3,True,TP,1.0,2109.474289478453,1986.699838259136,2232.22486183832,2106.763256723825,1985.250942728714,2230.592602556834,2103.3450163008984,1980.1119356380864,2228.922902369848,2083.325717036756,1960.382533673888,2205.1412205881325,2070.0112318911815,1948.7061557738837,2189.287773668795
56,1639,,13,1.0,1.0,,2021-10-29 18:24:58+00:00,,,,Methane,,0 ,,,,2.223 ,-89.5 ,,,,2021-10-29 18:24:58+00:00,,Sentinel-2/UPV,1,,281513.0,8.0,218645.0,281513.0,False,,282310.6666666667,282645.81666666665,282310.3777777778,278775.04333333333,262685.75833333336,AZ,2021-10-29 18:09:15+00:00,0.0,2011.0,4719.235,True,15.716666666666669,True,TP,1.0,5091.796550734384,4818.1282329390415,5380.478442084821,5101.723400253767,4826.945671361726,5387.561915699641,5094.401631100489,4815.358387174666,5380.144497373344,5031.560307590674,4757.586212134449,5311.5812348466325,4740.235061537901,4476.338985822396,5015.580437271276
57,1648,,22,1.0,1.0,,2021-10-29 18:24:58+00:00,,,,Methane,348,4675,8052,2326,1-sigma confidence interval,2.6,1,189,,,2021-10-29 18:24:58+00:00,,Sentinel-2/Kayrros,1,,281513.0,8.0,218645.0,281513.0,False,,282310.6666666667,282645.81666666665,282310.3777777778,278775.04333333333,262685.75833333336,AZ,2021-10-29 18:09:15+00:00,0.0,2011.0,4719.235,True,15.716666666666669,True,TP,1.0,5092.991876490666,4813.60496642092,5372.357949803995,5100.283657856797,4822.706253360476,5389.819582344141,5093.2538144303,4814.709391700688,5369.844009323658,5030.349147939664,4753.42916718172,5310.692060200135,4740.572404429146,4480.347458917744,5009.290859783403
58,1662,,36,1.0,1.0,,2021-10-29 18:24:58+00:00,,,,Methane,122,2762,3915,1609,+/- 1 sigma,2.448409,10.779561,UnknownSentinel2Direction,,,2021-10-29 18:24:58+00:00,,Sentinel-2/Harvard,1,,281513.0,8.0,218645.0,281513.0,False,,282310.6666666667,282645.81666666665,282310.3777777778,278775.04333333333,262685.75833333336,AZ,2021-10-29 18:09:15+00:00,0.0,2011.0,4719.235,True,15.716666666666669,True,TP,1.0,5091.237325676528,4816.411931780015,5379.124578321844,5099.882196133083,4817.396439165715,5389.302054640182,5093.3961000838835,4816.283797671787,5382.0462889735345,5030.481953020551,4752.3338407150095,5317.0937894080425,4739.3660270728815,4482.190265474243,5004.702651621992
59,1672,,46,,,,2021-10-29 18:24:58+00:00,,,,Methane,0,0,0,0,0,0,0,,,,2021-10-29 18:24:58+00:00,,Sentinel-2/SRON,1,,281513.0,8.0,218645.0,281513.0,False,,282310.6666666667,282645.81666666665,282310.3777777778,278775.04333333333,262685.75833333336,AZ,2021-10-29 18:09:15+00:00,0.0,2011.0,4719.235,True,15.716666666666669,True,TP,1.0,5094.310012190676,4815.5607631537105,5381.81885435726,5099.625741316621,4818.499887075841,5395.608912690934,5092.353266831634,4810.358279317359,5373.579609502043,5028.709841457408,4755.700035204167,5312.597643068498,4738.953635322887,4481.234168088044,5003.277223689536
60,1687,,13,1.0,1.0,,2021-10-29 18:24:58+00:00,,,,Methane,,0 ,,,,,,,,,2021-10-29 18:24:58+00:00,,Sentinel-2/UPV,2,,281513.0,8.0,218645.0,281513.0,False,,282310.6666666667,282645.81666666665,282310.3777777778,278775.04333333333,262685.75833333336,AZ,2021-10-29 18:09:15+00:00,0.0,2011.0,4719.235,True,15.716666666666669,True,TP,1.0,5094.408140862726,4816.52084259131,5374.696359803567,5098.235853735049,4816.691721916863,5384.124896080344,5093.532473848098,4813.574615517551,5381.30325817185,5029.848027270401,4756.99211041742,5312.327582792405,4740.788529482911,4487.508189051275,4999.485680889359
61,1696,,22,1.0,1.0,,2021-10-29 18:24:58+00:00,,,,Methane,348,7267,10546,3988,1-sigma confidence interval,4.86,46.1,189.0,,,2021-10-29 18:24:58+00:00,,Sentinel-2/Kayrros,2,,281513.0,8.0,218645.0,281513.0,False,,282310.6666666667,282645.81666666665,282310.3777777778,278775.04333333333,262685.75833333336,AZ,2021-10-29 18:09:15+00:00,0.0,2011.0,4719.235,True,15.716666666666669,True,TP,1.0,5093.346213386367,4816.958503785112,5387.131057574048,5099.063037892402,4822.345092559232,5385.35964309662,5094.333847803461,4814.555612435217,5380.777156261195,5030.146960566483,4757.217380432019,5312.621109411276,4740.1246600614795,4482.643122034008,5002.372716747841
62,1710,,36,1.0,1.0,,2021-10-29 18:24:58+00:00,,,,Methane,,4757,5890,3624,+/- 1 sigma,4.727615,,,,,2021-10-29 18:24:58+00:00,,Sentinel-2/Harvard,2,,281513.0,8.0,218645.0,281513.0,False,,282310.6666666667,282645.81666666665,282310.3777777778,278775.04333333333,262685.75833333336,AZ,2021-10-29 18:09:15+00:00,0.0,2011.0,4719.235,True,15.716666666666669,True,TP,1.0,5095.03751860664,4813.796184654588,5377.628507198181,5100.338723404581,4818.723580252684,5387.844481924629,5094.125946830302,4816.467180314667,5383.793346876308,5031.0781155221985,4754.258802531684,5318.3064184738,4739.64405764268,4474.643354882469,5001.627674743253
63,1720,,46,,,,2021-10-29 18:24:58+00:00,,,,Methane,0,0,0,0,0,0,0,,,,2021-10-29 18:24:58+00:00,,Sentinel-2/SRON,2,,281513.0,8.0,218645.0,281513.0,False,,282310.6666666667,282645.81666666665,282310.3777777778,278775.04333333333,262685.75833333336,AZ,2021-10-29 18:09:15+00:00,0.0,2011.0,4719.235,True,15.716666666666669,True,TP,1.0,5094.4620611104165,4812.200424969173,5382.636726430435,5099.753458361889,4821.280135316779,5391.976791422628,5093.507484147393,4814.579439449681,5372.025717204205,5028.437422841637,4750.462427842263,5306.9979486607535,4739.215859475242,4475.504588624896,5007.129248725763
64,1641,,15,1.0,1.0,,2021-11-03 18:25:01+00:00,,,,Methane,111.35 ,1191 ,,,458,3.024 ,-87.8 ,,,,2021-11-03 18:25:01+00:00,,Sentinel-2/UPV,1,,76596.4,4.0,308188.0,76596.4,False,,76628.08333333333,76649.40666666666,76656.90777777779,77025.21666666666,77539.2735,AZ,2021-11-03 18:12:18+00:00,0.0,2014.0,2606.13,True,12.716666666666667,True,TP,1.0,1383.0014494198851,1308.5026331007584,1460.6676748689213,1383.3784853724994,1307.2043149561362,1459.9813703979837,1382.8868508339656,1307.5985544617631,1460.6609504386554,1390.2815476486123,1313.8742800730047,1468.6487309911104,1398.5493217905075,1322.1434135349143,1476.3874921477031
65,1664,,38,1.0,1.0,,2021-11-03 18:25:01+00:00,,,,Methane,115,1300,1878,722,+/- 1 sigma,2.595344,3.860544,UnknownSentinel2Direction,,,2021-11-03 18:25:01+00:00,,Sentinel-2/Harvard,1,,76596.4,4.0,308188.0,76596.4,False,,76628.08333333333,76649.40666666666,76656.90777777779,77025.21666666666,77539.2735,AZ,2021-11-03 18:12:18+00:00,0.0,2014.0,2606.13,True,12.716666666666667,True,TP,1.0,1382.1825461129042,1307.8588749562168,1458.5234261512473,1383.3411801866523,1306.4695862763685,1461.4276054017282,1383.0498600051487,1306.998769323284,1460.891864790423,1389.8858220238521,1313.5830530319752,1469.0234297850336,1398.4318981519289,1322.3492073913346,1477.1723367460554
66,1674,,48,,,,2021-11-03 18:25:01+00:00,,,,Methane,0,0,0,0,0,0,0,,,,2021-11-03 18:25:01+00:00,,Sentinel-2/SRON,1,,76596.4,4.0,308188.0,76596.4,False,,76628.08333333333,76649.40666666666,76656.90777777779,77025.21666666666,77539.2735,AZ,2021-11-03 18:12:18+00:00,0.0,2014.0,2606.13,True,12.716666666666667,True,TP,1.0,1382.3702279899194,1307.555294348547,1459.627206811824,1383.0881974844915,1307.3878527078173,1461.2517854414873,1383.0991832750485,1306.6533694850216,1461.0344888393045,1389.8500929130296,1315.2483011347795,1468.0394961331574,1398.6548724679317,1321.2686220696626,1476.8435097712056
67,1689,,15,1.0,1.0,,2021-11-03 18:25:01+00:00,,,,Methane,111.35 ,1344 ,18:25:01.184114Z,25.45 ,539,3.59 ,,,,,2021-11-03 18:25:01+00:00,,Sentinel-2/UPV,2,,76596.4,4.0,308188.0,76596.4,False,,76628.08333333333,76649.40666666666,76656.90777777779,77025.21666666666,77539.2735,AZ,2021-11-03 18:12:18+00:00,0.0,2014.0,2606.13,True,12.716666666666667,True,TP,1.0,1382.7589996503707,1307.5211799156518,1459.8797059754802,1383.0638026192453,1307.7095388426244,1461.375367254664,1383.2687642937601,1308.539190440172,1459.4172606553093,1389.5203040633323,1314.0590324132245,1466.781177006992,1399.6252530532167,1323.706445634186,1478.6436846049721
68,1712,,38,1.0,1.0,,2021-11-03 18:25:01+00:00,,,,Methane,,1787,2333,1241,+/- 1 sigma,3.798211,,,,,2021-11-03 18:25:01+00:00,,Sentinel-2/Harvard,2,,76596.4,4.0,308188.0,76596.4,False,,76628.08333333333,76649.40666666666,76656.90777777779,77025.21666666666,77539.2735,AZ,2021-11-03 18:12:18+00:00,0.0,2014.0,2606.13,True,12.716666666666667,True,TP,1.0,1382.6861262102184,1306.4054691173296,1459.1811156848871,1383.531248336715,1308.3332165119775,1459.5704457198958,1383.5613473345566,1307.7033842179023,1462.0040970153636,1389.093589617598,1313.7361137876399,1466.8722811422972,1398.9636594482167,1322.2208068485572,1478.1597236206885
69,1722,,48,,,,2021-11-03 18:25:01+00:00,,,,Methane,0,0,0,0,0,0,0,,,,2021-11-03 18:25:01+00:00,,Sentinel-2/SRON,2,,76596.4,4.0,308188.0,76596.4,False,,76628.08333333333,76649.40666666666,76656.90777777779,77025.21666666666,77539.2735,AZ,2021-11-03 18:12:18+00:00,0.0,2014.0,2606.13,True,12.716666666666667,True,TP,1.0,1382.690652552421,1307.2077205909868,1460.6788480764067,1382.6716004134114,1307.0320867475964,1459.7022496921202,1382.6253158882084,1306.912294028429,1460.6311416896406,1389.4808913088107,1313.3205111232896,1469.6746708042253,1399.0138391834503,1322.291718637373,1473.971792702936
70,1642,,16,,,,2021-10-23 18:40:53+00:00,,,,Methane,277,4069,,,1515,3.771272995,47.0416,,,,2021-10-23 18:40:53+00:00,,WV3/UPV,1,,218027.0,8.0,218645.0,218027.0,False,,218693.56666666668,218451.78333333333,218208.0,219472.70666666667,222886.76666666666,AZ,2021-10-23 18:26:42+00:00,0.0,2005.0,3908.2,True,14.183333333333334,True,TP,1.0,3946.387631728068,3731.4708523001104,4166.299742170531,3943.290967347844,3728.042892273337,4163.751387141392,3939.1389861062526,3726.1897489214352,4156.1343295116585,3959.405171583187,3743.4419698153647,4179.707500048035,4022.173945416706,3801.3655495380353,4248.91373973638
71,1656,,30,1.0,1.0,,2021-10-23 18:40:53+00:00,,,,Methane,318,1282,2758,522,1-sigma confidence interval,2.9,207,190,,,2021-10-23 18:40:53+00:00,,WV3/Kayrros,1,,218027.0,8.0,218645.0,218027.0,False,,218693.56666666668,218451.78333333333,218208.0,219472.70666666667,222886.76666666666,AZ,2021-10-23 18:26:42+00:00,0.0,2005.0,3908.2,True,14.183333333333334,True,TP,1.0,3946.022430305675,3726.759210142601,4170.354518356433,3941.5623922248133,3726.523042311711,4163.238195815119,3938.8707929651955,3724.1620666386953,4164.078274607685,3961.0680842150746,3746.9096258614472,4179.4752670198595,4020.7030016134536,3801.64062410816,4238.930661637293
72,1690,,16,,,,2021-10-23 18:40:53+00:00,,,,Methane,277,4790,,,1876,4.673416667,,,,,2021-10-23 18:40:53+00:00,,WV3/UPV,2,,218027.0,8.0,218645.0,218027.0,False,,218693.56666666668,218451.78333333333,218208.0,219472.70666666667,222886.76666666666,AZ,2021-10-23 18:26:42+00:00,0.0,2005.0,3908.2,True,14.183333333333334,True,TP,1.0,3946.143748271428,3730.093671576432,4166.922099363826,3941.9261586926646,3723.679224262244,4162.160289849342,3936.5201298275606,3720.9636052545184,4158.994232603348,3958.6695487219454,3742.139076858095,4176.481581460457,4023.7687438600315,3802.543832352251,4252.492659968915
73,1704,,30,1.0,1.0,,2021-10-23 18:40:53+00:00,,,,Methane,318,1578,2053,1236,1-sigma confidence interval,4.31,207,190.0,,,2021-10-23 18:40:53+00:00,,WV3/Kayrros,2,,218027.0,8.0,218645.0,218027.0,False,,218693.56666666668,218451.78333333333,218208.0,219472.70666666667,222886.76666666666,AZ,2021-10-23 18:26:42+00:00,0.0,2005.0,3908.2,True,14.183333333333334,True,TP,1.0,3946.171740218617,3727.1490143874084,4171.749385304842,3942.8377771071596,3726.0509036179733,4165.84651741983,3938.412181633653,3723.7352810880866,4158.478146927186,3958.354393072854,3741.6023563368753,4174.966713107489,4021.040841309669,3803.404558193757,4247.129630400178
