,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,WindType,OperatorSet,UnblindingStage,Notes,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,cr_scfh_mean300,cr_scfh_mean600,TestLocation,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeDevelopTime,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90,cr_kgh_CH4_mean300,cr_kgh_CH4_lower300,cr_kgh_CH4_upper300,cr_kgh_CH4_mean600,cr_kgh_CH4_lower600,cr_kgh_CH4_upper600
20,1634,,8,1.0,2.0,,2021-10-21 18:10:37+00:00,,,,Methane,278.21 ,3032 ,,,1012,2.606 ,-86.2 ,,,,2021-10-21 18:10:37+00:00,,Landsat 8/UPV,1,,231569.0,8.0,218645.0,231569.0,True,,231569.0,231569.0,231569.0,231569.0,231569.0,AZ,2021-10-21 17:55:38+00:00,0.0,2003.0,3552.435,True,14.983333333333333,True,TP,1.0,4174.7918416551265,3945.5433598468726,4407.037492631535,4172.962036850369,3942.608890315363,4407.687809007782,4175.517365296634,3952.0379786927774,4401.0499656195725,4201.313691509063,3959.4854639312566,4446.158450454638,4174.8986882807785,3944.8626402173436,4409.88391604835
21,1651,,25,1.0,1.0,,2021-10-21 18:10:37+00:00,,,,Methane,319,2171,4958,626,1-sigma confidence interval,2.2,6,189,,,2021-10-21 18:10:37+00:00,,Landsat 8/Kayrros,1,,231569.0,8.0,218645.0,231569.0,True,,231569.0,231569.0,231569.0,231569.0,231569.0,AZ,2021-10-21 17:55:38+00:00,0.0,2003.0,3552.435,True,14.983333333333333,True,TP,1.0,4176.607112113185,3946.7611955784773,4410.630580475749,4173.99233032693,3946.5592465509444,4407.068147476239,4176.75426021999,3946.4558559885872,4415.79277218974,4201.030453295962,3964.3127255807904,4445.222430429025,4175.576898016852,3947.988368268396,4407.413185473311
22,1667,,41,,,,2021-10-21 18:10:37+00:00,,,,Methane,490,1810,1418,2110,Min/max,2.2 [1.7-2.4],186,,,,2021-10-21 18:10:37+00:00,,Landsat 8/SRON,1,,231569.0,8.0,218645.0,231569.0,True,,231569.0,231569.0,231569.0,231569.0,231569.0,AZ,2021-10-21 17:55:38+00:00,0.0,2003.0,3552.435,True,14.983333333333333,True,TP,1.0,4175.889913804553,3947.9732259352786,4411.299448656187,4177.4192296433,3947.461187312845,4407.232812770335,4176.073680263598,3948.152172568953,4409.553123441818,4202.808903418824,3961.2007183621595,4441.217417556569,4174.122463905886,3944.961136310344,4403.579070506111
23,1682,,8,1.0,2.0,,2021-10-21 18:10:37+00:00,,,,Methane,278.21 ,4085 ,18:10:37.5283260Z,178.88 ,1531,3.98 ,,,,,2021-10-21 18:10:37+00:00,,Landsat 8/UPV,2,,231569.0,8.0,218645.0,231569.0,True,,231569.0,231569.0,231569.0,231569.0,231569.0,AZ,2021-10-21 17:55:38+00:00,0.0,2003.0,3552.435,True,14.983333333333333,True,TP,1.0,4176.860810655126,3952.5570700767676,4414.262238181925,4174.157421840636,3943.5461264591413,4409.788362328621,4175.551145185863,3945.2973896937683,4402.081501064136,4199.580712010968,3960.270294195719,4444.918356971117,4174.119605657159,3940.0204811734875,4401.714849391164
24,1699,,25,1.0,1.0,,2021-10-21 18:10:37+00:00,,,,Methane,319,3234,3921,2547,1-sigma confidence interval,3.9,47.46,189.0,,,2021-10-21 18:10:37+00:00,,Landsat 8/Kayrros,2,,231569.0,8.0,218645.0,231569.0,True,,231569.0,231569.0,231569.0,231569.0,231569.0,AZ,2021-10-21 17:55:38+00:00,0.0,2003.0,3552.435,True,14.983333333333333,True,TP,1.0,4175.883769828199,3952.108115470426,4413.774179244882,4174.982573785384,3949.4563914139612,4407.725824726274,4175.449112600293,3948.6076892550423,4408.189358000701,4199.91783966111,3959.8203580971003,4442.132647500079,4174.253421394762,3948.6257644093025,4407.266726910505
25,1715,,41,,,,2021-10-21 18:10:37+00:00,,,,Methane,490,2780,2450,3170,Min/max,4.1 [3.9-4.4] ,221,,,,2021-10-21 18:10:37+00:00,,Landsat 8/SRON,2,,231569.0,8.0,218645.0,231569.0,True,,231569.0,231569.0,231569.0,231569.0,231569.0,AZ,2021-10-21 17:55:38+00:00,0.0,2003.0,3552.435,True,14.983333333333333,True,TP,1.0,4177.12171749156,3945.7289601153293,4410.374379191298,4176.519697196777,3945.0040979077626,4411.412278668445,4174.937547728966,3945.6559527032514,4411.0207462780445,4200.379094699498,3963.179656013241,4438.600091092041,4174.219740298503,3942.305304828719,4409.877764994659
26,1635,,9,1.0,1.0,,2021-10-22 18:34:54+00:00,,,,Methane,164.92 ,3005 ,,,1011,2.371 ,8.6 ,,,,2021-10-22 18:34:54+00:00,,Sentinel-2/UPV,1,,92870.1,4.0,218645.0,92870.1,False,,92537.35666666667,92536.41500000001,92699.32777777778,93015.67433333333,93858.35216666666,AZ,2021-10-22 18:16:57+00:00,0.0,2004.0,2148.9,True,17.95,True,TP,1.0,1670.1414955347313,1578.909862097294,1763.3407909694874,1669.124635064825,1578.0265638145709,1760.90800347313,1673.488536980914,1582.731667080819,1768.0534438555092,1678.1839297731105,1587.707845217372,1771.8186012052797,1693.4365426806628,1601.3654704822509,1788.8390085000879
27,1645,,19,1.0,1.0,,2021-10-22 18:34:54+00:00,,,,Methane,0,0,,,,,,,,,2021-10-22 18:34:54+00:00,,Sentinel-2/Kayrros,1,,92870.1,4.0,218645.0,92870.1,False,,92537.35666666667,92536.41500000001,92699.32777777778,93015.67433333333,93858.35216666666,AZ,2021-10-22 18:16:57+00:00,0.0,2004.0,2148.9,True,17.95,True,TP,1.0,1669.7273959840934,1578.4933979351854,1760.347727520002,1670.0607357901154,1578.8597555767628,1762.357582567677,1672.6367073835042,1581.3419714018398,1766.6281370077083,1677.8737659057006,1586.168747051467,1771.4789628866993,1693.275132385499,1601.7523861348768,1788.620011192136
28,1659,,33,1.0,1.0,,2021-10-22 18:34:54+00:00,,,,Methane,148,2102,3056,1148,+/- 1 sigma,1.764591,269.780224,UnknownSentinel2Direction,,,2021-10-22 18:34:54+00:00,,Sentinel-2/Harvard,1,,92870.1,4.0,218645.0,92870.1,False,,92537.35666666667,92536.41500000001,92699.32777777778,93015.67433333333,93858.35216666666,AZ,2021-10-22 18:16:57+00:00,0.0,2004.0,2148.9,True,17.95,True,TP,1.0,1669.3358564755783,1577.447189711675,1762.2420508365333,1670.322874817915,1577.8118026291704,1765.3889913337616,1672.563478552909,1582.9364292336272,1766.4729601302788,1677.8620414123975,1586.7486598358971,1772.1617591842437,1693.6334283549563,1600.4160630851677,1789.8990595808689
29,1668,,42,,,,2021-10-22 18:34:54+00:00,,,,Methane,330,1160,570,2590,Min/max,1.4 [0.6-3.2],92,,,,2021-10-22 18:34:54+00:00,,Sentinel-2/SRON,1,,92870.1,4.0,218645.0,92870.1,False,,92537.35666666667,92536.41500000001,92699.32777777778,93015.67433333333,93858.35216666666,AZ,2021-10-22 18:16:57+00:00,0.0,2004.0,2148.9,True,17.95,True,TP,1.0,1670.0096855621307,1580.1202686149027,1765.013981942532,1670.1236030134341,1578.0384835483253,1763.5852410680623,1672.7707130451827,1581.8346014406904,1766.6616910572525,1678.2940596133,1587.2733475186928,1768.9789598565328,1693.8660182941812,1602.122176394321,1791.1034717679631
30,1683,,9,1.0,1.0,,2021-10-22 18:34:54+00:00,,,,Methane,164.92 ,2773 ,18:34:54.542039Z,111.71 ,893,2.08 ,,,,,2021-10-22 18:34:54+00:00,,Sentinel-2/UPV,2,,92870.1,4.0,218645.0,92870.1,False,,92537.35666666667,92536.41500000001,92699.32777777778,93015.67433333333,93858.35216666666,AZ,2021-10-22 18:16:57+00:00,0.0,2004.0,2148.9,True,17.95,True,TP,1.0,1670.0273285418707,1577.7367744494848,1763.0953509026717,1669.7915261170306,1577.7732688359604,1763.244323000339,1673.4367710260797,1581.810098776931,1768.01583419307,1678.935852216293,1586.4480874409987,1773.499567793678,1693.5467817452227,1601.937199794619,1788.8085834661701
31,1693,,19,1.0,1.0,,2021-10-22 18:34:54+00:00,,,,Methane,0,0,,,,,,,,,2021-10-22 18:34:54+00:00,,Sentinel-2/Kayrros,2,,92870.1,4.0,218645.0,92870.1,False,,92537.35666666667,92536.41500000001,92699.32777777778,93015.67433333333,93858.35216666666,AZ,2021-10-22 18:16:57+00:00,0.0,2004.0,2148.9,True,17.95,True,TP,1.0,1670.1468867759795,1578.0400531250407,1763.398715951491,1669.8280021339144,1578.6831366357826,1764.850287908491,1671.7261164836455,1580.4212289837474,1764.8291867902433,1678.4274605226822,1586.7512061491825,1771.6571770060675,1693.673539841644,1600.807429378487,1789.1443452901824
32,1707,,33,1.0,1.0,,2021-10-22 18:34:54+00:00,,,,Methane,,2652,3335,1969,+/- 1 sigma,2.373983,,,,,2021-10-22 18:34:54+00:00,,Sentinel-2/Harvard,2,,92870.1,4.0,218645.0,92870.1,False,,92537.35666666667,92536.41500000001,92699.32777777778,93015.67433333333,93858.35216666666,AZ,2021-10-22 18:16:57+00:00,0.0,2004.0,2148.9,True,17.95,True,TP,1.0,1670.1887956495168,1579.05501841531,1763.085984870353,1669.7747493386469,1578.5710812248135,1761.060465016747,1672.339067586844,1582.3657168932973,1766.0097876969382,1678.4002684024285,1586.4015767710835,1772.2734425098488,1693.9429694589119,1601.3647404509513,1790.4381548765568
33,1716,,42,,,,2021-10-22 18:34:54+00:00,,,,Methane,330,1500,1203,1790,Min/max,1.9 [1.4-2.3],113,,,,2021-10-22 18:34:54+00:00,,Sentinel-2/SRON,2,,92870.1,4.0,218645.0,92870.1,False,,92537.35666666667,92536.41500000001,92699.32777777778,93015.67433333333,93858.35216666666,AZ,2021-10-22 18:16:57+00:00,0.0,2004.0,2148.9,True,17.95,True,TP,1.0,1669.7521615215105,1577.8590719242704,1762.6721122102385,1670.2329025686,1578.4074377816567,1763.6862226464461,1672.6316182098856,1580.4500255397832,1766.4857263500085,1677.560512422982,1585.7052539387703,1771.816317230352,1693.909790041232,1601.8789160255274,1789.7725022964846
34,1636,,10,1.0,1.0,,2021-10-24 18:25:02+00:00,,,,Methane,FR,FR,FR,FR,FR,,,,,,2021-10-24 18:25:02+00:00,,Sentinel-2/UPV,1,,225354.0,8.0,218645.0,225354.0,False,,225786.66666666666,225899.8,225898.02222222224,221737.36333333334,219167.52333333335,AZ,2021-10-24 18:11:05+00:00,0.0,2007.0,1956.56,True,13.95,True,TP,1.0,4076.1359554822507,3853.0968264711473,4306.0242791688615,4076.581891576196,3853.008576830427,4295.515851079701,4076.1630610545812,3853.364380042366,4307.704754336888,4002.7477560108036,3783.1931248436244,4225.606048682306,3953.8060414327174,3737.7083921500175,4179.029367587964
