,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,Round 3 test set,WindType,OperatorSet,UnblindingStage,Notes,Satellite,Team,UncertaintyTypeManual,WindSpeedLow,WindSpeedHigh,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,cr_scfh_mean300,cr_scfh_mean600,cr_scfh_mean900,TestLocation,Wind_MPS_mean30,Wind_MPS_mean60,Wind_MPS_mean90,Wind_MPS_mean300,Wind_MPS_mean600,Wind_MPS_mean900,Wind_dir_mean30,Wind_dir_mean60,Wind_dir_mean90,Wind_dir_mean300,Wind_dir_mean600,Wind_dir_mean900,Wind_MPS_sd30,Wind_MPS_sd60,Wind_MPS_sd90,Wind_MPS_sd300,Wind_MPS_sd600,Wind_MPS_sd900,Wind_dir_sd30,Wind_dir_sd60,Wind_dir_sd90,Wind_dir_sd300,Wind_dir_sd600,Wind_dir_sd900,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeDevelopTime,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90,cr_kgh_CH4_mean300,cr_kgh_CH4_lower300,cr_kgh_CH4_upper300,cr_kgh_CH4_mean600,cr_kgh_CH4_lower600,cr_kgh_CH4_upper600,cr_kgh_CH4_mean900,cr_kgh_CH4_lower900,cr_kgh_CH4_upper900,FlowError_kgh,FlowError_percent,WindError_mps,WindError_percent,datetime_UTC,Altitude (feet)
0,456,2.0,3.0,1.0,1.0,,2021-07-30 15:32:55+00:00,,,,Methane,121.823643,,#VALUE!,#VALUE!,,2.713584705,,,0.0,,2021-07-30 15:32:44+00:00,0.0,HRRR,CarbonMapper,1,,,,,,,4206.0,2.0,162928.0,4206.0,False,,4210.833333333333,4205.333333333333,4185.788888888889,3865.93,2055.2166666666667,,TX,2.3513333333333337,2.7430000000000003,2.8103333333333333,2.6321666666666665,2.7062833333333334,2.7062833333333334,177.26666666666668,180.48333333333332,179.6888888888889,163.3,156.66833333333332,160.57555555555555,0.27413479359151766,0.5285102182999446,0.47150595454198274,0.5473111276569005,0.5818263396737235,0.5818263396737235,10.352188951709776,9.94815657341,8.868128065199762,15.764254047864235,15.805844016185613,16.75086909312872,2021-07-30 15:30:04+00:00,2021-07-30 15:35:34+00:00,2001.0,459.495,True,2.6666666666666665,True,ER_FAL,-1.0,68.3361690682238,53.99415947079841,82.03352930661185,67.69793138350258,54.1344062995227,81.4867852047722,67.60466955145621,54.56444315506352,82.0417970974287,62.16562166371316,48.28525440482453,76.34878010147244,33.25380106025191,19.215659454253395,46.857048766898764,,,,,,0.08141803833333361,3.0931946431963633,2021-07-30 15:32:50+00:00,12100
1,457,3.0,190.0,1.0,1.0,,2021-07-30 15:34:56+00:00,,,,Methane,,,#VALUE!,#VALUE!,,,,,2.0,,2021-07-30 15:34:32+00:00,0.0,HRRR,CarbonMapper,1,,,,,,,4462.8,2.0,162928.0,4462.8,False,,4435.066666666667,4437.026666666668,4396.266666666666,4184.445999999999,2842.9773333333333,,TX,2.096,2.485,2.722111111111111,2.777166666666667,2.650233333333333,2.650233333333333,156.16666666666666,160.83333333333334,161.61111111111111,166.77333333333334,159.24833333333333,161.2111111111111,0.3211144387264681,0.4811092409161458,0.6184967176653436,0.5421081469894363,0.5840317634542079,0.5840317634542079,10.875734880705878,13.237295369545745,11.218658659675754,13.779751839495093,15.020408950178446,16.549379674730005,2021-07-30 15:30:04+00:00,2021-07-30 15:35:34+00:00,2001.0,745.5350000000001,True,4.466666666666667,True,FN,0.0,71.10248257642206,56.64373974132302,86.12910141440143,71.42599261030945,57.1669282646881,85.94527317269176,70.9851495409962,56.65037782081261,84.78953263077544,67.25632136537446,53.18398095381413,81.68481455288537,46.0228988679876,32.57322953385794,58.87509410120498,,,,,,,,2021-07-30 15:34:26+00:00,12050
2,458,4.0,4.0,1.0,1.0,,2021-07-30 15:36:42+00:00,,,,Methane,143.4050208,360.874286,467.896269,253.852303,,2.713584705,,,1.0,,2021-07-30 15:36:26+00:00,0.0,HRRR,CarbonMapper,1,,,,,,,22372.3,2.0,162928.0,22372.3,False,,22247.193333333333,22193.649999999998,17825.588888888888,8368.502,5694.312666666667,3796.2084444444445,TX,1.3589999999999998,1.4244999999999999,1.7934444444444444,2.4061333333333335,2.488366666666667,2.488366666666667,201.3,192.76666666666668,175.87777777777777,170.19,163.87166666666667,160.60777777777778,0.14169783294767369,0.4039064541806635,0.6289712683656344,0.7020665021684906,0.661547989031695,0.661547989031695,17.786376033742734,25.334619354810606,31.850009358394864,21.151956194075925,18.53639286168569,18.617947539528263,2021-07-30 15:35:34+00:00,2021-07-30 15:43:14+00:00,2002.0,68.03499999999998,False,0.8666666666666667,True,NE,-1.0,359.19651277782697,334.533870575378,384.212229643608,358.5613519912706,334.12345290295,385.48134590173777,288.41020005727574,268.2125727911055,309.6426968673706,135.07935806920517,118.56761324736968,150.75172696856947,91.89121965522462,76.77626754421942,107.22527985673035,61.62630937086834,47.59135524923386,75.65096164880042,2.3129340087293713,0.6450594844883564,0.3074513716666667,12.777819392109055,2021-07-30 15:36:11+00:00,12100
3,683,229.0,1,1.0,1.0,,2021-07-30 15:36:42+00:00,,,,Methane,143.4050208,157.5908179,212.8760449,102.3055909,,1.185,,,1.0,,2021-07-30 15:36:26+00:00,0.0,Sonic,CarbonMapper,2,,,,,,,22372.3,2.0,162928.0,22372.3,False,,22247.193333333333,22193.649999999998,17825.588888888888,8368.502,5694.312666666667,3796.2084444444445,TX,1.3589999999999998,1.4244999999999999,1.7934444444444444,2.4061333333333335,2.488366666666667,2.488366666666667,201.3,192.76666666666668,175.87777777777777,170.19,163.87166666666667,160.60777777777778,0.14169783294767369,0.4039064541806635,0.6289712683656344,0.7020665021684906,0.661547989031695,0.661547989031695,17.786376033742734,25.334619354810606,31.850009358394864,21.151956194075925,18.53639286168569,18.617947539528263,2021-07-30 15:35:34+00:00,2021-07-30 15:43:14+00:00,2002.0,68.03499999999998,False,0.8666666666666667,True,NE,-1.0,359.40639603920954,335.6504761765758,385.57383113970127,357.84340101249455,333.68042962959277,384.26005268694865,287.64167259306845,266.91261000979034,310.3008320586051,135.26808380049962,119.2976584448031,151.2002692006133,91.5655257645427,76.70311549950735,105.70500009401891,61.56158857603562,46.62287403557083,76.20927946056622,-200.25258311249456,-55.960954581219866,-1.2211333333333334,-50.75085891610329,2021-07-30 15:36:11+00:00,12100
4,846,392.0,F1,1.0,1.0,,2021-07-30 15:36:42+00:00,,,,Methane,199.8324298,108.251997,136.2775816,80.22641241,,1.185,,,1.0,,2021-07-30 15:36:26+00:00,0.0,Sonic,CarbonMapper,3,,,,,,,22372.3,2.0,162928.0,22372.3,False,,22247.193333333333,22193.649999999998,17825.588888888888,8368.502,5694.312666666667,3796.2084444444445,TX,1.3589999999999998,1.4244999999999999,1.7934444444444444,2.4061333333333335,2.488366666666667,2.488366666666667,201.3,192.76666666666668,175.87777777777777,170.19,163.87166666666667,160.60777777777778,0.14169783294767369,0.4039064541806635,0.6289712683656344,0.7020665021684906,0.661547989031695,0.661547989031695,17.786376033742734,25.334619354810606,31.850009358394864,21.151956194075925,18.53639286168569,18.617947539528263,2021-07-30 15:35:34+00:00,2021-07-30 15:43:14+00:00,2002.0,68.03499999999998,False,0.8666666666666667,True,NE,-1.0,360.0879928308563,337.4774644137412,386.9554782100861,357.76256861274106,335.5335760931622,383.641201881735,287.94168375418025,266.3553346971545,310.5916364707863,135.1207627409129,119.46411290552689,150.68593452409863,91.85402612707341,77.45568969028828,107.23650777726729,60.88664286203984,47.12515048302136,74.24071241609626,-249.51057161274105,-69.74194437954826,-1.2211333333333334,-50.75085891610329,2021-07-30 15:36:11+00:00,12100
5,459,5.0,5.0,1.0,1.0,,2021-07-30 15:38:44+00:00,,,,Methane,136.821051,548.6662023,714.3727898,382.9596148,,2.713584705,,,1.0,,2021-07-30 15:38:29+00:00,0.0,HRRR,CarbonMapper,1,,,,,,,22295.8,2.0,162928.0,22295.8,False,,22272.716666666667,22264.158333333333,22242.933333333334,15767.998333333333,9897.7825,6840.738888888889,TX,3.689,3.6270000000000002,3.0833333333333335,2.291466666666667,2.5168666666666666,2.5168666666666666,153.4,150.96666666666667,158.34444444444443,169.38,166.41166666666666,162.0222222222222,0.2954172969044455,0.373337217493934,0.8832358790139433,0.9192267265505776,0.78342161782424,0.78342161782424,4.910228592189674,6.064530573215781,13.612751054099379,25.449844438420165,21.250918406288477,19.8606254796889,2021-07-30 15:35:34+00:00,2021-07-30 15:43:14+00:00,2002.0,380.30000000000007,True,2.9166666666666665,True,TP,1.0,359.7077198069872,334.0222484186927,386.0771627235579,359.5304932473523,335.4399571895884,387.52716244777776,358.4655733012564,332.6257774282448,385.34225039656513,254.5338193666581,235.13815071269255,276.8683843097887,159.73201980768357,143.76936414632613,176.854655704215,110.50525172617863,95.3653764948138,126.83102403598411,189.1357090526477,52.60630533569925,0.42211803833333317,18.4213038956127,2021-07-30 15:38:23+00:00,12150
6,684,230.0,2,1.0,1.0,,2021-07-30 15:38:44+00:00,,,,Methane,136.821051,752.4927079,940.0166487,564.9687671,,3.721666667,,,1.0,,2021-07-30 15:38:29+00:00,0.0,Sonic,CarbonMapper,2,,,,,,,22295.8,2.0,162928.0,22295.8,False,,22272.716666666667,22264.158333333333,22242.933333333334,15767.998333333333,9897.7825,6840.738888888889,TX,3.689,3.6270000000000002,3.0833333333333335,2.291466666666667,2.5168666666666666,2.5168666666666666,153.4,150.96666666666667,158.34444444444443,169.38,166.41166666666666,162.0222222222222,0.2954172969044455,0.373337217493934,0.8832358790139433,0.9192267265505776,0.78342161782424,0.78342161782424,4.910228592189674,6.064530573215781,13.612751054099379,25.449844438420165,21.250918406288477,19.8606254796889,2021-07-30 15:35:34+00:00,2021-07-30 15:43:14+00:00,2002.0,380.30000000000007,True,2.9166666666666665,True,TP,1.0,358.9523516378305,334.71620879939144,383.47074696023435,359.8279919431892,336.5414117324113,383.7216781303581,358.97901905226445,335.7638383355022,385.4525063397855,254.8100890072451,234.41116908627993,274.8392821600957,159.70217583259551,143.2474909249983,175.60875976792713,110.79215385284493,96.9103877465001,126.32207406739003,392.6647159568108,109.12567247375407,1.430200000333333,62.414174342488046,2021-07-30 15:38:23+00:00,12150
7,847,393.0,F2,1.0,1.0,,2021-07-30 15:38:44+00:00,,,,Methane,193.238195,850.3634079,895.2936314,805.4331844,,3.721666667,,,1.0,,2021-07-30 15:38:29+00:00,0.0,Sonic,CarbonMapper,3,,,,,,,22295.8,2.0,162928.0,22295.8,False,,22272.716666666667,22264.158333333333,22242.933333333334,15767.998333333333,9897.7825,6840.738888888889,TX,3.689,3.6270000000000002,3.0833333333333335,2.291466666666667,2.5168666666666666,2.5168666666666666,153.4,150.96666666666667,158.34444444444443,169.38,166.41166666666666,162.0222222222222,0.2954172969044455,0.373337217493934,0.8832358790139433,0.9192267265505776,0.78342161782424,0.78342161782424,4.910228592189674,6.064530573215781,13.612751054099379,25.449844438420165,21.250918406288477,19.8606254796889,2021-07-30 15:35:34+00:00,2021-07-30 15:43:14+00:00,2002.0,380.30000000000007,True,2.9166666666666665,True,TP,1.0,359.43944287273393,336.63009616390514,381.6142605827944,359.87721470497513,336.4003042811874,385.54824512283795,359.50187608714776,333.8583623775224,385.2254284162243,254.80053893795744,234.8732603689078,276.86313189983684,159.8306959143543,143.1558655760002,176.16659073980418,110.37141133925489,96.34352368022998,124.77891555225868,490.48619319502484,136.2926501465568,1.430200000333333,62.414174342488046,2021-07-30 15:38:23+00:00,12150
8,460,6.0,6.0,1.0,1.0,,2021-07-30 15:40:32+00:00,,,,Methane,147.122398,268.4612251,326.6470969,210.2753534,,2.713584705,,,1.0,,2021-07-30 15:40:16+00:00,0.0,HRRR,CarbonMapper,1,,,,,,,22185.8,2.0,162928.0,22185.8,False,,22121.719999999998,22115.52,22141.47333333333,21961.704666666665,13178.101333333332,9474.799555555555,TX,3.198666666666667,3.3185000000000002,3.108666666666667,2.5476,2.6278333333333332,2.6278333333333332,167.76666666666668,170.25,167.67777777777778,173.16,169.45,164.35,0.2963424548975441,0.4319754583424579,0.5190877910637689,1.0442152675974425,0.829159704307703,0.829159704307703,5.230437005100312,6.242622764758241,6.6193923102339784,22.879670694825645,19.497720426664827,18.823598601056048,2021-07-30 15:35:34+00:00,2021-07-30 15:43:14+00:00,2002.0,729.8050000000001,True,4.7,True,TP,1.0,357.38748010279414,334.8952866857853,383.2976115066822,357.2457377862387,332.9005315487835,383.7370831328646,357.54395400141965,333.77609039172256,382.52923070647853,354.1364875408527,331.41550715046264,379.4753472067313,212.97688080799543,194.61264121794466,233.17654810286174,152.71810701929314,137.1187642764493,169.29269031075606,-88.78451268623871,-24.85250439554964,0.16598470500000007,6.51533619877532,2021-07-30 15:40:04+00:00,12025
9,685,231.0,3,1.0,1.0,,2021-07-30 15:40:32+00:00,,,,Methane,147.122398,326.8393959,379.1004638,274.5783281,,3.303666667,,,1.0,,2021-07-30 15:40:16+00:00,0.0,Sonic,CarbonMapper,2,,,,,,,22185.8,2.0,162928.0,22185.8,False,,22121.719999999998,22115.52,22141.47333333333,21961.704666666665,13178.101333333332,9474.799555555555,TX,3.198666666666667,3.3185000000000002,3.108666666666667,2.5476,2.6278333333333332,2.6278333333333332,167.76666666666668,170.25,167.67777777777778,173.16,169.45,164.35,0.2963424548975441,0.4319754583424579,0.5190877910637689,1.0442152675974425,0.829159704307703,0.829159704307703,5.230437005100312,6.242622764758241,6.6193923102339784,22.879670694825645,19.497720426664827,18.823598601056048,2021-07-30 15:35:34+00:00,2021-07-30 15:43:14+00:00,2002.0,729.8050000000001,True,4.7,True,TP,1.0,356.49939647561825,331.4580350126522,381.08403574614124,356.6029583854156,333.3641572719493,382.4214277626301,358.6663123151214,334.75463138963664,383.82894392659983,354.4610472181672,331.3984055548956,378.37316554534397,213.1785620128978,195.31233273052098,232.7296378122196,152.94196920607345,135.67295374727507,170.18274361551397,-29.763562485415605,-8.346414909224398,0.7560666669999998,29.677605079290302,2021-07-30 15:40:04+00:00,12025
